State,GMM_logp
hawaii,-3.0915833326905098
hawaii,-3.0915833326905098
hawaii,-7.391731241262342
hawaii,-7.391731241262342
hawaii,-7.391731241262342
hawaii,-7.391731241262342
hawaii,-5.199950964971525
hawaii,-5.199950964971525
hawaii,-5.199950964971525
hawaii,-5.199950964971525
hawaii,-3.682007887713988
hawaii,-3.682007887713988
hawaii,-3.682007887713988
hawaii,-3.682007887713988
hawaii,-3.2556349469692214
hawaii,-3.2556349469692214
hawaii,-3.2556349469692214
hawaii,-3.2556349469692214
hawaii,-5.294019960101184
hawaii,-5.294019960101184
idaho,-1.967561781465551
idaho,-1.967561781465551
idaho,-1.967561781465551
idaho,-1.937493583858219
idaho,-2.0628846440135336
idaho,-2.0628846440135336
idaho,-2.0628846440135336
idaho,-2.0628846440135336
idaho,-2.8302223868004304
idaho,-2.777238144038321
idaho,-2.8302223868004304
idaho,-2.8302223868004304
idaho,-2.2925371812582562
idaho,-2.192252215419598
idaho,-2.2925371812582562
idaho,-2.2925371812582562
idaho,-2.3381500840953966
idaho,-2.3381500840953966
idaho,-2.3381500840953966
idaho,-2.5940380840619026
idaho,-2.6173274026054854
idaho,-2.6173274026054854
idaho,-2.6173274026054854
idaho,-2.6173274026054854
idaho,-2.9584892480478078
idaho,-2.9584892480478078
idaho,-2.9584892480478078
idaho,-2.9584892480478078
idaho,-2.9345849813159206
idaho,-2.9345849813159206
idaho,-2.9345849813159206
idaho,-2.9345849813159206
idaho,-2.6306408288356713
idaho,-3.235447077029888
idaho,-3.235447077029888
idaho,-3.235447077029888
idaho,-8.242456300199237
idaho,-8.242456300199237
illinois,-10.841353016942936
illinois,-10.841353016942936
illinois,-10.841353016942936
illinois,-10.841353016942936
illinois,-11.804355109057939
illinois,-11.804355109057939
illinois,-11.804355109057939
illinois,-11.804355109057939
illinois,-11.320097824320017
illinois,-11.320097824320017
illinois,-11.320097824320017
illinois,-11.320097824320017
illinois,-7.693792783362179
illinois,-7.693792783362179
illinois,-7.693792783362179
illinois,-7.693792783362179
illinois,-2.754116054719074
illinois,-2.754116054719074
illinois,-2.7634363992625146
illinois,-2.8002391981012806
illinois,-3.121474773255205
illinois,-3.121474773255205
illinois,-3.121474773255205
illinois,-3.121474773255205
illinois,-2.438869977110611
illinois,-2.438869977110611
illinois,-2.438869977110611
illinois,-2.438869977110611
illinois,-2.688756877948382
illinois,-2.688756877948382
illinois,-2.8095960962550195
illinois,-2.8095960962550195
illinois,-7.243264975924807
illinois,-7.314934785318451
illinois,-7.314934785318451
illinois,-7.314934785318451
illinois,-8.014727170605742
illinois,-8.014727170605742
indiana,-3.5025555671892414
indiana,-3.5025555671892414
indiana,-3.5025555671892414
indiana,-3.5025555671892414
indiana,-4.037292435878143
indiana,-4.037292435878143
indiana,-4.037292435878143
indiana,-2.7603540792658467
indiana,-2.3690217929207806
indiana,-3.7493276577603845
indiana,-2.3690217929207806
indiana,-2.3690217929207806
indiana,-6.045395912581994
indiana,-6.045395912581994
indiana,-6.045395912581994
indiana,-6.045395912581994
indiana,-6.024027856133711
indiana,-6.024027856133711
indiana,-6.055016603870238
indiana,-6.055016603870238
indiana,-3.0242814317623776
indiana,-3.0242814317623776
indiana,-3.0242814317623776
indiana,-3.0242814317623776
indiana,-4.043627682828728
indiana,-4.00951851313935
indiana,-4.00951851313935
indiana,-4.00951851313935
indiana,-2.3222550771057398
indiana,-2.3222550771057398
indiana,-2.366506424310515
indiana,-2.366506424310515
indiana,-2.7453510266112344
indiana,-2.7453510266112344
indiana,-2.7453510266112344
indiana,-2.7453510266112344
indiana,-7.237515692508806
indiana,-7.237515692508806
iowa,-3.5598738046717897
iowa,-3.5598738046717897
iowa,-3.5598738046717897
iowa,-3.5598738046717897
iowa,-3.639326875820271
iowa,-3.639326875820271
iowa,-3.639326875820271
iowa,-3.639326875820271
iowa,-4.442792394918059
iowa,-4.442792394918059
iowa,-4.442792394918059
iowa,-4.442792394918059
iowa,-4.327213217150618
iowa,-4.327213217150618
iowa,-4.327213217150618
iowa,-4.327213217150618
iowa,-2.0516619808788215
iowa,-2.0516619808788215
iowa,-2.0516619808788215
iowa,-2.0516619808788215
iowa,-2.0168147171794217
iowa,-1.9484591496022756
iowa,-1.9484591496022756
iowa,-2.0168147171794217
iowa,-2.5125682722556695
iowa,-2.5125682722556695
iowa,-2.5125682722556695
iowa,-2.5125682722556695
iowa,-2.447182834568689
iowa,-2.447182834568689
iowa,-2.4713070260843133
iowa,-2.4713070260843133
iowa,-2.2841796480987333
iowa,-2.2841796480987333
iowa,-2.2925907661344436
iowa,-2.2925907661344436
iowa,-7.378336916354658
iowa,-7.270702725231965
kansas,-4.587569792558921
kansas,-4.587569792558921
kansas,-4.587569792558921
kansas,-4.587569792558921
kansas,-4.3655753969128845
kansas,-4.3655753969128845
kansas,-4.3655753969128845
kansas,-4.3655753969128845
kansas,-4.315531029246042
kansas,-4.315531029246042
kansas,-4.315531029246042
kansas,-4.315531029246042
kansas,-4.563951228984559
kansas,-4.563951228984559
kansas,-2.8033775605592597
kansas,-2.8033775605592597
kansas,-3.3080475378943848
kansas,-3.1703792325623215
kansas,-3.1703792325623215
kansas,-3.1703792325623215
kansas,-7.758953338631807
kansas,-7.758953338631807
kansas,-7.817206287396413
kansas,-7.817206287396413
kansas,-2.4282199166851415
kansas,-2.4282199166851415
kansas,-2.4575989595553924
kansas,-2.4282199166851415
kansas,-2.6785959426210257
kansas,-2.640066316680642
kansas,-2.640066316680642
kansas,-2.6785959426210257
kansas,-3.0712642792628353
kansas,-3.205239342594362
kansas,-3.0249678410545924
kansas,-3.0249678410545924
kansas,-2.4088034470034088
kansas,-2.4315021669237598
kentucky,-3.6860395975490468
kentucky,-3.6860395975490468
kentucky,-3.6860395975490468
kentucky,-3.6860395975490468
kentucky,-3.6382115713604954
kentucky,-3.6382115713604954
kentucky,-2.009182253241097
kentucky,-3.6382115713604954
kentucky,-4.2426794606141325
kentucky,-4.2426794606141325
kentucky,-2.4970117908450233
kentucky,-4.2426794606141325
kentucky,-2.2727211340523317
kentucky,-2.2727211340523317
kentucky,-2.2504036726684746
kentucky,-2.2727211340523317
kentucky,-2.550017001485842
kentucky,-2.550017001485842
kentucky,-2.550017001485842
kentucky,-2.550017001485842
kentucky,-2.1888603067730696
kentucky,-2.1888603067730696
kentucky,-2.1888603067730696
kentucky,-2.1888603067730696
kentucky,-1.9506404337200705
kentucky,-1.92104726355581
kentucky,-1.92104726355581
kentucky,-1.92104726355581
kentucky,-2.2868889224072375
kentucky,-2.2868889224072375
kentucky,-2.2911322731876655
kentucky,-2.2911322731876655
kentucky,-2.4135015758357152
kentucky,-2.4144424058367235
kentucky,-2.4144424058367235
kentucky,-2.4144424058367235
kentucky,-2.3546727708313213
kentucky,-2.3546727708313213
louisiana,-4.942063073256673
louisiana,-4.942063073256673
louisiana,-4.942063073256673
louisiana,-4.942063073256673
louisiana,-4.447050606789721
louisiana,-4.447050606789721
louisiana,-4.447050606789721
louisiana,-2.591736973296307
louisiana,-4.276573214701174
louisiana,-4.276573214701174
louisiana,-2.445960431325391
louisiana,-2.445960431325391
louisiana,-2.523427591761218
louisiana,-2.4370072462791517
louisiana,-2.4370072462791517
louisiana,-2.4370072462791517
louisiana,-2.136292956657233
louisiana,-2.136292956657233
louisiana,-2.136292956657233
louisiana,-2.136292956657233
louisiana,-2.004731096649159
louisiana,-2.0193894213354464
louisiana,-2.0193894213354464
louisiana,-2.004731096649159
louisiana,-7.150609888679786
louisiana,-7.195958394772993
louisiana,-7.150609888679786
louisiana,-7.496094528138188
louisiana,-3.2440888181331347
louisiana,-3.1218736578675625
louisiana,-3.1218736578675625
louisiana,-3.1218736578675625
louisiana,-4.299555945923064
louisiana,-4.232715094030362
louisiana,-4.232715094030362
louisiana,-4.232715094030362
louisiana,-2.2468291502884887
louisiana,-2.2468291502884887
maine,-2.128168816433528
maine,-3.524302622541162
maine,-2.128168816433528
maine,-3.524302622541162
maine,-2.076420863911388
maine,-2.076420863911388
maine,-2.076420863911388
maine,-2.076420863911388
maine,-2.1926739118493
maine,-2.1926739118493
maine,-2.1926739118493
maine,-2.1542800552002843
maine,-2.2129544724821573
maine,-2.240185325999588
maine,-2.240185325999588
maine,-2.240185325999588
maine,-1.9867617862474292
maine,-1.9867617862474292
maine,-1.9867617862474292
maine,-2.0723254988940556
maine,-2.1857874496507854
maine,-2.2870225551999703
maine,-2.2870225551999703
maine,-2.2870225551999703
maine,-2.3693989105191697
maine,-2.3693989105191697
maine,-2.3693989105191697
maine,-2.3693989105191697
maine,-2.3242983306170646
maine,-2.3242983306170646
maine,-2.571700127221895
maine,-2.571700127221895
maine,-2.6024418533993474
maine,-2.6024418533993474
maine,-2.6024418533993474
maine,-2.846660994200871
maine,-7.210383503878605
maine,-7.210383503878605
maryland,-2.217514654177194
maryland,-2.217514654177194
maryland,-2.217514654177194
maryland,-2.217514654177194
maryland,-2.142495515426778
maryland,-2.142495515426778
maryland,-2.142495515426778
maryland,-2.142495515426778
maryland,-2.5342575024665117
maryland,-2.4271609076847405
maryland,-2.5342575024665117
maryland,-2.5342575024665117
maryland,-2.194536413293161
maryland,-2.3722863411111073
maryland,-2.3722863411111073
maryland,-2.194536413293161
maryland,-2.5234653674210166
maryland,-2.5234653674210166
maryland,-2.5234653674210166
maryland,-2.763661870142377
maryland,-2.8994712138809278
maryland,-2.8994712138809278
maryland,-2.8994712138809278
maryland,-2.8994712138809278
maryland,-3.470980319798366
maryland,-3.470980319798366
maryland,-3.470980319798366
maryland,-3.470980319798366
maryland,-3.2905768760319796
maryland,-3.2905768760319796
maryland,-3.2905768760319796
maryland,-3.2905768760319796
maryland,-3.249598448187474
maryland,-3.249598448187474
maryland,-3.249598448187474
maryland,-3.249598448187474
maryland,-8.357492184384427
maryland,-8.357492184384427
massachusetts,-3.984478236234931
massachusetts,-3.984478236234931
massachusetts,-3.984478236234931
massachusetts,-3.984478236234931
massachusetts,-3.885979991500029
massachusetts,-3.885979991500029
massachusetts,-3.885979991500029
massachusetts,-3.885979991500029
massachusetts,-3.7569484001160194
massachusetts,-3.7569484001160194
massachusetts,-3.7569484001160194
massachusetts,-3.7569484001160194
massachusetts,-2.102376643451138
massachusetts,-2.102376643451138
massachusetts,-2.102376643451138
massachusetts,-2.102376643451138
massachusetts,-2.0169152591499384
massachusetts,-2.0169152591499384
massachusetts,-2.0169152591499384
massachusetts,-2.026669561904791
massachusetts,-2.260716386643586
massachusetts,-2.260716386643586
massachusetts,-2.260716386643586
massachusetts,-2.3011182122104574
massachusetts,-2.4070784618106202
massachusetts,-2.4070784618106202
massachusetts,-2.32501674221488
massachusetts,-2.4070784618106202
massachusetts,-2.6422183027127244
massachusetts,-2.6422183027127244
massachusetts,-2.6422183027127244
massachusetts,-2.6422183027127244
massachusetts,-2.8385481000790818
massachusetts,-2.9084052270648226
massachusetts,-2.9084052270648226
massachusetts,-2.9084052270648226
massachusetts,-3.7039589371445683
massachusetts,-3.7039589371445683
michigan,-4.2203294772686295
michigan,-4.2203294772686295
michigan,-4.2203294772686295
michigan,-4.2203294772686295
michigan,-4.565939979585925
michigan,-4.565939979585925
michigan,-2.719547128124984
michigan,-2.719547128124984
michigan,-7.648856679469444
michigan,-7.648856679469444
michigan,-7.648856679469444
michigan,-7.648856679469444
michigan,-4.326852879644985
michigan,-4.331012430188493
michigan,-4.331012430188493
michigan,-4.331012430188493
michigan,-2.5367204046303256
michigan,-2.5590736197504738
michigan,-2.5590736197504738
michigan,-2.6256921999264735
michigan,-2.1236654309220997
michigan,-2.1236654309220997
michigan,-2.244556886166724
michigan,-2.1236654309220997
michigan,-2.696010376537982
michigan,-2.696010376537982
michigan,-2.696010376537982
michigan,-2.696010376537982
michigan,-2.6651825244525926
michigan,-2.83705284588366
michigan,-2.83705284588366
michigan,-2.83705284588366
michigan,-7.3755352494210324
michigan,-7.540243495853591
michigan,-7.540243495853591
michigan,-7.540243495853591
michigan,-9.231395316988225
michigan,-9.231395316988225
minnesota,-4.3777303644957
minnesota,-4.3777303644957
minnesota,-4.3777303644957
minnesota,-4.3777303644957
minnesota,-4.1275879136489015
minnesota,-4.1275879136489015
minnesota,-4.1275879136489015
minnesota,-4.1275879136489015
minnesota,-3.7630005826732353
minnesota,-3.7630005826732353
minnesota,-2.176723227457071
minnesota,-2.176723227457071
minnesota,-2.0086592245985377
minnesota,-1.9732114753210812
minnesota,-1.9732114753210812
minnesota,-2.0086592245985377
minnesota,-2.1985308668007733
minnesota,-2.2257597773702966
minnesota,-2.2257597773702966
minnesota,-2.280419959145351
minnesota,-2.4162847751001673
minnesota,-2.4162847751001673
minnesota,-2.558269652695228
minnesota,-2.4162847751001673
minnesota,-2.447643397900593
minnesota,-2.447643397900593
minnesota,-2.447643397900593
minnesota,-2.447643397900593
minnesota,-3.9248881218114358
minnesota,-4.197017509674149
minnesota,-4.197017509674149
minnesota,-4.197017509674149
minnesota,-2.908891807836224
minnesota,-2.908891807836224
minnesota,-2.908891807836224
minnesota,-2.908891807836224
minnesota,-7.418946423694552
minnesota,-7.418946423694552
mississippi,-5.900059002152915
mississippi,-5.900059002152915
mississippi,-5.900059002152915
mississippi,-5.900059002152915
mississippi,-6.862532200691477
mississippi,-6.862532200691477
mississippi,-6.862532200691477
mississippi,-6.862532200691477
mississippi,-7.9307679647716345
mississippi,-7.9307679647716345
mississippi,-7.9307679647716345
mississippi,-7.740233249519989
mississippi,-7.4617400803461
mississippi,-7.395598334560484
mississippi,-7.395598334560484
mississippi,-7.395598334560484
mississippi,-5.089105379341938
mississippi,-5.089105379341938
mississippi,-5.089105379341938
mississippi,-5.07625839315362
mississippi,-7.525563696483892
mississippi,-7.525563696483892
mississippi,-7.525563696483892
mississippi,-7.555501944194378
mississippi,-7.431034642474189
mississippi,-7.431034642474189
mississippi,-7.431034642474189
mississippi,-7.71553949734403
mississippi,-7.783385151444661
mississippi,-7.722889863956559
mississippi,-7.704055496984332
mississippi,-7.704055496984332
mississippi,-3.361400911366708
mississippi,-3.361400911366708
mississippi,-3.361400911366708
mississippi,-3.361400911366708
mississippi,-5.918756557449656
mississippi,-5.918756557449656
missouri,-4.439755941723277
missouri,-4.439755941723277
missouri,-4.439755941723277
missouri,-4.439755941723277
missouri,-3.747017720040695
missouri,-3.747017720040695
missouri,-3.747017720040695
missouri,-3.747017720040695
missouri,-5.38274734600199
missouri,-5.38274734600199
missouri,-3.601864601305606
missouri,-5.38274734600199
missouri,-2.4466655455356094
missouri,-2.4466655455356094
missouri,-2.4466655455356094
missouri,-2.4466655455356094
missouri,-2.167059660726096
missouri,-2.167059660726096
missouri,-2.167059660726096
missouri,-2.1551726061080174
missouri,-1.9804729695228038
missouri,-1.9804729695228038
missouri,-2.0209204040641255
missouri,-1.9804729695228038
missouri,-2.025355958540448
missouri,-2.025355958540448
missouri,-2.025355958540448
missouri,-2.025355958540448
missouri,-1.9470534345725414
missouri,-1.9470534345725414
missouri,-2.024328649195298
missouri,-2.024328649195298
missouri,-4.592071134051083
missouri,-4.718502955144209
missouri,-4.718502955144209
missouri,-4.718502955144209
missouri,-7.719695470192344
missouri,-7.719695470192344
montana,-1.9227502955810698
montana,-1.9206797733783318
montana,-1.9206797733783318
montana,-1.9206797733783318
montana,-2.9974812641807644
montana,-3.071865610082529
montana,-3.071865610082529
montana,-3.071865610082529
montana,-2.1450738608199806
montana,-2.1450738608199806
montana,-2.1450738608199806
montana,-2.1450738608199806
montana,-3.5500708575510465
montana,-3.5500708575510465
montana,-3.5500708575510465
montana,-3.5500708575510465
montana,-3.0355050767942857
montana,-3.0931818332338565
montana,-3.0931818332338565
montana,-3.0931818332338565
montana,-2.9088283301604654
montana,-3.0529171833413953
montana,-3.0529171833413953
montana,-3.0529171833413953
montana,-4.335159366643775
montana,-4.335159366643775
montana,-4.335159366643775
montana,-4.335159366643775
montana,-3.145646491392144
montana,-3.34093221781362
montana,-3.34093221781362
montana,-3.34093221781362
montana,-3.415338363586151
montana,-3.415338363586151
montana,-3.415338363586151
montana,-3.415338363586151
montana,-4.403259435787014
montana,-4.403259435787014
nebraska,-3.8241847357038496
nebraska,-3.8241847357038496
nebraska,-3.8241847357038496
nebraska,-3.8241847357038496
nebraska,-4.4770033050128655
nebraska,-4.4770033050128655
nebraska,-4.4770033050128655
nebraska,-4.4770033050128655
nebraska,-4.462267284661768
nebraska,-4.462267284661768
nebraska,-4.462267284661768
nebraska,-4.462267284661768
nebraska,-4.114701056034907
nebraska,-4.114701056034907
nebraska,-4.114701056034907
nebraska,-4.114701056034907
nebraska,-4.253845202512167
nebraska,-4.253845202512167
nebraska,-4.253845202512167
nebraska,-2.607260503172766
nebraska,-2.075157159693216
nebraska,-1.9986849526270898
nebraska,-1.9986849526270898
nebraska,-1.9986849526270898
nebraska,-2.2747397092910098
nebraska,-2.2747397092910098
nebraska,-2.2480856307094803
nebraska,-2.2480856307094803
nebraska,-2.442398687034342
nebraska,-2.442398687034342
nebraska,-2.442398687034342
nebraska,-2.442398687034342
nebraska,-7.578833008619386
nebraska,-7.578833008619386
nebraska,-7.578833008619386
nebraska,-7.4531742679119315
nebraska,-8.316076319401471
nebraska,-8.316076319401471
nevada,-7.287554823409359
nevada,-7.287554823409359
nevada,-7.259993690915355
nevada,-7.354117738666559
nevada,-7.391907890818887
