"year","month","EPUType","State","EPU_value"
2007,5,"National","MT",28.8725140464132
2007,5,"State","MT",28.8725140464132
2007,5,"Composite","MT",28.8725140464132
2007,5,"National","NC",56.6132500641118
2007,5,"State","NC",24.7682969030489
2007,5,"Composite","NC",77.8432188381537
2007,5,"National","ND",40.68377909793
2007,5,"State","ND",40.68377909793
2007,5,"Composite","ND",81.3675581958599
2007,5,"National","NE",34.5600710607521
2007,5,"State","NE",57.6001184345869
2007,5,"Composite","NE",69.1201421215043
2007,5,"National","NH",19.8485159448106
2007,5,"State","NH",39.6970318896212
2007,5,"Composite","NH",39.6970318896212
2007,5,"National","NJ",49.3782268674274
2007,5,"State","NJ",4.93782268674274
2007,5,"Composite","NJ",54.3160495541701
2007,5,"National","NM",11.6801570010544
2007,5,"State","NM",35.0404710031633
2007,5,"Composite","NM",46.7206280042177
2007,5,"National","NY",56.5523143936485
2007,5,"State","NY",60.3224686865584
2007,5,"Composite","NY",98.0240116156574
2007,5,"National","OH",41.5602498562411
2007,5,"State","OH",29.0921748993688
2007,5,"Composite","OH",58.1843497987375
2007,5,"National","OK",25.5236973790251
2007,5,"State","OK",38.2855460685377
2007,5,"Composite","OK",38.2855460685377
2007,5,"National","OR",88.2301836373097
2007,5,"State","OR",67.8693720286997
2007,5,"Composite","OR",122.16486965166
2007,5,"National","PA",50.1730119534465
2007,5,"State","PA",23.5185993531781
2007,5,"Composite","PA",64.2841715653534
2007,5,"National","RI",16.5782804857995
2007,5,"State","RI",33.156560971599
2007,5,"Composite","RI",49.7348414573984
2007,5,"National","SC",63.3444793565571
2007,5,"State","SC",40.7214510149296
2007,5,"Composite","SC",67.8690850248826
2007,5,"National","TN",37.1775234454214
2007,5,"State","TN",14.8710093781686
2007,5,"Composite","TN",52.04853282359
2007,5,"National","TX",42.1013061347087
2007,5,"State","TX",23.1557183740898
2007,5,"Composite","TX",56.8367632818567
2007,5,"National","UT",43.3523898136763
2007,5,"State","UT",8.67047796273527
2007,5,"Composite","UT",52.0228677764116
2007,5,"National","VA",23.3866144474777
2007,5,"State","VA",51.4505517844509
2007,5,"Composite","VA",70.159843342433
2007,5,"National","WA",35.4086151580975
2007,5,"State","WA",55.0800680237072
2007,5,"Composite","WA",78.6858114624389
2007,5,"National","WI",11.7721730162678
2007,5,"State","WI",23.5443460325356
2007,5,"Composite","WI",23.5443460325356
2007,5,"National","WV",9.59272774598702
2007,5,"State","WV",9.59272774598702
2007,5,"Composite","WV",19.185455491974
2007,6,"National","AK",55.3264043388417
2007,6,"State","AK",92.2106738980694
2007,6,"Composite","AK",92.2106738980694
2007,6,"National","AL",60.7598058320367
2007,6,"State","AL",17.3599445234391
2007,6,"Composite","AL",78.1197503554757
2007,6,"National","CA",27.5835499889646
2007,6,"State","CA",45.5128574817915
2007,6,"Composite","CA",70.3380524718596
2007,6,"National","CO",31.491775336066
2007,6,"State","CO",7.87294383401651
2007,6,"Composite","CO",39.3647191700825
2007,6,"National","CT",33.2278499960014
2007,6,"State","CT",63.1329149924026
2007,6,"Composite","CT",93.0379799888038
2007,6,"National","FL",57.1486152044544
2007,6,"State","FL",72.3882459256423
2007,6,"Composite","FL",114.297230408909
2007,6,"National","GA",45.1679417892928
2007,6,"State","GA",19.3576893382684
2007,6,"Composite","GA",64.5256311275612
2007,6,"National","IA",23.0763085544259
2007,6,"State","IA",15.3842057029506
2007,6,"Composite","IA",38.4605142573765
2007,6,"National","ID",62.0282449934076
2007,6,"State","ID",12.4056489986815
2007,6,"Composite","ID",62.0282449934076
2007,6,"National","IL",49.3818498348713
2007,6,"State","IL",15.0292586453956
2007,6,"Composite","IL",57.9699976322402
2007,6,"National","IN",40.5336536124589
2007,6,"State","IN",16.2134614449836
2007,6,"Composite","IN",56.7471150574425
2007,6,"National","KS",69.1429160983811
2007,6,"State","KS",51.8571870737859
2007,6,"Composite","KS",103.714374147572
2007,6,"National","KY",134.503392492384
2007,6,"State","KY",50.4387721846439
2007,6,"Composite","KY",168.12924061548
2007,6,"National","LA",96.6578600777208
2007,6,"State","LA",80.548216731434
2007,6,"Composite","LA",112.767503424008
2007,6,"National","MA",28.9695217989792
2007,6,"State","MA",35.4071933098634
2007,6,"Composite","MA",35.4071933098634
2007,6,"National","MD",32.2303853356526
2007,6,"State","MD",32.2303853356526
2007,6,"Composite","MD",64.4607706713052
2007,6,"National","ME",14.0267603720751
2007,6,"State","ME",42.0802811162254
2007,6,"Composite","ME",56.1070414883006
2007,6,"National","MI",100.864235414837
2007,6,"State","MI",138.6883236954
2007,6,"Composite","MI",201.728470829673
2007,6,"National","MN",62.8187291517042
2007,6,"State","MN",98.7151458098209
2007,6,"Composite","MN",143.585666632467
2007,6,"National","MO",40.1220424981483
2007,6,"State","MO",53.4960566641978
2007,6,"Composite","MO",75.7860802742802
2007,6,"National","MT",32.783801328906
2007,6,"State","MT",16.391900664453
2007,6,"Composite","MT",32.783801328906
2007,6,"National","NC",55.8815238070331
2007,6,"State","NC",55.8815238070331
2007,6,"Composite","NC",96.8613079321908
2007,6,"National","ND",28.2049186296752
2007,6,"State","ND",42.3073779445129
2007,6,"Composite","ND",42.3073779445129
2007,6,"National","NE",38.0949522685433
2007,6,"State","NE",38.0949522685433
2007,6,"Composite","NE",38.0949522685433
2007,6,"National","NH",40.5755560127574
2007,6,"State","NH",40.5755560127574
2007,6,"Composite","NH",40.5755560127574
2007,6,"National","NJ",52.9326615727757
2007,6,"State","NJ",26.4663307863879
2007,6,"Composite","NJ",68.8124600446085
2007,6,"National","NM",12.6262752889044
2007,6,"State","NM",12.6262752889044
2007,6,"Composite","NM",25.2525505778087
2007,6,"National","NY",68.2147767173735
2007,6,"State","NY",25.5805412690151
2007,6,"Composite","NY",85.2684708967169
2007,6,"National","OH",56.8338404497605
2007,6,"State","OH",14.2084601124401
2007,6,"Composite","OH",61.5699938205738
2007,6,"National","OK",83.284671305492
2007,6,"State","OK",27.7615571018307
2007,6,"Composite","OK",83.284671305492
2007,6,"National","OR",14.9361537158115
2007,6,"State","OR",14.9361537158115
2007,6,"Composite","OR",22.4042305737172
2007,6,"National","PA",42.9587017603364
2007,6,"State","PA",18.901828774548
2007,6,"Composite","PA",53.2687901828171
2007,6,"National","RI",18.3915299139338
2007,6,"State","RI",55.1745897418014
2007,6,"Composite","RI",55.1745897418014
2007,6,"National","SC",48.7274835941802
2007,6,"State","SC",9.74549671883604
2007,6,"Composite","SC",53.6002319535982
2007,6,"National","TN",71.776348699969
2007,6,"State","TN",23.9254495666564
2007,6,"Composite","TN",79.7514985555212
2007,6,"National","TX",29.6587564409107
2007,6,"State","TX",29.6587564409107
2007,6,"Composite","TX",49.4312607348512
2007,6,"National","UT",68.917616269648
2007,6,"State","UT",24.6134343820172
2007,6,"Composite","UT",83.6856768988583
2007,6,"National","VA",30.2809142706497
2007,6,"State","VA",15.1404571353248
2007,6,"Composite","VA",40.3745523608663
2007,6,"National","WA",51.0275323700528
2007,6,"State","WA",46.7752380058817
2007,6,"Composite","WA",76.5412985550792
2007,6,"National","WI",38.6319001624341
2007,6,"State","WI",12.8773000541447
2007,6,"Composite","WI",51.5092002165788
2007,6,"National","WV",47.782819324986
2007,6,"State","WV",9.5565638649972
2007,6,"Composite","WV",47.782819324986
2007,7,"National","AK",73.6284279330454
2007,7,"State","AK",36.8142139665227
2007,7,"Composite","AK",92.0355349163067
2007,7,"National","AL",51.9092699431018
2007,7,"State","AL",17.3030899810339
2007,7,"Composite","AL",51.9092699431018
2007,7,"National","CA",29.4944867280886
2007,7,"State","CA",39.3259823041182
2007,7,"Composite","CA",58.9889734561773
2007,7,"National","CO",40.9421174031265
2007,7,"State","CO",24.5652704418759
2007,7,"Composite","CO",65.5073878450024
2007,7,"National","CT",29.6797897133026
2007,7,"State","CT",25.9698159991398
2007,7,"Composite","CT",48.2296582841168
2007,7,"National","FL",33.8861948357279
2007,7,"State","FL",52.7118586333545
2007,7,"Composite","FL",75.3026551905064
2007,7,"National","GA",61.5114624553438
2007,7,"State","GA",18.4534387366031
2007,7,"Composite","GA",73.8137549464126
2007,7,"National","IA",22.5630518952679
2007,7,"State","IA",7.52101729842263
2007,7,"Composite","IA",30.0840691936905
2007,7,"National","ID",40.2954424064317
2007,7,"State","ID",30.2215818048238
2007,7,"Composite","ID",60.4431636096475
2007,7,"National","IL",31.0517675425799
2007,7,"State","IL",33.2697509384784
2007,7,"Composite","IL",53.2316015015655
2007,7,"National","IN",26.0055240656759
2007,7,"State","IN",17.3370160437839
2007,7,"Composite","IN",43.3425401094598
2007,7,"National","KS",26.8569830752983
2007,7,"State","KS",26.8569830752983
2007,7,"Composite","KS",42.9711729204773
2007,7,"National","KY",33.6010959345622
2007,7,"State","KY",16.8005479672811
2007,7,"Composite","KY",50.4016439018433
2007,7,"National","LA",99.5580211236075
2007,7,"State","LA",82.9650176030063
2007,7,"Composite","LA",116.151024644209
2007,7,"National","MA",14.4001725775775
2007,7,"State","MA",54.0006471659158
2007,7,"Composite","MA",54.0006471659158
2007,7,"National","MD",42.8940797515271
2007,7,"State","MD",51.4728957018325
2007,7,"Composite","MD",68.6305276024433
2007,7,"National","ME",20.3417632413506
2007,7,"State","ME",40.6835264827012
2007,7,"Composite","ME",61.0252897240518
2007,7,"National","MI",46.6229156426689
2007,7,"State","MI",174.835933660008
2007,7,"Composite","MI",192.319527026009
2007,7,"National","MN",40.2343146545442
2007,7,"State","MN",32.1874517236354
2007,7,"Composite","MN",72.4217663781796
2007,7,"National","MO",27.8855871464726
2007,7,"State","MO",32.533185004218
2007,7,"Composite","MO",41.8283807197089
2007,7,"National","MT",31.0331511840328
2007,7,"State","MT",15.5165755920164
2007,7,"Composite","MT",31.0331511840328
2007,7,"National","NC",32.4096993338896
2007,7,"State","NC",32.4096993338896
2007,7,"Composite","NC",54.0161655564826
2007,7,"National","ND",29.8179882306598
2007,7,"State","ND",44.7269823459898
2007,7,"Composite","ND",44.7269823459898
2007,7,"National","NE",49.8696473542059
2007,7,"State","NE",49.8696473542059
2007,7,"Composite","NE",49.8696473542059
2007,7,"National","NH",41.0758798190975
2007,7,"State","NH",41.0758798190975
2007,7,"Composite","NH",41.0758798190975
2007,7,"National","NJ",62.2271148081906
2007,7,"State","NJ",10.3711858013651
2007,7,"Composite","NJ",72.5983006095557
2007,7,"National","NM",13.0846023979546
2007,7,"State","NM",13.0846023979546
2007,7,"Composite","NM",13.0846023979546
2007,7,"National","NY",40.7371279667919
2007,7,"State","NY",72.4215608298524
2007,7,"Composite","NY",108.632341244779
2007,7,"National","OH",24.4828667874208
2007,7,"State","OH",4.89657335748416
2007,7,"Composite","OH",29.379440144905
2007,7,"National","OK",27.2844471420016
2007,7,"State","OK",27.2844471420016
2007,7,"Composite","OK",27.2844471420016
2007,7,"National","OR",22.8481622757212
2007,7,"State","OR",15.2321081838141
2007,7,"Composite","OR",38.0802704595353
2007,7,"National","PA",40.4338968220822
2007,7,"State","PA",38.936345087931
2007,7,"Composite","PA",67.3898280368036
2007,7,"National","RI",98.3469673497955
2007,7,"State","RI",98.3469673497955
2007,7,"Composite","RI",118.016360819755
2007,7,"National","SC",49.5274904579978
2007,7,"State","SC",9.90549809159956
2007,7,"Composite","SC",59.4329885495974
2007,7,"National","TN",26.4306663326467
2007,7,"State","TN",17.6204442217645
2007,7,"Composite","TN",35.2408884435289
2007,7,"National","TX",29.8168033831004
2007,7,"State","TX",14.9084016915502
2007,7,"Composite","TX",39.7557378441338
2007,7,"National","UT",58.3487352237675
2007,7,"State","UT",24.3119730099031
2007,7,"Composite","UT",68.0735244277287
2007,7,"National","VA",25.7020989737074
2007,7,"State","VA",10.280839589483
2007,7,"Composite","VA",35.9829385631904
2007,7,"National","WA",21.0159851882265
2007,7,"State","WA",16.8127881505812
2007,7,"Composite","WA",33.6255763011624
2007,7,"National","WI",25.0997757012808
2007,7,"State","WI",12.5498878506404
2007,7,"Composite","WI",37.6496635519211
2007,7,"National","WV",30.3465302437467
2007,7,"State","WV",50.5775504062444
2007,7,"Composite","WV",80.9240806499911
2007,8,"National","AK",16.8985908050342
2007,8,"State","AK",16.8985908050342
2007,8,"Composite","AK",33.7971816100683
2007,8,"National","AL",106.644599728128
2007,8,"State","AL",32.8137229932703
2007,8,"Composite","AL",106.644599728128
2007,8,"National","CA",86.3754773565987
2007,8,"State","CA",51.8252864139592
2007,8,"Composite","CA",128.898789286001
2007,8,"National","CO",64.33138802914
2007,8,"State","CO",42.8875920194267
2007,8,"Composite","CO",92.9231160420912
2007,8,"National","CT",61.3915317203561
2007,8,"State","CT",3.61126657178566
2007,8,"Composite","CT",65.0027982921418
2007,8,"National","FL",85.5111997393706
2007,8,"State","FL",45.3732896576252
2007,8,"Composite","FL",125.649109821116
2007,8,"National","GA",68.991623434949
2007,8,"State","GA",26.5352397826727
2007,8,"Composite","GA",74.2986713914835
2007,8,"National","IA",145.60746832453
2007,8,"State","IA",13.8673779356696
2007,8,"Composite","IA",145.60746832453
2007,8,"National","ID",48.8429604926445
2007,8,"State","ID",29.3057762955867
2007,8,"Composite","ID",58.6115525911734
2007,8,"National","IL",50.4465145193394
2007,8,"State","IL",16.1428846461886
2007,8,"Composite","IL",60.5358174232073
2007,8,"National","IN",133.545697506415
2007,8,"State","IN",47.1337755904994
2007,8,"Composite","IN",172.823843831831
2007,8,"National","KS",41.6492784999311
2007,8,"State","KS",41.6492784999311
2007,8,"Composite","KS",74.9687012998759
2007,8,"National","KY",58.975566960081
2007,8,"State","KY",29.4877834800405
2007,8,"Composite","KY",88.4633504401215
2007,8,"National","LA",70.5075469272539
2007,8,"State","LA",42.3045281563523
2007,8,"Composite","LA",84.6090563127046
2007,8,"National","MA",23.2512801937155
2007,8,"State","MA",56.4673947561661
2007,8,"Composite","MA",69.7538405811464
2007,8,"National","MD",87.89189137555
2007,8,"State","MD",8.789189137555
2007,8,"Composite","MD",87.89189137555
2007,8,"National","ME",62.723032597947
2007,8,"State","ME",20.907677532649
2007,8,"Composite","ME",62.723032597947
2007,8,"National","MI",88.299410281523
2007,8,"State","MI",66.2245577111423
2007,8,"Composite","MI",143.486541707475
2007,8,"National","MN",48.7285469120696
2007,8,"State","MN",27.8448839497541
2007,8,"Composite","MN",76.5734308618237
2007,8,"National","MO",55.2892595548589
2007,8,"State","MO",36.8595063699059
2007,8,"Composite","MO",88.4628152877743
2007,8,"National","MT",59.8650558574178
2007,8,"State","MT",59.8650558574178
2007,8,"Composite","MT",104.763847750481
2007,8,"National","NC",86.2028640028525
2007,8,"State","NC",27.5849164809128
2007,8,"Composite","NC",96.5472076831948
2007,8,"National","ND",42.0463593955867
2007,8,"State","ND",14.0154531318622
2007,8,"Composite","ND",56.061812527449
2007,8,"National","NE",12.4411400739654
2007,8,"State","NE",37.3234202218963
2007,8,"Composite","NE",37.3234202218963
2007,8,"National","NH",42.7307887982589
2007,8,"State","NH",21.3653943991295
2007,8,"Composite","NH",42.7307887982589
2007,8,"National","NJ",174.593566202705
2007,8,"State","NJ",38.7985702672677
2007,8,"Composite","NJ",203.692493903155
2007,8,"National","NM",33.7238447510682
2007,8,"State","NM",22.4825631673788
2007,8,"Composite","NM",33.7238447510682
2007,8,"National","NY",113.521550974876
2007,8,"State","NY",12.6135056638751
2007,8,"Composite","NY",121.930554750793
2007,8,"National","OH",59.3049311982835
2007,8,"State","OH",36.4953422758668
2007,8,"Composite","OH",72.9906845517336
2007,8,"National","OK",72.2709925148274
2007,8,"State","OK",36.1354962574137
2007,8,"Composite","OK",108.406488772241
2007,8,"National","OR",145.213869662712
2007,8,"State","OR",20.7448385232446
2007,8,"Composite","OR",152.128815837127
2007,8,"National","PA",92.0364284450144
2007,8,"State","PA",8.36694804045586
2007,8,"Composite","PA",93.4309197850904
2007,8,"National","RI",69.4807001952419
2007,8,"State","RI",69.4807001952419
2007,8,"Composite","RI",104.221050292863
2007,8,"National","SC",59.8388368749102
2007,8,"State","SC",24.9328486978792
2007,8,"Composite","SC",79.7851158332136
2007,8,"National","TN",62.3751417806069
2007,8,"State","TN",15.5937854451517
2007,8,"Composite","TN",62.3751417806069
2007,8,"National","TX",53.4553892192705
2007,8,"State","TX",4.64829471471918
2007,8,"Composite","TX",53.4553892192705
2007,8,"National","UT",119.013635771729
2007,8,"State","UT",22.0395621799499
2007,8,"Composite","UT",132.237373079699
2007,8,"National","VA",190.720937536567
2007,8,"State","VA",4.76802343841419
2007,8,"Composite","VA",190.720937536567
2007,8,"National","WA",54.5587956285896
2007,8,"State","WA",41.9683043296843
2007,8,"Composite","WA",88.133439092337
2007,8,"National","WI",33.1280386958774
2007,8,"State","WI",22.085359130585
2007,8,"Composite","WI",44.1707182611699
2007,8,"National","WV",19.4100063274194
2007,8,"State","WV",29.1150094911291
2007,8,"Composite","WV",38.8200126548388
2007,9,"National","AK",50.2576067071068
2007,9,"State","AK",67.0101422761424
2007,9,"Composite","AK",83.762677845178
2007,9,"National","AL",93.1678273708441
2007,9,"State","AL",38.819928071185
2007,9,"Composite","AL",116.459784213555
2007,9,"National","CA",120.111181340621
2007,9,"State","CA",38.7024917653113
2007,9,"Composite","CA",148.137123653433
2007,9,"National","CO",129.039619648662
2007,9,"State","CO",64.5198098243308
2007,9,"Composite","CO",186.390561714733
2007,9,"National","CT",81.624537439831
2007,9,"State","CT",38.8688273523005
2007,9,"Composite","CT",116.606482056901
2007,9,"National","FL",64.5705752699497
2007,9,"State","FL",78.5317807337226
2007,9,"Composite","FL",151.82810941853
2007,9,"National","GA",53.5461944014599
2007,9,"State","GA",41.6470400900243
2007,9,"Composite","GA",83.2940801800487
2007,9,"National","IA",80.5411728027667
2007,9,"State","IA",14.643849600503
2007,9,"Composite","IA",87.8630976030182
2007,9,"National","ID",119.010958609324
2007,9,"State","ID",21.6383561107862
2007,9,"Composite","ID",119.010958609324
2007,9,"National","IL",52.4722073660755
2007,9,"State","IL",13.1180518415189
2007,9,"Composite","IL",61.2175752604214
2007,9,"National","IN",83.5090471123071
2007,9,"State","IN",8.35090471123071
2007,9,"Composite","IN",91.8599518235378
2007,9,"National","KS",86.6374638708759
2007,9,"State","KS",7.87613307917053
2007,9,"Composite","KS",94.5135969500464
2007,9,"National","KY",62.1260140552606
2007,9,"State","KY",15.5315035138151
2007,9,"Composite","KY",77.6575175690757
2007,9,"National","LA",113.065718361168
2007,9,"State","LA",98.9325035660221
2007,9,"Composite","LA",155.465362746606
2007,9,"National","MA",17.9212382375092
2007,9,"State","MA",50.1794670650257
2007,9,"Composite","MA",75.2692005975385
2007,9,"National","MD",73.7405668862622
2007,9,"State","MD",55.3054251646966
2007,9,"Composite","MD",110.610850329393
2007,9,"National","ME",19.238205864941
2007,9,"State","ME",38.476411729882
2007,9,"Composite","ME",57.714617594823
2007,9,"National","MI",74.5404796060019
2007,9,"State","MI",126.145427025542
2007,9,"Composite","MI",183.484257491697
2007,9,"National","MN",65.9583920845735
2007,9,"State","MN",24.7343970317151
2007,9,"Composite","MN",82.4479901057169
2007,9,"National","MO",42.9699793862484
2007,9,"State","MO",7.81272352477245
2007,9,"Composite","MO",50.7827029110209
2007,9,"National","MT",45.7550165840861
2007,9,"State","MT",61.0066887787815
2007,9,"Composite","MT",61.0066887787815
2007,9,"National","NC",69.3337263826683
2007,9,"State","NC",40.1405784320711
2007,9,"Composite","NC",98.5268743332655
2007,9,"National","ND",119.603374653767
2007,9,"State","ND",26.5785277008372
2007,9,"Composite","ND",132.892638504186
2007,9,"National","NE",47.8703686990148
2007,9,"State","NE",35.9027765242611
2007,9,"Composite","NE",59.8379608737685
2007,9,"National","NH",39.0095523665451
2007,9,"State","NH",19.5047761832726
2007,9,"Composite","NH",58.5143285498177
2007,9,"National","NJ",160.177451859145
2007,9,"State","NJ",14.5615865326496
2007,9,"Composite","NJ",169.885176214245
2007,9,"National","NM",35.3747962603493
2007,9,"State","NM",47.166395013799
2007,9,"Composite","NM",70.7495925206986
2007,9,"National","NY",116.863472175496
2007,9,"State","NY",38.9544907251653
2007,9,"Composite","NY",138.504855911699
2007,9,"National","OH",58.7858720016038
2007,9,"State","OH",19.5952906672013
2007,9,"Composite","OH",78.3811626688051
2007,9,"National","OK",78.5098887721321
2007,9,"State","OK",44.8627935840755
2007,9,"Composite","OK",100.94128556417
2007,9,"National","OR",59.1147491561605
2007,9,"State","OR",66.5040928006805
2007,9,"Composite","OR",110.840154667801
2007,9,"National","PA",107.591558494542
2007,9,"State","PA",7.6851113210387
2007,9,"Composite","PA",110.665603022957
2007,9,"National","RI",227.401881016399
2007,9,"State","RI",69.9698095435072
2007,9,"Composite","RI",262.386785788152
2007,9,"National","SC",77.8743805838868
2007,9,"State","SC",34.0700415054505
2007,9,"Composite","SC",97.3429757298585
2007,9,"National","TN",109.757031349289
2007,9,"State","TN",7.83978795352062
2007,9,"Composite","TN",109.757031349289
2007,9,"National","TX",67.0621949289846
2007,9,"State","TX",17.3063728848993
2007,9,"Composite","TX",75.7153813714343
2007,9,"National","UT",148.698375455644
2007,9,"State","UT",31.5420796421063
2007,9,"Composite","UT",162.216409587975
2007,9,"National","VA",32.9810745207626
2007,9,"State","VA",32.9810745207626
2007,9,"Composite","VA",60.4653032880648
2007,9,"National","WA",46.4111821794327
2007,9,"State","WA",25.3151902796905
2007,9,"Composite","WA",67.5071740791748
2007,9,"National","WI",101.775355843959
2007,9,"State","WI",45.2334914862038
2007,9,"Composite","WI",113.08372871551
2007,9,"National","WV",62.8128417151391
2007,9,"State","WV",31.4064208575696
2007,9,"Composite","WV",62.8128417151391
2007,10,"National","AK",17.2699884051448
2007,10,"State","AK",103.619930430869
2007,10,"Composite","AK",103.619930430869
2007,10,"National","AL",110.643237380699
2007,10,"State","AL",51.6335107776593
2007,10,"Composite","AL",147.524316507598
2007,10,"National","CA",76.9561574776376
2007,10,"State","CA",39.7606813634461
2007,10,"Composite","CA",111.586428342575
2007,10,"National","CO",40.3994929347931
2007,10,"State","CO",53.8659905797241
2007,10,"Composite","CO",87.5322346920517
2007,10,"National","CT",65.3656469429173
2007,10,"State","CT",24.0820804526537
2007,10,"Composite","CT",75.6865385654831
2007,10,"National","FL",81.3502214943324
2007,10,"State","FL",78.0298042904821
2007,10,"Composite","FL",144.438148367488
2007,10,"National","GA",73.3071899614862
2007,10,"State","GA",33.8340876745321
2007,10,"Composite","GA",95.8632484111743
2007,10,"National","IA",49.6455571133679
2007,10,"State","IA",42.5533346686011
2007,10,"Composite","IA",78.0144468924353
2007,10,"National","ID",62.676796361764
2007,10,"State","ID",52.2306636348033
2007,10,"Composite","ID",94.015194542646
2007,10,"National","IL",69.7181122927583
2007,10,"State","IL",16.4042617159431
2007,10,"Composite","IL",77.9202431507298
2007,10,"National","IN",98.2382386852642
2007,10,"State","IN",24.5595596713161
2007,10,"Composite","IN",122.79779835658
2007,10,"National","KS",68.1412816022748
2007,10,"State","KS",45.4275210681832
2007,10,"Composite","KS",113.568802670458
2007,10,"National","KY",86.809043728246
2007,10,"State","KY",14.4681739547077
2007,10,"Composite","KY",86.809043728246
2007,10,"National","LA",27.832556270627
2007,10,"State","LA",55.665112541254
2007,10,"Composite","LA",55.665112541254
2007,10,"National","MA",74.2335642688586
2007,10,"State","MA",50.6137938196763
2007,10,"Composite","MA",107.976093481976
2007,10,"National","MD",101.718111457943
2007,10,"State","MD",42.3825464408094
2007,10,"Composite","MD",118.671130034266
2007,10,"National","ME",19.3062174341077
2007,10,"State","ME",38.6124348682153
2007,10,"Composite","ME",57.918652302323
2007,10,"National","MI",65.0875052773513
2007,10,"State","MI",59.6635465042387
2007,10,"Composite","MI",103.05521668914
2007,10,"National","MN",95.8191594741537
2007,10,"State","MN",55.8945096932563
2007,10,"Composite","MN",111.789019386513
2007,10,"National","MO",44.0976563781138
2007,10,"State","MO",12.0266335576674
2007,10,"Composite","MO",52.1154120832255
2007,10,"National","MT",112.342083082265
2007,10,"State","MT",56.1710415411323
2007,10,"Composite","MT",112.342083082265
2007,10,"National","NC",90.7122283466649
2007,10,"State","NC",34.8893185948711
2007,10,"Composite","NC",108.1568876441
2007,10,"National","ND",75.7234910638614
2007,10,"State","ND",12.6205818439769
2007,10,"Composite","ND",88.3440729078383
2007,10,"National","NE",33.7265053988616
2007,10,"State","NE",78.6951792640103
2007,10,"Composite","NE",101.179516196585
2007,10,"National","NH",18.6408351196692
2007,10,"State","NH",18.6408351196692
2007,10,"Composite","NH",37.2816702393385
2007,10,"National","NJ",113.842537754772
2007,10,"State","NJ",40.9833135917179
2007,10,"Composite","NJ",150.272149836299
2007,10,"National","NM",34.5085547120349
2007,10,"State","NM",23.0057031413566
2007,10,"Composite","NM",34.5085547120349
2007,10,"National","NY",97.8297741452989
2007,10,"State","NY",28.5336841257122
2007,10,"Composite","NY",118.210977092236
2007,10,"National","OH",55.2172384627896
2007,10,"State","OH",73.6229846170528
2007,10,"Composite","OH",101.231603848448
2007,10,"National","OK",32.5905802723224
2007,10,"State","OK",21.7270535148816
2007,10,"Composite","OK",54.317633787204
2007,10,"National","OR",61.4147610515269
2007,10,"State","OR",27.2954493562342
2007,10,"Composite","OR",88.710210407761
2007,10,"National","PA",81.2630646474737
2007,10,"State","PA",20.6601011815611
2007,10,"Composite","PA",88.1497650413274
2007,10,"National","RI",32.7080078615627
2007,10,"State","RI",49.0620117923441
2007,10,"Composite","RI",65.4160157231254
2007,10,"National","SC",71.6503057586639
2007,10,"State","SC",38.2134964046208
2007,10,"Composite","SC",90.7570539609743
2007,10,"National","TN",84.974439833471
2007,10,"State","TN",30.8997963030804
2007,10,"Composite","TN",108.149287060781
2007,10,"National","TX",95.5337821453594
2007,10,"State","TX",27.598648175326
2007,10,"Composite","TX",104.025673891614
2007,10,"National","UT",62.0439564534647
2007,10,"State","UT",13.2951335257424
2007,10,"Composite","UT",66.4756676287122
2007,10,"National","VA",54.354039645994
2007,10,"State","VA",27.177019822997
2007,10,"Composite","VA",70.6602515397923
2007,10,"National","WA",74.079478915954
2007,10,"State","WA",38.9891994294495
2007,10,"Composite","WA",93.5740786306788
2007,10,"National","WI",21.6476641519441
2007,10,"State","WI",54.1191603798603
2007,10,"Composite","WI",75.7668245318045
2007,10,"National","WV",93.7876732797399
2007,10,"State","WV",18.757534655948
2007,10,"Composite","WV",103.166440607714
2007,11,"National","AK",69.9946445502529
2007,11,"State","AK",69.9946445502529
2007,11,"Composite","AK",122.490627962943
2007,11,"National","AL",102.382415050483
2007,11,"State","AL",51.1912075252417
2007,11,"Composite","AL",146.260592929262
2007,11,"National","CA",69.8390147582804
2007,11,"State","CA",71.2084072045211
2007,11,"Composite","CA",130.092282392875
2007,11,"National","CO",22.0755914426559
2007,11,"State","CO",51.509713366197
2007,11,"Composite","CO",66.2267743279676
2007,11,"National","CT",62.2254113237736
2007,11,"State","CT",39.300259783436
2007,11,"Composite","CT",101.52567110721
2007,11,"National","FL",110.53596264785
2007,11,"State","FL",66.9914925138488
2007,11,"Composite","FL",159.104794720391
2007,11,"National","GA",37.2051059632573
2007,11,"State","GA",26.5750756880409
2007,11,"Composite","GA",53.1501513760818
2007,11,"National","IA",60.2398479990584
2007,11,"State","IA",45.1798859992938
2007,11,"Composite","IA",60.2398479990584
2007,11,"National","ID",59.2260035912618
2007,11,"State","ID",9.87100059854364
2007,11,"Composite","ID",69.0970041898055
2007,11,"National","IL",42.3528232495166
2007,11,"State","IL",38.117540924565
2007,11,"Composite","IL",69.8821583617024
2007,11,"National","IN",22.4772814307408
2007,11,"State","IN",44.9545628614817
2007,11,"Composite","IN",67.4318442922225
2007,11,"National","KS",80.9306258154061
2007,11,"State","KS",56.6514380707843
2007,11,"Composite","KS",121.395938723109
2007,11,"National","KY",92.7068535173266
2007,11,"State","KY",39.7315086502828
2007,11,"Composite","KY",105.950689734088
2007,11,"National","LA",71.6596310273724
