ASSET,ELNATR,ID,LNLSGR,PTXNOINC,STNAME,YEAR
45068948,61972,SI_1992_IL,25403056,559847,Illinois,1992
14208887,30739,SI_1992_IN,9632208,196824,Indiana,1992
8475835,21057,SI_1992_KS,5056713,114462,Kansas,1992
7274649,8828,SI_1992_KY,4768570,86976,Kentucky,1992
4494004,8692,SI_1992_LA,2587166,79795,Louisiana,1992
51850530,268692,SI_1992_MA,32125685,350743,Massachusetts,1992
15947697,123207,SI_1992_MD,9674281,127867,Maryland,1992
6036832,34398,SI_1992_ME,4418125,37099,Maine,1992
29254632,62066,SI_1992_MI,15321104,220005,Michigan,1992
6739147,11620,SI_1992_MN,4228567,66724,Minnesota,1992
14796082,22054,SI_1992_MO,7997086,144701,Missouri,1992
2591339,6632,SI_1992_MS,1736933,43627,Mississippi,1992
1318538,908,SI_1992_MT,703053,22399,Montana,1992
15088840,37696,SI_1992_NC,10891707,206896,North Carolina,1992
6751181,8623,SI_1992_ND,3777990,105630,North Dakota,1992
7090799,8203,SI_1992_NE,4706574,56663,Nebraska,1992
10231755,73209,SI_1992_NH,6223942,56824,New Hampshire,1992
39462917,98015,SI_1992_NJ,21063076,541978,New Jersey,1992
1213107,3562,SI_1992_NM,711780,8777,New Mexico,1992
3761723,16326,SI_1992_NV,1595538,4048,Nevada,1992
127581616,655708,SI_1992_NY,74435865,1233711,New York,1992
36580407,74323,SI_1992_OH,23780812,547049,Ohio,1992
5510117,4455,SI_1992_OK,1860702,107881,Oklahoma,1992
2024662,1737,SI_1992_OR,1498766,40691,Oregon,1992
35159100,79837,SI_1992_PA,22155662,403593,Pennsylvania,1992
4267198,23711,SI_1992_PR,2412647,29759,Puerto Rico,1992
5809564,34221,SI_1992_RI,4097635,1661,Rhode Island,1992
10147961,44385,SI_1992_SC,7474376,105121,South Carolina,1992
968398,2474,SI_1992_SD,581651,13173,South Dakota,1992
8227895,27142,SI_1992_TN,4831762,95833,Tennessee,1992
47564919,117824,SI_1992_TX,18322830,440851,Texas,1992
1276634,4688,SI_1992_UT,808716,17359,Utah,1992
14958427,70857,SI_1992_VA,9580952,91496,Virginia,1992
48612,580,SI_1992_VI,38188,-335,Virgin Islands Of The U.S.,1992
2239375,15198,SI_1992_VT,1621570,-8518,Vermont,1992
28971339,104169,SI_1992_WA,20336805,406556,Washington,1992
18071843,50681,SI_1992_WI,12089151,216188,Wisconsin,1992
1217960,1603,SI_1992_WV,723241,18077,West Virginia,1992
822575,1148,SI_1992_WY,449745,14040,Wyoming,1992
219101,163,SI_1993_AK,88496,2023,Alaska,1993
4181925,2906,SI_1993_AL,2548353,23745,Alabama,1993
3124020,3222,SI_1993_AR,1603679,41113,Arkansas,1993
217833,632,SI_1993_AZ,147749,-3663,Arizona,1993
268287032,2399793,SI_1993_CA,194786143,287732,California,1993
2178518,946,SI_1993_CO,1270132,33454,Colorado,1993
41784469,224780,SI_1993_CT,28161617,177900,Connecticut,1993
1264404,1682,SI_1993_DE,825001,7833,Delaware,1993
32891419,65670,SI_1993_FL,19143008,339591,Florida,1993
6601353,14581,SI_1993_GA,4750789,50608,Georgia,1993
206954,251,SI_1993_GU,183493,7021,Guam,1993
8364085,56057,SI_1993_HI,6376430,84626,Hawaii,1993
4658485,5635,SI_1993_IA,2838781,61682,Iowa,1993
497857,347,SI_1993_ID,288720,6049,Idaho,1993
43424647,59706,SI_1993_IL,24158497,585992,Illinois,1993
13676901,22721,SI_1993_IN,9162860,185139,Indiana,1993
7305124,2231,SI_1993_KS,4274162,113544,Kansas,1993
7310352,5793,SI_1993_KY,4979729,82723,Kentucky,1993
4464514,2908,SI_1993_LA,2495108,86671,Louisiana,1993
53016627,189063,SI_1993_MA,32126790,547898,Massachusetts,1993
16711471,71679,SI_1993_MD,10908575,209040,Maryland,1993
6377869,19050,SI_1993_ME,4722960,73050,Maine,1993
29951269,40878,SI_1993_MI,17302869,257612,Michigan,1993
6546245,15409,SI_1993_MN,4337528,90325,Minnesota,1993
16445075,20144,SI_1993_MO,8614257,164661,Missouri,1993
2330957,1201,SI_1993_MS,1475107,44720,Mississippi,1993
1421730,296,SI_1993_MT,777339,26407,Montana,1993
11695096,23060,SI_1993_NC,8270040,177768,North Carolina,1993
7606544,9128,SI_1993_ND,5050565,78263,North Dakota,1993
7590168,2725,SI_1993_NE,4917838,65403,Nebraska,1993
10328009,7093,SI_1993_NH,6015570,118698,New Hampshire,1993
40250116,66899,SI_1993_NJ,20068407,685534,New Jersey,1993
1253467,-140,SI_1993_NM,768488,11524,New Mexico,1993
3322578,9283,SI_1993_NV,1750625,22416,Nevada,1993
117421873,517998,SI_1993_NY,66186285,950639,New York,1993
36561243,53823,SI_1993_OH,24134737,628614,Ohio,1993
5070577,759,SI_1993_OK,1704698,83987,Oklahoma,1993
1829340,1092,SI_1993_OR,1418536,41577,Oregon,1993
37622456,72022,SI_1993_PA,22383711,488569,Pennsylvania,1993
4556060,28215,SI_1993_PR,2656920,51978,Puerto Rico,1993
4456697,14858,SI_1993_RI,2917816,41568,Rhode Island,1993
9466574,78578,SI_1993_SC,6685111,18301,South Carolina,1993
787706,783,SI_1993_SD,474152,11843,South Dakota,1993
6323099,13393,SI_1993_TN,3885393,95096,Tennessee,1993
42982348,64138,SI_1993_TX,19741502,596454,Texas,1993
988921,-497,SI_1993_UT,619399,12197,Utah,1993
14345905,32792,SI_1993_VA,9031554,35946,Virginia,1993
48004,375,SI_1993_VI,35706,60,Virgin Islands Of The U.S.,1993
2312767,6286,SI_1993_VT,1638237,15436,Vermont,1993
31537273,42786,SI_1993_WA,21242627,702383,Washington,1993
19830943,35649,SI_1993_WI,13561596,258448,Wisconsin,1993
1281382,1227,SI_1993_WV,763099,22899,West Virginia,1993
856355,482,SI_1993_WY,475007,9262,Wyoming,1993
222672,-493,SI_1994_AK,81121,1076,Alaska,1994
2341496,2521,SI_1994_AL,1604684,23736,Alabama,1994
3291995,1967,SI_1994_AR,1787128,42474,Arkansas,1994
298206,150,SI_1994_AZ,221779,174,Arizona,1994
260889498,1327882,SI_1994_CA,183397635,987398,California,1994
2403600,376,SI_1994_CO,1532779,28558,Colorado,1994
39970919,162569,SI_1994_CT,26099925,417763,Connecticut,1994
1434872,1148,SI_1994_DE,879891,12693,Delaware,1994
31041518,26001,SI_1994_FL,18434261,333218,Florida,1994
6642374,7990,SI_1994_GA,4862534,67738,Georgia,1994
225020,125,SI_1994_GU,205202,7096,Guam,1994
10331266,64030,SI_1994_HI,7839841,94447,Hawaii,1994
5349475,5046,SI_1994_IA,3461826,64802,Iowa,1994
519494,102,SI_1994_ID,337754,4957,Idaho,1994
44869947,49634,SI_1994_IL,26858425,544300,Illinois,1994
14526580,16632,SI_1994_IN,10072939,152138,Indiana,1994
7630044,-480,SI_1994_KS,4338956,92455,Kansas,1994
5989652,5520,SI_1994_KY,3823433,87115,Kentucky,1994
4517302,1961,SI_1994_LA,2589514,74400,Louisiana,1994
50557083,108412,SI_1994_MA,31073639,586460,Massachusetts,1994
16480483,45146,SI_1994_MD,11446614,177421,Maryland,1994
6619601,9993,SI_1994_ME,4910223,95734,Maine,1994
30542447,4165,SI_1994_MI,18710283,341870,Michigan,1994
6580941,10996,SI_1994_MN,4404932,122498,Minnesota,1994
16238743,18514,SI_1994_MO,8719216,152379,Missouri,1994
2489431,1177,SI_1994_MS,1523048,38217,Mississippi,1994
1648646,429,SI_1994_MT,904553,24856,Montana,1994
9702850,7249,SI_1994_NC,6978801,166522,North Carolina,1994
8550642,31835,SI_1994_ND,5730634,31196,North Dakota,1994
8018895,6607,SI_1994_NE,5213290,-15168,Nebraska,1994
11043896,25249,SI_1994_NH,6549574,127369,New Hampshire,1994
40874136,38777,SI_1994_NJ,20544812,745546,New Jersey,1994
1262715,296,SI_1994_NM,803208,20175,New Mexico,1994
3375729,8641,SI_1994_NV,2084025,25325,Nevada,1994
117079257,280808,SI_1994_NY,65080334,1561781,New York,1994
37874701,18494,SI_1994_OH,25404485,596944,Ohio,1994
5367851,3537,SI_1994_OK,1843200,111886,Oklahoma,1994
2188752,1598,SI_1994_OR,1652792,36138,Oregon,1994
37810989,33895,SI_1994_PA,23198989,480130,Pennsylvania,1994
216820,394,SI_1994_PR,153295,1733,Puerto Rico,1994
6155515,11665,SI_1994_RI,3583450,74335,Rhode Island,1994
8024193,9223,SI_1994_SC,5809946,117347,South Carolina,1994
757251,-118,SI_1994_SD,463843,10298,South Dakota,1994
6958912,8217,SI_1994_TN,4492740,126229,Tennessee,1994
56353873,57061,SI_1994_TX,32863532,525570,Texas,1994
929369,540,SI_1994_UT,497106,12598,Utah,1994
13523722,9474,SI_1994_VA,8696198,99844,Virginia,1994
48290,370,SI_1994_VI,34096,52,Virgin Islands Of The U.S.,1994
2364931,1059,SI_1994_VT,1699643,27868,Vermont,1994
34379107,19061,SI_1994_WA,22809800,715967,Washington,1994
21741592,32881,SI_1994_WI,15261480,266252,Wisconsin,1994
1398549,2289,SI_1994_WV,869196,20683,West Virginia,1994
342335,139,SI_1994_WY,207605,4920,Wyoming,1994
234927,-253,SI_1995_AK,95727,2419,Alaska,1995
2356537,1417,SI_1995_AL,1652969,23220,Alabama,1995
3407392,2616,SI_1995_AR,1979691,40764,Arkansas,1995
432698,845,SI_1995_AZ,351635,3546,Arizona,1995
243866653,847652,SI_1995_CA,168830091,2090193,California,1995
2713948,1240,SI_1995_CO,1822624,29536,Colorado,1995
38821878,210558,SI_1995_CT,26182785,452704,Connecticut,1995
1719972,1278,SI_1995_DE,1137288,35264,Delaware,1995
25562483,33415,SI_1995_FL,16084735,287858,Florida,1995
6636237,8504,SI_1995_GA,4876995,82790,Georgia,1995
245448,22,SI_1995_GU,223236,7217,Guam,1995
6347692,7026,SI_1995_HI,3983258,80797,Hawaii,1995
5934407,6739,SI_1995_IA,4065051,61520,Iowa,1995
570391,54,SI_1995_ID,358633,5193,Idaho,1995
52976837,125135,SI_1995_IL,32591734,675101,Illinois,1995
14446303,15762,SI_1995_IN,10297673,173171,Indiana,1995
7539466,2268,SI_1995_KS,4405567,88370,Kansas,1995
7760506,4060,SI_1995_KY,4522403,83894,Kentucky,1995
4786703,1965,SI_1995_LA,2789747,64075,Louisiana,1995
50947164,65569,SI_1995_MA,31310286,667504,Massachusetts,1995
17440483,81449,SI_1995_MD,11775077,166344,Maryland,1995
7113894,11585,SI_1995_ME,5214573,109867,Maine,1995
23847223,15314,SI_1995_MI,17376632,268543,Michigan,1995
5679621,11053,SI_1995_MN,3877388,143386,Minnesota,1995
16669664,3971,SI_1995_MO,9187013,104742,Missouri,1995
2689060,1076,SI_1995_MS,1739960,49202,Mississippi,1995
1765549,393,SI_1995_MT,1027294,23985,Montana,1995
8905870,6687,SI_1995_NC,6204432,103701,North Carolina,1995
6687364,39661,SI_1995_ND,5299454,123653,North Dakota,1995
8734588,7535,SI_1995_NE,6021907,92549,Nebraska,1995
9396940,4806,SI_1995_NH,5939756,125623,New Hampshire,1995
47421496,51197,SI_1995_NJ,25970615,610205,New Jersey,1995
1258735,979,SI_1995_NM,803606,17301,New Mexico,1995
3341761,10131,SI_1995_NV,2338499,14364,Nevada,1995
129496413,210778,SI_1995_NY,67895451,1634974,New York,1995
47412434,21818,SI_1995_OH,30595281,542415,Ohio,1995
5790371,9163,SI_1995_OK,2333474,57238,Oklahoma,1995
10493663,47434,SI_1995_OR,8496091,52056,Oregon,1995
40592420,38176,SI_1995_PA,25434309,496021,Pennsylvania,1995
188927,230,SI_1995_PR,108489,2394,Puerto Rico,1995
6125607,8006,SI_1995_RI,3598607,87225,Rhode Island,1995
7309937,6733,SI_1995_SC,5370459,102330,South Carolina,1995
923538,-449,SI_1995_SD,620985,9792,South Dakota,1995
6848540,9008,SI_1995_TN,4370330,113946,Tennessee,1995
59651958,135159,SI_1995_TX,38292054,671405,Texas,1995
629612,61,SI_1995_UT,348239,13329,Utah,1995
9083472,6917,SI_1995_VA,5582891,85735,Virginia,1995
56597,194,SI_1995_VI,36037,278,Virgin Islands Of The U.S.,1995
2678367,3975,SI_1995_VT,1912097,29773,Vermont,1995
34704259,14479,SI_1995_WA,22044559,505522,Washington,1995
23503220,23555,SI_1995_WI,16598908,298286,Wisconsin,1995
1471005,605,SI_1995_WV,926252,19624,West Virginia,1995
302762,172,SI_1995_WY,167289,3260,Wyoming,1995
242959,181,SI_1996_AK,113145,2101,Alaska,1996
1970244,3163,SI_1996_AL,1410865,10053,Alabama,1996
3412009,5137,SI_1996_AR,2136431,23957,Arkansas,1996
515082,381,SI_1996_AZ,435915,4346,Arizona,1996
248122972,1016871,SI_1996_CA,180169580,833635,California,1996
2519264,870,SI_1996_CO,1856406,22477,Colorado,1996
39592826,259137,SI_1996_CT,26638702,438444,Connecticut,1996
2162416,4051,SI_1996_DE,1304400,15505,Delaware,1996
16804138,43509,SI_1996_FL,12197626,65311,Florida,1996
5834907,12971,SI_1996_GA,4134702,13110,Georgia,1996
261321,171,SI_1996_GU,239422,6421,Guam,1996
6567248,13332,SI_1996_HI,4226280,59256,Hawaii,1996
5906401,9208,SI_1996_IA,4317219,35504,Iowa,1996
588644,328,SI_1996_ID,410180,2296,Idaho,1996
49827930,122634,SI_1996_IL,31977300,498517,Illinois,1996
15353097,27009,SI_1996_IN,11315793,122317,Indiana,1996
7797541,1504,SI_1996_KS,4858063,71816,Kansas,1996
7034804,10305,SI_1996_KY,4535015,49380,Kentucky,1996
4958139,1395,SI_1996_LA,3055636,39115,Louisiana,1996
53386128,48851,SI_1996_MA,34319648,715459,Massachusetts,1996
9806528,8379,SI_1996_MD,7104168,73132,Maryland,1996
7562048,12161,SI_1996_ME,5612025,113879,Maine,1996
26474004,24115,SI_1996_MI,20003003,250722,Michigan,1996
6092514,21321,SI_1996_MN,4054289,121888,Minnesota,1996
15347348,6001,SI_1996_MO,10153465,126628,Missouri,1996
2641912,3456,SI_1996_MS,1739699,30127,Mississippi,1996
1826780,1013,SI_1996_MT,1156077,19726,Montana,1996
7732423,7101,SI_1996_NC,5731791,52980,North Carolina,1996
5569443,27730,SI_1996_ND,3955732,40496,North Dakota,1996
8735030,8590,SI_1996_NE,6484229,79302,Nebraska,1996
9271654,28924,SI_1996_NH,5797418,80984,New Hampshire,1996
48615558,80764,SI_1996_NJ,25484537,543428,New Jersey,1996
1433306,2150,SI_1996_NM,995869,11367,New Mexico,1996
2771973,15841,SI_1996_NV,2075702,-34489,Nevada,1996
121295163,180773,SI_1996_NY,69834334,1548333,New York,1996
51881893,33372,SI_1996_OH,36009398,531777,Ohio,1996
6203800,18276,SI_1996_OK,2952315,53676,Oklahoma,1996
14283029,38195,SI_1996_OR,12149959,82507,Oregon,1996
45177805,52414,SI_1996_PA,29222633,375055,Pennsylvania,1996
309980,696,SI_1996_PR,189968,3326,Puerto Rico,1996
5569242,-15578,SI_1996_RI,3051423,121602,Rhode Island,1996
7720846,12621,SI_1996_SC,5979678,76836,South Carolina,1996
844356,618,SI_1996_SD,641230,6512,South Dakota,1996
3961113,5624,SI_1996_TN,2751877,43351,Tennessee,1996
62308443,159699,SI_1996_TX,39445379,972229,Texas,1996
571331,395,SI_1996_UT,289337,7036,Utah,1996
15471670,160673,SI_1996_VA,9830611,97730,Virginia,1996
57090,256,SI_1996_VI,37899,590,Virgin Islands Of The U.S.,1996
2357520,1813,SI_1996_VT,1719675,23629,Vermont,1996
37378435,23265,SI_1996_WA,26067576,639005,Washington,1996
25181306,33191,SI_1996_WI,17691891,227214,Wisconsin,1996
1106047,490,SI_1996_WV,618698,7661,West Virginia,1996
340148,227,SI_1996_WY,179066,3135,Wyoming,1996
251508,25,SI_1997_AK,116032,3038,Alaska,1997
1978959,3720,SI_1997_AL,1387375,15591,Alabama,1997
3445658,5554,SI_1997_AR,2186661,43749,Arkansas,1997
599989,283,SI_1997_AZ,518484,7828,Arizona,1997
273609075,496061,SI_1997_CA,199944741,2815649,California,1997
2487006,-250,SI_1997_CO,1882436,36223,Colorado,1997
38828098,109621,SI_1997_CT,24070403,450653,Connecticut,1997
3543258,38318,SI_1997_DE,2138681,15739,Delaware,1997
18299742,30075,SI_1997_FL,13389015,186034,Florida,1997
5911775,15668,SI_1997_GA,4007634,24121,Georgia,1997
275648,366,SI_1997_GU,250292,7567,Guam,1997
7951471,12553,SI_1997_HI,4846472,80190,Hawaii,1997
4931481,12914,SI_1997_IA,3717159,57518,Iowa,1997
674914,504,SI_1997_ID,464293,6823,Idaho,1997
45081685,214422,SI_1997_IL,30884019,547255,Illinois,1997
15059966,30908,SI_1997_IN,11349408,173003,Indiana,1997
8275808,2776,SI_1997_KS,5290910,131847,Kansas,1997
6789018,9956,SI_1997_KY,4453641,84566,Kentucky,1997
4083519,643,SI_1997_LA,2599954,58403,Louisiana,1997
56647031,48262,SI_1997_MA,36812064,802569,Massachusetts,1997
8320877,9163,SI_1997_MD,6078196,104162,Maryland,1997
9067326,11745,SI_1997_ME,6804175,127267,Maine,1997
25969671,24721,SI_1997_MI,19416129,226335,Michigan,1997
2352330,1487,SI_1997_MN,1620922,28108,Minnesota,1997
6946558,7940,SI_1997_MO,5419709,92047,Missouri,1997
1436912,1780,SI_1997_MS,984857,5749,Mississippi,1997
1949604,1996,SI_1997_MT,1281594,26049,Montana,1997
7939167,6977,SI_1997_NC,5981532,109669,North Carolina,1997
954564,1740,SI_1997_ND,707101,11715,North Dakota,1997
9228952,10275,SI_1997_NE,6895264,132012,Nebraska,1997
9909620,12081,SI_1997_NH,6151606,137799,New Hampshire,1997
46283371,89047,SI_1997_NJ,24666490,721450,New Jersey,1997
1830696,1916,SI_1997_NM,1399981,24036,New Mexico,1997
0,0,SI_1997_NV,0,0,Nevada,1997
115108121,166217,SI_1997_NY,69881001,1680027,New York,1997
59411499,47491,SI_1997_OH,42797039,759183,Ohio,1997
6394960,61329,SI_1997_OK,4109663,61058,Oklahoma,1997
14792021,169409,SI_1997_OR,12619999,-80155,Oregon,1997
52320266,75163,SI_1997_PA,34133555,631206,Pennsylvania,1997
29701,138,SI_1997_PR,24572,393,Puerto Rico,1997
1552439,1351,SI_1997_RI,841723,16554,Rhode Island,1997
7949051,15485,SI_1997_SC,6129822,114079,South Carolina,1997
885670,1886,SI_1997_SD,661579,14029,South Dakota,1997
4300773,8264,SI_1997_TN,2888338,68559,Tennessee,1997
48232916,151106,SI_1997_TX,30810188,645078,Texas,1997
1265076,2930,SI_1997_UT,853887,20890,Utah,1997
15927382,175533,SI_1997_VA,9158395,88056,Virginia,1997
53588,477,SI_1997_VI,39010,144,Virgin Islands Of The U.S.,1997
870234,777,SI_1997_VT,690224,8943,Vermont,1997
42605636,24141,SI_1997_WA,29030179,790144,Washington,1997
21841479,71879,SI_1997_WI,15372939,263892,Wisconsin,1997
1101822,421,SI_1997_WV,649489,13630,West Virginia,1997
357764,183,SI_1997_WY,191300,5325,Wyoming,1997
258707,60,SI_1998_AK,109980,2660,Alaska,1998
2183172,4609,SI_1998_AL,1581881,10597,Alabama,1998
3347156,2120,SI_1998_AR,2054383,35796,Arkansas,1998
688316,3814,SI_1998_AZ,594681,5394,Arizona,1998
287429796,373949,SI_1998_CA,193466454,3526605,California,1998
982353,756,SI_1998_CO,799481,13124,Colorado,1998
40571616,69614,SI_1998_CT,25140855,519409,Connecticut,1998
4721417,25071,SI_1998_DE,3597659,27383,Delaware,1998
17878354,35981,SI_1998_FL,13203289,123141,Florida,1998
6726397,13243,SI_1998_GA,4348704,45827,Georgia,1998
283096,293,SI_1998_GU,254615,7157,Guam,1998
6782516,17809,SI_1998_HI,3882892,58995,Hawaii,1998
3185562,3833,SI_1998_IA,2171455,41540,Iowa,1998
532624,519,SI_1998_ID,366551,5553,Idaho,1998
49842166,229802,SI_1998_IL,32545896,524481,Illinois,1998
15551392,34373,SI_1998_IN,11629695,175581,Indiana,1998
8345861,7594,SI_1998_KS,5506214,114277,Kansas,1998
3537454,7543,SI_1998_KY,2567989,46100,Kentucky,1998
4092204,718,SI_1998_LA,2680328,50894,Louisiana,1998
61424089,31544,SI_1998_MA,38528797,796246,Massachusetts,1998
8003533,8690,SI_1998_MD,5487470,84264,Maryland,1998
10391089,17583,SI_1998_ME,7377019,132197,Maine,1998
30830196,50845,SI_1998_MI,22315598,83777,Michigan,1998
2474184,1759,SI_1998_MN,1656532,25005,Minnesota,1998
6625773,3632,SI_1998_MO,5014098,73926,Missouri,1998
1358203,686,SI_1998_MS,907432,1719,Mississippi,1998
1497997,1345,SI_1998_MT,986583,15386,Montana,1998
8160675,7604,SI_1998_NC,6062032,89707,North Carolina,1998
917050,1213,SI_1998_ND,644590,10467,North Dakota,1998
14298872,15712,SI_1998_NE,10765920,167796,Nebraska,1998
8069936,7619,SI_1998_NH,4674499,136454,New Hampshire,1998
43027916,40242,SI_1998_NJ,20781656,617089,New Jersey,1998
2378079,3324,SI_1998_NM,1874513,31581,New Mexico,1998
0,0,SI_1998_NV,0,0,Nevada,1998
120214131,130302,SI_1998_NY,71960747,1410893,New York,1998
59725552,70209,SI_1998_OH,45770341,820148,Ohio,1998
7882746,23868,SI_1998_OK,5939909,121074,Oklahoma,1998
27770227,47723,SI_1998_OR,24628823,361911,Oregon,1998
60778653,71094,SI_1998_PA,36338964,632300,Pennsylvania,1998
0,0,SI_1998_PR,0,0,Puerto Rico,1998
1694818,1340,SI_1998_RI,922323,14916,Rhode Island,1998
7993579,15780,SI_1998_SC,5907720,125368,South Carolina,1998
892742,6851,SI_1998_SD,672866,13827,South Dakota,1998
5582264,10381,SI_1998_TN,3417361,91911,Tennessee,1998
52863073,182645,SI_1998_TX,35876558,519999,Texas,1998
1305639,7233,SI_1998_UT,903070,20430,Utah,1998
15714086,137929,SI_1998_VA,9019036,208488,Virginia,1998
54792,442,SI_1998_VI,42212,-27,Virgin Islands Of The U.S.,1998
938125,3400,SI_1998_VT,737549,2264,Vermont,1998
50634722,22132,SI_1998_WA,32898560,878773,Washington,1998
16571336,16487,SI_1998_WI,11762400,204466,Wisconsin,1998
775255,718,SI_1998_WV,502038,8062,West Virginia,1998
363566,349,SI_1998_WY,195855,5177,Wyoming,1998
277190,15,SI_1999_AK,125121,2876,Alaska,1999
2031254,4638,SI_1999_AL,1451958,3882,Alabama,1999
3364437,2584,SI_1999_AR,2145722,46529,Arkansas,1999
935327,2702,SI_1999_AZ,792909,9565,Arizona,1999
311629758,278434,SI_1999_CA,204123907,4608431,California,1999
1105947,1469,SI_1999_CO,920151,17827,Colorado,1999
43458724,74973,SI_1999_CT,27763543,613503,Connecticut,1999
9143650,35270,SI_1999_DE,7621426,136238,Delaware,1999
20606991,58736,SI_1999_FL,15481151,191150,Florida,1999
8055725,17054,SI_1999_GA,5082918,1103,Georgia,1999
285816,470,SI_1999_GU,250437,4758,Guam,1999
7078518,19019,SI_1999_HI,3978818,60064,Hawaii,1999
3645596,5571,SI_1999_IA,2625200,35920,Iowa,1999
504354,645,SI_1999_ID,367529,5904,Idaho,1999
49987487,254619,SI_1999_IL,33950594,836933,Illinois,1999
15969366,30669,SI_1999_IN,12099891,171891,Indiana,1999
10283992,2353,SI_1999_KS,6398431,140152,Kansas,1999
3318465,3773,SI_1999_KY,2440071,34650,Kentucky,1999
4284939,118,SI_1999_LA,2876554,50522,Louisiana,1999
60450611,38228,SI_1999_MA,39103682,761557,Massachusetts,1999
8349269,7247,SI_1999_MD,6027143,93107,Maryland,1999
11116573,18235,SI_1999_ME,7402449,141187,Maine,1999
30973485,56092,SI_1999_MI,23542625,186277,Michigan,1999
2723977,1420,SI_1999_MN,1904529,25119,Minnesota,1999
7099416,6986,SI_1999_MO,5475201,47983,Missouri,1999
838178,342,SI_1999_MS,551033,3450,Mississippi,1999
1570123,1843,SI_1999_MT,1008771,15957,Montana,1999
6465297,4262,SI_1999_NC,4772320,79163,North Carolina,1999
905466,1091,SI_1999_ND,678193,10618,North Dakota,1999
15731066,14075,SI_1999_NE,11677253,194662,Nebraska,1999
8577521,6948,SI_1999_NH,5004450,127267,New Hampshire,1999
41939731,23048,SI_1999_NJ,21344057,618110,New Jersey,1999
2869204,2839,SI_1999_NM,2246472,36749,New Mexico,1999
595492,1791,SI_1999_NV,401216,-2971,Nevada,1999
130813964,90248,SI_1999_NY,79071754,2048222,New York,1999
69470172,76633,SI_1999_OH,52856425,965840,Ohio,1999
6753319,24457,SI_1999_OK,5446355,120816,Oklahoma,1999
2696657,1988,SI_1999_OR,2014138,34255,Oregon,1999
66975237,74000,SI_1999_PA,41603188,767191,Pennsylvania,1999
0,0,SI_1999_PR,0,0,Puerto Rico,1999
1801919,874,SI_1999_RI,1039581,17567,Rhode Island,1999
8963438,11506,SI_1999_SC,6815750,140544,South Carolina,1999
988172,13276,SI_1999_SD,740670,15134,South Dakota,1999
6304731,12478,SI_1999_TN,3993245,97233,Tennessee,1999
58993817,158037,SI_1999_TX,41278637,690139,Texas,1999
1052214,4774,SI_1999_UT,720832,50308,Utah,1999
22077022,70878,SI_1999_VA,14432752,194650,Virginia,1999
55734,502,SI_1999_VI,43803,-258,Virgin Islands Of The U.S.,1999
990781,2297,SI_1999_VT,761348,8598,Vermont,1999
54961075,34208,SI_1999_WA,35002611,909364,Washington,1999
17988030,9628,SI_1999_WI,13013835,171675,Wisconsin,1999
839222,-632,SI_1999_WV,534374,10090,West Virginia,1999
366454,67,SI_1999_WY,205308,4677,Wyoming,1999
304424,195,SI_2000_AK,149777,2775,Alaska,2000
2216655,5866,SI_2000_AL,1613031,13159,Alabama,2000
3272114,3209,SI_2000_AR,2147292,39908,Arkansas,2000
825540,1216,SI_2000_AZ,394773,28638,Arizona,2000
353530685,119182,SI_2000_CA,237162745,5227859,California,2000
838311,357,SI_2000_CO,710106,7677,Colorado,2000
46185354,88425,SI_2000_CT,29349868,665501,Connecticut,2000
12742861,53700,SI_2000_DE,10520621,263880,Delaware,2000
23738787,62121,SI_2000_FL,17951683,202760,Florida,2000
7075786,17228,SI_2000_GA,4812623,-31144,Georgia,2000
280358,2114,SI_2000_GU,250318,5361,Guam,2000
6468594,13202,SI_2000_HI,3466675,74008,Hawaii,2000
4408714,6035,SI_2000_IA,3236228,42307,Iowa,2000
590182,976,SI_2000_ID,452065,7371,Idaho,2000
39330076,516298,SI_2000_IL,29674313,725613,Illinois,2000
16862538,46927,SI_2000_IN,12873563,161673,Indiana,2000
11452016,4339,SI_2000_KS,7680944,152138,Kansas,2000
3141066,4382,SI_2000_KY,2368463,30309,Kentucky,2000
4485722,1564,SI_2000_LA,3116207,48675,Louisiana,2000
62321141,46066,SI_2000_MA,41584350,767545,Massachusetts,2000
8496223,9468,SI_2000_MD,6252406,89649,Maryland,2000
7316398,13932,SI_2000_ME,5576446,69247,Maine,2000
31024633,33822,SI_2000_MI,23185926,182375,Michigan,2000
2880296,1859,SI_2000_MN,2136532,30083,Minnesota,2000
7075605,16441,SI_2000_MO,5665501,61305,Missouri,2000
1029740,378,SI_2000_MS,752134,-2287,Mississippi,2000
1548198,4040,SI_2000_MT,1074058,18339,Montana,2000
6228117,7035,SI_2000_NC,4761760,66789,North Carolina,2000
912229,1404,SI_2000_ND,748701,9833,North Dakota,2000
15071410,37211,SI_2000_NE,10951798,89191,Nebraska,2000
9293828,7527,SI_2000_NH,5430594,129388,New Hampshire,2000
42308139,25604,SI_2000_NJ,22158879,600048,New Jersey,2000
3205045,3587,SI_2000_NM,2397429,33391,New Mexico,2000
941668,6757,SI_2000_NV,597458,-9946,Nevada,2000
132402674,103525,SI_2000_NY,84582999,2019884,New York,2000
72334542,103999,SI_2000_OH,56202339,967050,Ohio,2000
6541368,11445,SI_2000_OK,4960027,133647,Oklahoma,2000
2214513,4460,SI_2000_OR,1707454,24400,Oregon,2000
75746213,112635,SI_2000_PA,49700458,573910,Pennsylvania,2000
