ASSET,ELNATR,ID,LNLSGR,PTXNOINC,STNAME,YEAR
0,0,SI_2000_PR,0,0,Puerto Rico,2000
1944089,812,SI_2000_RI,1113905,21014,Rhode Island,2000
8036665,12265,SI_2000_SC,6351359,107622,South Carolina,2000
1070255,4264,SI_2000_SD,801362,28918,South Dakota,2000
5135088,7530,SI_2000_TN,3298171,72285,Tennessee,2000
67028289,181367,SI_2000_TX,45728386,824879,Texas,2000
1539715,4307,SI_2000_UT,1132891,23192,Utah,2000
31572067,180854,SI_2000_VA,20180855,158834,Virginia,2000
0,0,SI_2000_VI,0,0,Virgin Islands Of The U.S.,2000
1029208,1615,SI_2000_VT,779187,8540,Vermont,2000
52715948,127528,SI_2000_WA,35084119,647927,Washington,2000
19100445,12681,SI_2000_WI,14069350,203505,Wisconsin,2000
883529,895,SI_2000_WV,549243,7924,West Virginia,2000
386533,82,SI_2000_WY,224142,3594,Wyoming,2000
334493,403,SI_2001_AK,181077,3462,Alaska,2001
2333981,6913,SI_2001_AL,1547951,261,Alabama,2001
3399006,6018,SI_2001_AR,2248779,39707,Arkansas,2001
425440,90,SI_2001_AZ,247924,24243,Arizona,2001
407312287,590792,SI_2001_CA,277996426,5391470,California,2001
908556,464,SI_2001_CO,705216,4187,Colorado,2001
47279539,122311,SI_2001_CT,28991171,713171,Connecticut,2001
25313101,79624,SI_2001_DE,19863937,431608,Delaware,2001
26609669,55655,SI_2001_FL,19971130,268158,Florida,2001
7992585,13723,SI_2001_GA,5252287,-32622,Georgia,2001
256648,2977,SI_2001_GU,231906,5363,Guam,2001
6571713,12840,SI_2001_HI,3144535,77807,Hawaii,2001
4927379,15749,SI_2001_IA,3800454,52901,Iowa,2001
807635,1364,SI_2001_ID,623301,3896,Idaho,2001
38382791,381243,SI_2001_IL,28886435,556456,Illinois,2001
14083167,32357,SI_2001_IN,10304305,133176,Indiana,2001
11946126,4362,SI_2001_KS,7282414,154079,Kansas,2001
2918772,3853,SI_2001_KY,2048347,18431,Kentucky,2001
4700356,2217,SI_2001_LA,3123548,48791,Louisiana,2001
68261436,57046,SI_2001_MA,43486245,800911,Massachusetts,2001
7976607,12532,SI_2001_MD,5547968,52676,Maryland,2001
7830565,15832,SI_2001_ME,5828556,69353,Maine,2001
11258613,65102,SI_2001_MI,9609768,-31798,Michigan,2001
3120087,5527,SI_2001_MN,2351173,25264,Minnesota,2001
5387098,9763,SI_2001_MO,4069385,14657,Missouri,2001
971479,1318,SI_2001_MS,734554,-9523,Mississippi,2001
417869,255,SI_2001_MT,254038,4430,Montana,2001
6403092,5842,SI_2001_NC,4688989,65099,North Carolina,2001
955074,1044,SI_2001_ND,791794,12813,North Dakota,2001
15718462,44919,SI_2001_NE,10825884,157231,Nebraska,2001
10385651,6329,SI_2001_NH,5931374,177288,New Hampshire,2001
47268026,28577,SI_2001_NJ,23737983,662639,New Jersey,2001
3587310,5301,SI_2001_NM,2764370,45678,New Mexico,2001
1050938,5513,SI_2001_NV,873360,-5092,Nevada,2001
146406718,104204,SI_2001_NY,95423016,2377668,New York,2001
80682861,168479,SI_2001_OH,59710911,959193,Ohio,2001
6923558,30172,SI_2001_OK,4945740,143463,Oklahoma,2001
2792257,2605,SI_2001_OR,1723912,21936,Oregon,2001
97399818,217548,SI_2001_PA,54540940,564657,Pennsylvania,2001
0,0,SI_2001_PR,0,0,Puerto Rico,2001
2115462,660,SI_2001_RI,1133628,13871,Rhode Island,2001
7063108,13935,SI_2001_SC,5445663,96510,South Carolina,2001
1102302,10510,SI_2001_SD,802487,10255,South Dakota,2001
5824239,11193,SI_2001_TN,3554874,75660,Tennessee,2001
54662776,185538,SI_2001_TX,33245092,688886,Texas,2001
1520747,6377,SI_2001_UT,1037511,22602,Utah,2001
36923861,388657,SI_2001_VA,25800254,49238,Virginia,2001
0,0,SI_2001_VI,0,0,Virgin Islands Of The U.S.,2001
1083388,990,SI_2001_VT,798756,10927,Vermont,2001
50681346,85123,SI_2001_WA,34453542,1013767,Washington,2001
20942748,37831,SI_2001_WI,15401290,253935,Wisconsin,2001
954023,945,SI_2001_WV,590572,8085,West Virginia,2001
349332,184,SI_2001_WY,196526,2816,Wyoming,2001
338414,683,SI_2002_AK,209600,4907,Alaska,2002
2225053,4482,SI_2002_AL,1497418,2907,Alabama,2002
3551914,11626,SI_2002_AR,2312133,49699,Arkansas,2002
522762,60,SI_2002_AZ,241088,14897,Arizona,2002
424355592,675173,SI_2002_CA,304339718,5613839,California,2002
2582140,2982,SI_2002_CO,2086864,-6743,Colorado,2002
50657852,123751,SI_2002_CT,30876973,689651,Connecticut,2002
42739600,124904,SI_2002_DE,31400031,1076974,Delaware,2002
27853709,44681,SI_2002_FL,20404377,307711,Florida,2002
7396394,36310,SI_2002_GA,5041273,-71321,Georgia,2002
83229,833,SI_2002_GU,73903,452,Guam,2002
7076743,9997,SI_2002_HI,3333377,103108,Hawaii,2002
5310111,13649,SI_2002_IA,3677268,75970,Iowa,2002
911901,1303,SI_2002_ID,732762,7196,Idaho,2002
32042253,158280,SI_2002_IL,19552789,-201698,Illinois,2002
14580503,55755,SI_2002_IN,10402497,42486,Indiana,2002
12150240,2627,SI_2002_KS,6347887,169609,Kansas,2002
3379635,6788,SI_2002_KY,2262452,32912,Kentucky,2002
4934648,1956,SI_2002_LA,3022869,63972,Louisiana,2002
70296829,58932,SI_2002_MA,43013497,866960,Massachusetts,2002
8558423,9209,SI_2002_MD,5747091,76784,Maryland,2002
8385719,18095,SI_2002_ME,6238764,96434,Maine,2002
13258672,41461,SI_2002_MI,11156835,29425,Michigan,2002
3307680,5780,SI_2002_MN,2457903,37295,Minnesota,2002
5553429,9168,SI_2002_MO,4338887,35855,Missouri,2002
967073,1361,SI_2002_MS,686811,-5995,Mississippi,2002
488697,830,SI_2002_MT,229164,2391,Montana,2002
6105918,7376,SI_2002_NC,4258065,83953,North Carolina,2002
980992,1572,SI_2002_ND,856709,19949,North Dakota,2002
16289935,37693,SI_2002_NE,11384983,119820,Nebraska,2002
11455163,15204,SI_2002_NH,6314277,220344,New Hampshire,2002
53003348,47363,SI_2002_NJ,24749460,817893,New Jersey,2002
2377421,2807,SI_2002_NM,1644549,24331,New Mexico,2002
1361078,4907,SI_2002_NV,1147625,9504,Nevada,2002
130868446,57926,SI_2002_NY,76905986,2612141,New York,2002
45971731,91389,SI_2002_OH,36430036,394892,Ohio,2002
8946227,24551,SI_2002_OK,6128091,205812,Oklahoma,2002
2885530,2003,SI_2002_OR,1612106,34948,Oregon,2002
107846687,235137,SI_2002_PA,58987471,1128648,Pennsylvania,2002
0,0,SI_2002_PR,0,0,Puerto Rico,2002
2263531,898,SI_2002_RI,1160723,22297,Rhode Island,2002
7583368,15165,SI_2002_SC,5620780,106617,South Carolina,2002
1219870,11416,SI_2002_SD,911686,11626,South Dakota,2002
5446003,11625,SI_2002_TN,3407776,85059,Tennessee,2002
59510275,234421,SI_2002_TX,36341380,951281,Texas,2002
1662381,2773,SI_2002_UT,905008,25086,Utah,2002
67166570,917741,SI_2002_VA,45154756,543307,Virginia,2002
0,0,SI_2002_VI,0,0,Virgin Islands Of The U.S.,2002
1145602,1231,SI_2002_VT,834143,11544,Vermont,2002
47733042,119463,SI_2002_WA,33602322,794735,Washington,2002
22022390,37153,SI_2002_WI,15983376,270353,Wisconsin,2002
1046537,742,SI_2002_WV,598022,12239,West Virginia,2002
361774,115,SI_2002_WY,191828,3881,Wyoming,2002
360747,332,SI_2003_AK,243069,4732,Alaska,2003
2134225,6404,SI_2003_AL,1434148,-4040,Alabama,2003
1942404,3798,SI_2003_AR,1247695,21248,Arkansas,2003
818528,1745,SI_2003_AZ,281447,25273,Arizona,2003
468262437,330824,SI_2003_CA,364189904,8632692,California,2003
2657914,4862,SI_2003_CO,2041412,-27426,Colorado,2003
49836787,93599,SI_2003_CT,32740850,650361,Connecticut,2003
56847377,106528,SI_2003_DE,39464761,1445103,Delaware,2003
31388945,30667,SI_2003_FL,23511608,289914,Florida,2003
8694524,18386,SI_2003_GA,6407772,-115018,Georgia,2003
86134,159,SI_2003_GU,66810,686,Guam,2003
7535947,3144,SI_2003_HI,3578567,108445,Hawaii,2003
6009496,6730,SI_2003_IA,4191124,74931,Iowa,2003
1036981,1677,SI_2003_ID,866807,10179,Idaho,2003
36782265,68795,SI_2003_IL,22154935,223320,Illinois,2003
15105800,52996,SI_2003_IN,10700913,17570,Indiana,2003
12074164,3161,SI_2003_KS,6288985,73419,Kansas,2003
3019587,5717,SI_2003_KY,1903977,20631,Kentucky,2003
4786085,2786,SI_2003_LA,2804323,52403,Louisiana,2003
72929935,58467,SI_2003_MA,44627967,826846,Massachusetts,2003
8784249,11226,SI_2003_MD,5942979,65872,Maryland,2003
9022886,14457,SI_2003_ME,6848560,104620,Maine,2003
15854021,33828,SI_2003_MI,13631492,93367,Michigan,2003
3589658,7072,SI_2003_MN,2656637,45948,Minnesota,2003
5294304,7453,SI_2003_MO,4009916,40252,Missouri,2003
995838,1395,SI_2003_MS,637392,-786,Mississippi,2003
279476,0,SI_2003_MT,144886,2584,Montana,2003
6406902,7394,SI_2003_NC,4426976,78515,North Carolina,2003
981524,2028,SI_2003_ND,855740,17891,North Dakota,2003
15448615,27623,SI_2003_NE,11224591,90833,Nebraska,2003
12614530,13916,SI_2003_NH,7632936,217931,New Hampshire,2003
57907212,10353,SI_2003_NJ,27237361,862066,New Jersey,2003
2630605,3247,SI_2003_NM,1694649,24418,New Mexico,2003
1275030,15706,SI_2003_NV,1012795,25617,Nevada,2003
138204196,40868,SI_2003_NY,78199573,2396705,New York,2003
51927251,274831,SI_2003_OH,41322370,762970,Ohio,2003
9448010,16739,SI_2003_OK,5751297,283451,Oklahoma,2003
2056427,0,SI_2003_OR,913430,3997,Oregon,2003
118011905,269112,SI_2003_PA,67553473,1204458,Pennsylvania,2003
0,0,SI_2003_PR,0,0,Puerto Rico,2003
2425621,379,SI_2003_RI,1201826,13641,Rhode Island,2003
6950764,14061,SI_2003_SC,4656347,88433,South Carolina,2003
1229067,7590,SI_2003_SD,930444,14191,South Dakota,2003
5650803,9814,SI_2003_TN,3366797,80472,Tennessee,2003
63735117,171197,SI_2003_TX,37733724,1035958,Texas,2003
1565001,-370,SI_2003_UT,811836,18754,Utah,2003
74032822,650103,SI_2003_VA,50577365,699351,Virginia,2003
0,0,SI_2003_VI,0,0,Virgin Islands Of The U.S.,2003
1221476,1014,SI_2003_VT,909968,10022,Vermont,2003
52077520,61823,SI_2003_WA,38779858,1120050,Washington,2003
20954608,38323,SI_2003_WI,15637383,161167,Wisconsin,2003
1175901,1013,SI_2003_WV,667539,12663,West Virginia,2003
378912,176,SI_2003_WY,173332,3509,Wyoming,2003
372203,538,SI_2004_AK,267396,4569,Alaska,2004
2324985,7108,SI_2004_AL,1686942,8668,Alabama,2004
1885162,6258,SI_2004_AR,1342191,20122,Arkansas,2004
696841,205,SI_2004_AZ,454984,51127,Arizona,2004
558944972,549493,SI_2004_CA,473380769,8090637,California,2004
2870892,4186,SI_2004_CO,2140445,612,Colorado,2004
36995838,21673,SI_2004_CT,24556195,300625,Connecticut,2004
96476835,166633,SI_2004_DE,66162088,1672187,Delaware,2004
38093545,30074,SI_2004_FL,29591969,401635,Florida,2004
8535347,46380,SI_2004_GA,5831215,-63209,Georgia,2004
83109,99,SI_2004_GU,64717,594,Guam,2004
7981142,-8090,SI_2004_HI,3765750,127809,Hawaii,2004
5122591,6419,SI_2004_IA,4124093,54661,Iowa,2004
1228393,1492,SI_2004_ID,952924,14387,Idaho,2004
39815619,90818,SI_2004_IL,24330554,287668,Illinois,2004
15552774,28539,SI_2004_IN,10806951,66696,Indiana,2004
12478534,3786,SI_2004_KS,7079253,-111460,Kansas,2004
2754656,4479,SI_2004_KY,1905823,20908,Kentucky,2004
4855760,4232,SI_2004_LA,2966912,47269,Louisiana,2004
61968126,35246,SI_2004_MA,38517836,576131,Massachusetts,2004
9100120,7489,SI_2004_MD,6564490,124898,Maryland,2004
9211968,7743,SI_2004_ME,7163892,109582,Maine,2004
18563430,27230,SI_2004_MI,16598377,235458,Michigan,2004
3456314,5500,SI_2004_MN,2626914,49646,Minnesota,2004
5592310,10351,SI_2004_MO,4382824,61134,Missouri,2004
967756,2496,SI_2004_MS,615474,-9926,Mississippi,2004
275771,15,SI_2004_MT,149557,3220,Montana,2004
6685427,6908,SI_2004_NC,4752939,81130,North Carolina,2004
1032022,1452,SI_2004_ND,912255,13187,North Dakota,2004
15560657,17730,SI_2004_NE,11532792,148717,Nebraska,2004
13621910,8099,SI_2004_NH,8488010,259541,New Hampshire,2004
63172937,14889,SI_2004_NJ,32256384,979401,New Jersey,2004
2951507,3927,SI_2004_NM,1888324,29191,New Mexico,2004
1665644,13301,SI_2004_NV,1387571,23052,Nevada,2004
156065539,1230,SI_2004_NY,90162309,2560265,New York,2004
54034539,581488,SI_2004_OH,45848504,407356,Ohio,2004
9909031,-1052,SI_2004_OK,6198248,333421,Oklahoma,2004
605866,-250,SI_2004_OR,372221,6231,Oregon,2004
130960232,283476,SI_2004_PA,82011882,1443328,Pennsylvania,2004
0,0,SI_2004_PR,0,0,Puerto Rico,2004
2530312,869,SI_2004_RI,1276941,12115,Rhode Island,2004
7085687,10436,SI_2004_SC,4974254,102766,South Carolina,2004
1322834,2615,SI_2004_SD,1025633,20407,South Dakota,2004
5751803,5806,SI_2004_TN,3556241,79256,Tennessee,2004
63988197,108383,SI_2004_TX,39912790,1034073,Texas,2004
41998070,288903,SI_2004_UT,18115834,1338200,Utah,2004
83889005,393985,SI_2004_VA,59774599,1129958,Virginia,2004
0,0,SI_2004_VI,0,0,Virgin Islands Of The U.S.,2004
1295765,1175,SI_2004_VT,965241,9451,Vermont,2004
52180691,-10530,SI_2004_WA,39601717,816909,Washington,2004
23332578,43649,SI_2004_WI,17312286,211569,Wisconsin,2004
864291,449,SI_2004_WV,444148,9231,West Virginia,2004
392803,174,SI_2004_WY,180744,2858,Wyoming,2004
415663,388,SI_2005_AK,297422,5814,Alaska,2005
3933476,12364,SI_2005_AL,2860233,18342,Alabama,2005
2036977,1796,SI_2005_AR,1510236,17830,Arkansas,2005
799255,5200,SI_2005_AZ,542318,64508,Arizona,2005
336057735,368911,SI_2005_CA,300224284,5321561,California,2005
3095311,1914,SI_2005_CO,2173203,5025,Colorado,2005
39693172,19115,SI_2005_CT,27249351,583906,Connecticut,2005
127221947,222493,SI_2005_DE,82743746,1924535,Delaware,2005
44717960,34851,SI_2005_FL,35963366,411926,Florida,2005
8946396,17857,SI_2005_GA,6324413,-62922,Georgia,2005
82161,20,SI_2005_GU,66063,883,Guam,2005
8085134,-3042,SI_2005_HI,4114458,127110,Hawaii,2005
5486288,13910,SI_2005_IA,4458400,41191,Iowa,2005
1389368,1361,SI_2005_ID,1058727,19742,Idaho,2005
42185433,77071,SI_2005_IL,26816459,342953,Illinois,2005
15909547,24601,SI_2005_IN,11488226,22684,Indiana,2005
12312368,4322,SI_2005_KS,7811278,128982,Kansas,2005
2535788,3497,SI_2005_KY,1742477,25891,Kentucky,2005
5243200,21640,SI_2005_LA,3046900,28488,Louisiana,2005
62646186,35837,SI_2005_MA,40574278,577510,Massachusetts,2005
9644863,9539,SI_2005_MD,7130981,130513,Maryland,2005
9960718,10443,SI_2005_ME,7733657,113275,Maine,2005
21011394,23518,SI_2005_MI,17392596,127269,Michigan,2005
3767146,5398,SI_2005_MN,2889629,52818,Minnesota,2005
6023373,11483,SI_2005_MO,4793771,62508,Missouri,2005
967195,1065,SI_2005_MS,598736,-6223,Mississippi,2005
285213,-173,SI_2005_MT,178416,3431,Montana,2005
7334620,9251,SI_2005_NC,5361779,88072,North Carolina,2005
1088365,760,SI_2005_ND,980562,15269,North Dakota,2005
4399511,9235,SI_2005_NE,3758901,60657,Nebraska,2005
15209526,6280,SI_2005_NH,9955021,267414,New Hampshire,2005
70943742,10122,SI_2005_NJ,39078615,966040,New Jersey,2005
3140318,764,SI_2005_NM,2039814,36757,New Mexico,2005
332579063,228568,SI_2005_NV,254656448,4338662,Nevada,2005
131261199,7248,SI_2005_NY,79214689,2094323,New York,2005
50481885,70889,SI_2005_OH,43068562,1074340,Ohio,2005
10525170,5876,SI_2005_OK,6726901,298141,Oklahoma,2005
584619,0,SI_2005_OR,409375,7790,Oregon,2005
142246079,173864,SI_2005_PA,92307460,1797839,Pennsylvania,2005
0,0,SI_2005_PR,0,0,Puerto Rico,2005
2614823,1208,SI_2005_RI,1365130,2395,Rhode Island,2005
7654595,10493,SI_2005_SC,5515119,109701,South Carolina,2005
1418020,11778,SI_2005_SD,1103696,14036,South Dakota,2005
4905167,7435,SI_2005_TN,3070160,61595,Tennessee,2005
64475706,151707,SI_2005_TX,39349055,949030,Texas,2005
63691065,946772,SI_2005_UT,34454284,1126550,Utah,2005
100643357,517827,SI_2005_VA,75761625,1451966,Virginia,2005
0,0,SI_2005_VI,0,0,Virgin Islands Of The U.S.,2005
1372992,1106,SI_2005_VT,1059560,11974,Vermont,2005
19664489,13999,SI_2005_WA,14767533,396172,Washington,2005
20153642,29200,SI_2005_WI,15557873,179795,Wisconsin,2005
898024,256,SI_2005_WV,522111,10808,West Virginia,2005
414411,234,SI_2005_WY,209555,3695,Wyoming,2005
437889,301,SI_2006_AK,311231,7149,Alaska,2006
5013307,14722,SI_2006_AL,3698765,22630,Alabama,2006
2034281,4739,SI_2006_AR,1516053,14354,Arkansas,2006
973358,6367,SI_2006_AZ,740418,80355,Arizona,2006
223324573,74340,SI_2006_CA,185999966,1534341,California,2006
3235021,2986,SI_2006_CO,2034647,14930,Colorado,2006
41276944,18827,SI_2006_CT,29590584,573740,Connecticut,2006
106860224,111843,SI_2006_DE,55680641,2002952,Delaware,2006
52777955,45931,SI_2006_FL,42634719,455604,Florida,2006
8430147,18609,SI_2006_GA,5726032,-164617,Georgia,2006
84266,43,SI_2006_GU,70770,664,Guam,2006
8110303,1480,SI_2006_HI,4358808,101237,Hawaii,2006
5981366,15501,SI_2006_IA,4786133,53390,Iowa,2006
1570068,810,SI_2006_ID,1228042,19789,Idaho,2006
42088568,78601,SI_2006_IL,27850117,262636,Illinois,2006
11619528,12452,SI_2006_IN,8592567,82849,Indiana,2006
12185301,3859,SI_2006_KS,7461842,102846,Kansas,2006
2771738,2684,SI_2006_KY,1937170,20566,Kentucky,2006
5197984,-492,SI_2006_LA,3351800,62215,Louisiana,2006
66111597,44886,SI_2006_MA,44131701,460800,Massachusetts,2006
10013203,7665,SI_2006_MD,7496728,114744,Maryland,2006
10149986,12456,SI_2006_ME,8069937,107319,Maine,2006
21546170,34943,SI_2006_MI,17431465,125041,Michigan,2006
4009654,13078,SI_2006_MN,3059621,41267,Minnesota,2006
7501643,11656,SI_2006_MO,6155116,83696,Missouri,2006
790699,735,SI_2006_MS,497316,-8452,Mississippi,2006
310722,0,SI_2006_MT,207139,3251,Montana,2006
7849437,11319,SI_2006_NC,5892227,99601,North Carolina,2006
1163210,-3691,SI_2006_ND,1039390,18383,North Dakota,2006
4640649,6734,SI_2006_NE,4008233,71364,Nebraska,2006
15804967,5847,SI_2006_NH,10008518,260263,New Hampshire,2006
79599957,10579,SI_2006_NJ,45627796,874127,New Jersey,2006
3016300,1187,SI_2006_NM,1992730,38540,New Mexico,2006
347198807,827830,SI_2006_NV,271270086,4799321,Nevada,2006
130861358,15588,SI_2006_NY,82023623,1807421,New York,2006
53450382,76268,SI_2006_OH,44026776,991884,Ohio,2006
11602426,288,SI_2006_OK,7084864,240065,Oklahoma,2006
599735,0,SI_2006_OR,449579,7329,Oregon,2006
167874590,570892,SI_2006_PA,112179491,1524037,Pennsylvania,2006
0,0,SI_2006_PR,0,0,Puerto Rico,2006
2715267,429,SI_2006_RI,1447179,-914,Rhode Island,2006
8079100,9823,SI_2006_SC,6070659,112547,South Carolina,2006
1527950,19214,SI_2006_SD,1174682,22930,South Dakota,2006
5149688,2810,SI_2006_TN,3301275,61512,Tennessee,2006
74088738,123122,SI_2006_TX,43877989,969441,Texas,2006
71459025,1317716,SI_2006_UT,43516482,2388463,Utah,2006
78371750,371160,SI_2006_VA,54353702,1185716,Virginia,2006
0,0,SI_2006_VI,0,0,Virgin Islands Of The U.S.,2006
1578274,1327,SI_2006_VT,1204863,10554,Vermont,2006
20666450,13747,SI_2006_WA,16257915,369883,Washington,2006
20849599,41965,SI_2006_WI,16233583,140851,Wisconsin,2006
923904,715,SI_2006_WV,577486,9157,West Virginia,2006
445695,208,SI_2006_WY,232457,4026,Wyoming,2006
448100,518,SI_2007_AK,320740,6351,Alaska,2007
5663022,15842,SI_2007_AL,4373607,17675,Alabama,2007
2629052,9758,SI_2007_AR,1907316,1596,Arkansas,2007
523342,9759,SI_2007_AZ,398802,108725,Arizona,2007
75183247,838747,SI_2007_CA,55680825,-561122,California,2007
3204988,4400,SI_2007_CO,2148547,5736,Colorado,2007
40439184,19327,SI_2007_CT,27932598,516649,Connecticut,2007
120038337,337894,SI_2007_DE,59987335,1062472,Delaware,2007
47266452,258878,SI_2007_FL,40222421,87508,Florida,2007
5058744,13550,SI_2007_GA,3634045,28616,Georgia,2007
92164,41,SI_2007_GU,77919,612,Guam,2007
8023613,5818,SI_2007_HI,4688021,93307,Hawaii,2007
6911469,15348,SI_2007_IA,5594419,53573,Iowa,2007
1598380,1601,SI_2007_ID,1277443,18118,Idaho,2007
44516980,173709,SI_2007_IL,28247386,-76707,Illinois,2007
11600945,22175,SI_2007_IN,8810696,62811,Indiana,2007
12038510,4436,SI_2007_KS,7604671,74511,Kansas,2007
2669110,2614,SI_2007_KY,1940310,18218,Kentucky,2007
5367583,-3238,SI_2007_LA,3724012,48739,Louisiana,2007
68865938,51782,SI_2007_MA,46684790,383981,Massachusetts,2007
10378788,13732,SI_2007_MD,7819760,88274,Maryland,2007
10939776,18160,SI_2007_ME,8722653,77639,Maine,2007
21976020,116090,SI_2007_MI,16943585,-98864,Michigan,2007
5649461,10526,SI_2007_MN,4249775,33629,Minnesota,2007
8376671,33775,SI_2007_MO,7013276,55266,Missouri,2007
800516,868,SI_2007_MS,535015,2567,Mississippi,2007
322800,0,SI_2007_MT,225883,2954,Montana,2007
8450397,9698,SI_2007_NC,6536148,94611,North Carolina,2007
1243369,1264,SI_2007_ND,1111400,11399,North Dakota,2007
5353335,66610,SI_2007_NE,4380641,-12955,Nebraska,2007
6016842,3021,SI_2007_NH,4465893,38537,New Hampshire,2007
89261325,24320,SI_2007_NJ,50259579,751093,New Jersey,2007
2180510,1804,SI_2007_NM,1519964,19715,New Mexico,2007
398849132,3682864,SI_2007_NV,307042141,-216022,Nevada,2007
153569075,48478,SI_2007_NY,95487136,-164171,New York,2007
55008939,289593,SI_2007_OH,44348725,633032,Ohio,2007
13481600,533,SI_2007_OK,8021279,227319,Oklahoma,2007
627914,-64,SI_2007_OR,494971,6175,Oregon,2007
171243042,747324,SI_2007_PA,108253596,-448081,Pennsylvania,2007
0,0,SI_2007_PR,0,0,Puerto Rico,2007
3245139,2030,SI_2007_RI,1983518,1314,Rhode Island,2007
7203808,15293,SI_2007_SC,5680998,60696,South Carolina,2007
1529312,21254,SI_2007_SD,1163506,19146,South Dakota,2007
5535625,5129,SI_2007_TN,3709851,50840,Tennessee,2007
84293439,567332,SI_2007_TX,56905825,643554,Texas,2007
83333080,1926098,SI_2007_UT,47814971,3347514,Utah,2007
194047360,2381271,SI_2007_VA,139837757,-1092519,Virginia,2007
0,0,SI_2007_VI,0,0,Virgin Islands Of The U.S.,2007
1590453,-1845,SI_2007_VT,1230354,11959,Vermont,2007
22719927,32002,SI_2007_WA,18379287,493033,Washington,2007
21102741,65762,SI_2007_WI,16360421,102454,Wisconsin,2007
897727,12959,SI_2007_WV,567431,-6917,West Virginia,2007
466290,249,SI_2007_WY,260781,3846,Wyoming,2007
474864,5240,SI_2008_AK,316913,321,Alaska,2008
5733281,73278,SI_2008_AL,4500319,-224905,Alabama,2008
2787375,16811,SI_2008_AR,1906806,-17857,Arkansas,2008
538833,17010,SI_2008_AZ,446035,99785,Arizona,2008
26966216,742000,SI_2008_CA,21325946,-307068,California,2008
3455794,15815,SI_2008_CO,2474269,16063,Colorado,2008
49712645,99094,SI_2008_CT,35183929,441884,Connecticut,2008
115532604,3567720,SI_2008_DE,60478713,-3058118,Delaware,2008
51051982,1790865,SI_2008_FL,41614614,-1634301,Florida,2008
7037817,117188,SI_2008_GA,5363776,66024,Georgia,2008
92131,84,SI_2008_GU,80617,484,Guam,2008
6659893,20888,SI_2008_HI,4876363,55208,Hawaii,2008
7287053,57319,SI_2008_IA,5518926,3652,Iowa,2008
1622797,19505,SI_2008_ID,1327482,-2397,Idaho,2008
34210889,528431,SI_2008_IL,24164413,-400331,Illinois,2008
11700910,103863,SI_2008_IN,8718526,-35577,Indiana,2008
12235796,25111,SI_2008_KS,7895359,108746,Kansas,2008
2796562,4604,SI_2008_KY,2017027,18647,Kentucky,2008
5788528,11168,SI_2008_LA,4029249,47743,Louisiana,2008
73633140,190882,SI_2008_MA,51564451,379160,Massachusetts,2008
12088802,84280,SI_2008_MD,8812640,-42016,Maryland,2008
12573207,60143,SI_2008_ME,9944895,84882,Maine,2008
20928955,410609,SI_2008_MI,15923491,-622627,Michigan,2008
5817944,52007,SI_2008_MN,4423227,-22256,Minnesota,2008
12756245,143293,SI_2008_MO,7189967,-88794,Missouri,2008
790191,2061,SI_2008_MS,568484,-1269,Mississippi,2008
365205,-141,SI_2008_MT,245387,2537,Montana,2008
8872750,44182,SI_2008_NC,6801157,33597,North Carolina,2008
1381042,2637,SI_2008_ND,1237587,17362,North Dakota,2008
8059477,110572,SI_2008_NE,5292237,-122417,Nebraska,2008
8602372,21026,SI_2008_NH,6093045,53045,New Hampshire,2008
103710142,118363,SI_2008_NJ,59443207,859635,New Jersey,2008
2178804,12630,SI_2008_NM,1551336,2706,New Mexico,2008
97691808,452874,SI_2008_NV,61929912,288114,Nevada,2008
159699376,894327,SI_2008_NY,107075715,810304,New York,2008
55561396,1073559,SI_2008_OH,42440995,-566304,Ohio,2008
15221611,30080,SI_2008_OK,10340008,273552,Oklahoma,2008
670003,812,SI_2008_OR,550861,5102,Oregon,2008
157162992,2116285,SI_2008_PA,105333755,-1911924,Pennsylvania,2008
0,0,SI_2008_PR,0,0,Puerto Rico,2008
3389111,7607,SI_2008_RI,2268174,-56543,Rhode Island,2008
7663444,51171,SI_2008_SC,6115704,34293,South Carolina,2008
1692832,24041,SI_2008_SD,1206087,22580,South Dakota,2008
5805523,35486,SI_2008_TN,3927889,24231,Tennessee,2008
91560644,1084009,SI_2008_TX,53371332,-129880,Texas,2008
53095888,3813204,SI_2008_UT,46252080,69591,Utah,2008
184604935,2864351,SI_2008_VA,124217035,-86088,Virginia,2008
0,0,SI_2008_VI,0,0,Virgin Islands Of The U.S.,2008
5511724,4889,SI_2008_VT,3797272,60162,Vermont,2008
24340829,307402,SI_2008_WA,19309829,98377,Washington,2008
21891955,320714,SI_2008_WI,16859936,-165276,Wisconsin,2008
821929,1527,SI_2008_WV,494096,5791,West Virginia,2008
516285,1102,SI_2008_WY,304668,3234,Wyoming,2008
460637,3410,SI_2009_AK,291811,2326,Alaska,2009
870212,6054,SI_2009_AL,630015,-6124,Alabama,2009
2755870,75533,SI_2009_AR,2031365,-70369,Arkansas,2009
526450,41279,SI_2009_AZ,366743,72726,Arizona,2009
43051047,531706,SI_2009_CA,26142620,2414847,California,2009
3782268,42802,SI_2009_CO,2433298,-16937,Colorado,2009
52012845,148323,SI_2009_CT,34677537,361004,Connecticut,2009
118537777,1555439,SI_2009_DE,59613958,-599315,Delaware,2009
46932668,845180,SI_2009_FL,31980948,15786,Florida,2009
7720133,221406,SI_2009_GA,5682132,32033,Georgia,2009
