"State","coef_1","coef_2","coef_3","coef_4","coef_5","coef_6","coef_7","coef_8","coef_9","coef_10","coef_11","coef_12","coef_13","coef_14","coef_15","coef_16","coef_17","coef_18","coef_19","coef_20","coef_21","coef_22","coef_23","coef_24","coef_25","coef_26","coef_27","coef_28","coef_29","coef_30","coef_31","coef_32","coef_33","coef_34","coef_35","coef_36","coef_37","coef_38","coef_39","coef_40","coef_41","coef_42","coef_43","coef_44","coef_45","coef_46","coef_47","coef_48","coef_49","coef_50"
"ohio",0.512743618473351,-0.0168494331107273,0.0400817570828018,-0.0311393486932494,0.0749410558259128,-0.047940327796064,0.911571188834828,-0.0430936518990476,0.0974161493729322,-0.00756355074237613,0.0647692225687496,-0.0982181578293132,0.713853887809517,-0.0496150475375107,-0.0821457730761192,0.0103331870779388,0.0223879702984248,0.0372212378174806,0.914830722351642,-0.00389098613318292,0.0300642031109746,-0.0797810776702936,-0.00572619811868008,-0.056092590901578,0.231616566001031,0.0522235190488927,0.0452155674907032,-0.0197379692454025,0.00421798819684273,-0.00860554070506614,-0.0423647400258051,0.178620605323533,-0.0902633886913377,0.0670932447197649,-0.0435367952759816,0.000317584824197009,-0.0304060123527193,0.0452287252500704,0.0372851650765445,-0.0462661736126337,0.0713166601120174,-0.0180103509080864,0.0306309891356364,0.137664126116022,0.0104231179475244,0.0419644651366654,-0.0320025678694167,-0.133590730526562,0.0486034388729422,0.140827355249805
"oklahoma",0.238779544692782,0.0525539636633198,-0.00286671060945285,0.020842319054808,-0.00350874324883369,-0.00941805900650128,0.804106357789992,0.00858570915579083,-0.0828194832512203,0.103516264055096,0.167979147715691,-0.046669232105788,0.622722408803687,0.0982199105930726,0.0371370442948365,-0.00612004409752221,0.00391528074139033,0.00199521093678228,0.96714546990983,0.0207931399611802,-0.0349349151233056,-0.079097497560268,0.168667059531504,-0.0521166838214182,0.20259335969759,0.112224940499635,0.0483882830151836,0.0208919542764157,-0.00377256624134552,-0.012765727533578,0.033365208220132,-0.0123231810489406,-0.00495590354539215,0.0366778611365854,-0.108845520318542,-0.0324357749937634,-0.0170112811041756,0.1318942231476,0.0646322252382657,0.00206518193226025,-0.0055084805603301,0.0207187615240366,-0.00494170968767615,0.162142280073191,0.0144386600347052,0.0271411748851059,-0.0473708323561071,-0.147813609574808,0.0418660585230146,0.12225607627473
"oregon",0.386065549623164,0.182007199259003,0.129841197391608,0.00102409194563175,0.0209113303540038,-0.248243158510065,0.66277749839303,0.0326231099212579,0.0440951247762951,0.0703474126403184,-0.16781314900234,-0.158127426901129,0.570001680949281,-0.064810952768992,-0.0218225651160977,-0.00249788239134686,-0.0122891301850392,0.058488833832664,0.925844062477508,0.0204768406758833,-0.111576382064079,-0.17957457932938,0.171658294016932,-0.0673432469459398,0.21215408126936,0.206825125819423,-0.0311534769999896,-0.0109677272999556,-0.0123117289828246,0.12561211434646,0.0135667285398911,0.0399322603032871,-0.0837265063234975,0.0550870724460727,-0.137037847994504,0.0763680018107664,-0.0232578565116364,0.203337846357347,-0.00433930682171503,-0.0107316268487487,-0.0176818971278483,-0.0378841960100106,0.0485642456118484,0.131799717047606,0.0183053991861254,0.0503655413028897,0.00762523347064356,-0.142025233742578,0.0535708253657185,0.145751831673974
"pennsylvania",0.468171431809945,0.0109391340182049,0.0297270114546566,-0.107108243670527,0.136664378392241,0.204380426390193,0.502018358880714,-0.0075786521088539,-0.0462895885472861,0.0958897271779477,0.0796135924846007,0.0641385864293342,0.625386638249009,6.21430500488459e-05,0.0480437196102995,-0.0358098201217982,0.0357510957662097,-0.00206448247619864,0.959586639565186,0.00618658083563535,-0.14298756133041,-0.0491328801320906,0.165671177585465,-0.0594909116142923,0.213214597260454,0.20630362988858,-0.0212992381134625,-0.0117281496916953,-0.0359786758508822,-0.0668165849421233,-0.017049641095815,-0.0418085536594778,-0.0904102864899526,0.030137684438316,-0.0673606707762829,-0.0532018657559659,-0.0297951603098094,0.0917450253935839,0.0516586392722933,-0.0403222594952203,0.0339926903474616,-0.00420604928092278,0.0205191128288621,0.146893626758672,0.00588807738368003,0.133266394187293,-0.0154205539472556,-0.111136883215266,0.0394426707136818,0.135746912406383
"tennessee",0.340765667683057,0.0497027827016165,0.175907259219312,-0.041209317366304,0.0558715387424386,-0.11049244982005,0.865619896357738,-0.105377078108999,0.133102883248547,-0.000582355028928926,0.0441726018100263,-0.00478217086167872,0.816714907666323,0.00252687219891504,-0.0954712009023326,0.0297305993489255,-0.0342886457757747,-0.058120618335806,0.913095576749877,0.0239640890417973,-0.17015883814293,-0.0124663170074485,0.0635951197186042,-0.0569609811254825,0.206436250905319,0.24216320347509,0.00906480957672551,0.0265025365253513,-0.00437349766733763,0.145749845296407,-0.0431162066998031,0.157288644297273,-0.0790122482449425,0.0569085977272941,-0.0333309998410046,-0.0630401724749004,-0.00908060178355537,0.176380138163315,0.0297283117217513,-0.052256274240688,0.00110925972325986,-0.0331139093884354,0.014965718542161,0.140939673858408,0.0182077420684365,0.0232822585512058,-0.00991778155966619,-0.0352236624046832,0.0424843586503458,0.135341442278724
"texas",0.607990092445763,0.0495090946046512,-0.00633557902114928,0.081102235933624,-0.108738631748115,-0.0820673793643122,0.715976696092861,0.0222229590810042,-0.0444303880095925,0.0989129680005862,0.0125023653728645,-0.0195781700016657,0.657170496061678,0.031363124297608,-0.0843230916356466,-0.0231631048356275,0.00348402989117699,-0.037605649472285,0.945003522103162,0.0098651858384773,-0.117233066738042,-0.0786767648608449,0.143783076306449,-0.0648369442544925,0.218979451016246,0.13066120116652,0.0402259514554089,-0.00725803032934386,-0.00672491354405079,0.0286044194239722,0.0398815367458133,-0.122229191689155,-0.109089610046547,0.037798477378119,-0.0603737490596197,0.0559100238555195,-0.0299253765753586,0.122814055103982,0.0465453322744144,-0.0470828279884293,-0.0544968093696283,-0.0254413818613308,0.0106560126800178,0.135526491488221,0.00758670587511162,0.0496394953086683,-0.0125958301776498,-0.123586067890798,0.0452264585924588,0.13470709368573
"utah",0.445068298769438,0.0279543275094617,0.134957852015715,0.0545037772982588,-0.109295858705891,0.0149577584632838,0.897569860962305,-0.0793431970160907,0.0919116919692387,0.046014715382395,-0.00910233835768243,0.0190395818941867,0.70239335408665,-0.0950481745574715,0.17437014735083,-0.12069888416239,-0.00993077994372502,0.0937176484624374,0.866314388547958,0.0448288137893676,-0.0822183102088205,-0.0240849806364103,0.107821882336716,-0.0540980558112357,0.252582683337599,0.324194760627147,0.00956370690519855,-0.0468989081947392,0.0323997778199463,0.12665648501616,0.0360496382717314,0.199561024664045,-0.0170401475095217,0.0463949531765337,-0.00971232790040178,-0.0486347013698565,-0.00944176630785552,0.172234742080113,-0.0662731671471509,0.0231269122355237,-0.0499517619885113,-0.0164185056870798,0.0354815847416305,0.153111100671864,0.00804672555770858,0.134320170413904,0.00123214865696703,-0.0393541525439711,0.0522353019212792,0.0982368980374436
"virginia",0.292612855235612,-0.0717544154653589,-0.0277269939637816,0.0426132910902711,0.116213092695613,-0.051164603845252,0.72375624445896,-0.0815896382632876,0.070864554611666,0.0333805434961985,0.0187411362960901,-0.0123065848359704,0.568928020752523,0.011881573896695,-0.0156671162452499,-0.0558407361623548,0.0520567880679061,-0.0314952650030215,0.966886184025891,0.00335982061436278,-0.0596711744694237,-0.0548162122624777,0.180691321500877,-0.0624016668477035,0.215854346834415,0.196030756137567,0.042708778790474,0.121352625534012,0.0105515527907647,-0.0282682701299931,-0.0557244903326795,0.107879326881461,-0.0132730833565728,0.0839442503300424,-0.0576930594984603,-0.00109550064155969,0.00233236080275076,0.211561364353318,-0.000402442731747872,0.0281954146353254,0.00999451462287131,0.0135878773414204,-0.00989663503942335,0.155352404308994,0.011991055978948,0.124130642454514,-0.0452015475265322,-0.121415183909074,0.0513580592477756,0.134779784990707
"washington",0.470012656737332,0.0725063179740645,0.065742977036491,-0.0558455955932259,0.00975699527035421,-0.046632948314229,0.878789635745804,0.0370675260019438,0.0389335391736494,0.0452761124393889,0.0815319926805344,0.0162811229262061,0.636595244434991,0.0124288313488393,-0.154866041458068,0.0308118672797,0.0951509623431468,-0.0362436763058861,0.963063294742867,-0.00352016129633903,-0.206387004649385,-0.133048959375915,0.0676286184442949,-0.0608837092332032,0.24126941332776,0.133019278354783,-0.0411224912614698,0.123112162449274,-0.0448058482597002,0.124318691261023,0.0842234152087412,0.174039875642334,-0.042417506401186,0.0381339711828371,-0.0380742811732234,0.0751231670459627,0.00757244176006333,0.0320288897673829,0.0707788681625726,-0.0269377976078451,-0.00660730265513992,0.00591612409489061,-0.00230508077946229,0.146870861069003,0.00351953535674181,0.12957377292567,0.011819952344142,-0.0964244350021306,0.0380404405415622,0.161160148067122
"wisconsin",0.23232916256657,0.030741286242668,0.0801681434996285,0.0724907692946093,0.0265467357038916,-0.0726210490846516,0.748953139082223,0.0280469059143766,0.0411808462228296,-0.00140447152703001,-0.0205036688190922,-0.139432113910801,0.61128711535998,0.00171754727597745,0.0295368578522112,0.00779696341677455,0.0760132093230411,-0.013006921596085,0.951968371240696,0.0104380270897966,-0.0788243950346264,-0.0823202028967564,0.141562782735829,-0.064618072234261,0.213673764485144,0.239771617143553,0.0481160027055475,-0.0271388352895126,0.00792536052774529,0.0396966712209591,0.0168253380848036,0.05180460739783,-0.123006703922891,0.07052424613207,-0.0377556659970878,0.0927067314137175,-0.0183091501559075,0.167482353814626,0.0301108499018506,-0.0831753032904229,0.0144832163325431,-0.00696885511363875,0.0249355850534933,0.144573049520191,0.0142573392911628,0.11860780386416,-0.117647639567388,-0.130567030738799,0.0484877158080957,0.127509691324223
