,State,OCSVM_score
194,new york,-0.00011688653150088157
195,new york,-0.00011688653150088157
196,new york,-0.00011688653150088157
197,new york,-0.00011688653150088157
198,south dakota,-0.00012966928720459237
199,oklahoma,-0.0005094318134339915
200,oklahoma,-0.0005094318134339915
201,oklahoma,-0.0005094318134339915
202,missouri,-0.07011535145963421
203,missouri,-0.07011535145963421
204,missouri,-0.07011535145963421
205,rhode island,-0.13170913746154866
206,texas,-0.1697101553096374
207,texas,-0.1697101553096374
208,oregon,-0.19701468393313348
209,oregon,-0.19701468393313348
210,oregon,-0.19701468393313348
211,oregon,-0.19701468393313348
212,colorado,-0.23428908560828887
213,colorado,-0.23428908560828887
214,colorado,-0.23428908560828887
215,colorado,-0.23428908560828887
216,arizona,-0.2825330442642482
217,arizona,-0.2825330442642482
218,louisiana,-0.31904860000948077
219,louisiana,-0.31904860000948077
220,louisiana,-0.31904860000948077
221,louisiana,-0.31904860000948077
222,georgia,-0.35310125453496966
223,washington,-0.39938767066870184
224,washington,-0.39938767066870184
225,washington,-0.39938767066870184
226,washington,-0.39938767066870184
227,washington,-0.431960880382789
228,washington,-0.431960880382789
229,washington,-0.431960880382789
230,washington,-0.431960880382789
231,georgia,-0.46776993673123
232,georgia,-0.46776993673123
233,new york,-0.4734950800353488
234,new york,-0.4734950800353488
235,new york,-0.4734950800353488
236,new york,-0.4734950800353488
237,oregon,-0.481980027668115
238,oregon,-0.481980027668115
239,oregon,-0.481980027668115
240,idaho,-0.5257224749750193
241,idaho,-0.5257224749750193
242,south dakota,-0.5488632885329565
243,california,-0.5633155272308557
244,california,-0.5633155272308557
245,california,-0.5633155272308557
246,california,-0.5633155272308557
247,illinois,-0.567777181948621
248,illinois,-0.567777181948621
249,illinois,-0.567777181948621
250,illinois,-0.567777181948621
251,georgia,-0.5906945533036918
252,georgia,-0.5906945533036918
253,delaware,-0.5963591177525629
254,delaware,-0.5963591177525629
255,delaware,-0.5963591177525629
256,mississippi,-0.611723291438075
257,south dakota,-0.7074216261918806
258,south dakota,-0.7074216261918806
259,wyoming,-0.7230040050555715
260,wyoming,-0.7230040050555715
261,wyoming,-0.7230040050555715
262,wyoming,-0.7230040050555715
263,nevada,-0.7242012392222605
264,nevada,-0.7242012392222605
265,washington,-0.7254144952929451
266,washington,-0.7254144952929451
267,michigan,-0.7429617529779122
268,michigan,-0.7429617529779122
269,kansas,-0.7598883601286275
270,kansas,-0.7598883601286275
271,kansas,-0.7598883601286275
272,kansas,-0.7598883601286275
273,north dakota,-0.7787465186299798
274,north dakota,-0.7787465186299798
275,north dakota,-0.7787465186299798
276,north dakota,-0.7787465186299798
277,kansas,-0.8015556717126842
278,kansas,-0.8015556717126842
279,california,-0.8089472248626066
280,new hampshire,-0.8208253631617026
281,louisiana,-0.8444125376877878
282,louisiana,-0.8444125376877878
283,louisiana,-0.8444125376877878
284,texas,-0.8468849142747032
285,texas,-0.8468849142747032
286,missouri,-0.8569004616333515
287,missouri,-0.8569004616333515
288,missouri,-0.8569004616333515
289,missouri,-0.8569004616333515
290,south dakota,-0.8653611268386072
291,south dakota,-0.8653611268386072
292,south dakota,-0.8653611268386072
293,washington,-0.8660745789781643
294,washington,-0.8660745789781643
295,washington,-0.8660745789781643
296,washington,-0.8660745789781643
297,wyoming,-0.8751614525087632
298,hawaii,-0.8851026118458734
299,hawaii,-0.8851026118458734
300,hawaii,-0.8851026118458734
301,hawaii,-0.8851026118458734
302,minnesota,-0.9045303972538505
303,minnesota,-0.9045303972538505
304,minnesota,-0.9045303972538505
305,minnesota,-0.9045303972538505
306,wisconsin,-0.9493322566058566
307,wisconsin,-0.9493322566058566
308,wisconsin,-0.9493322566058566
309,wisconsin,-0.9493322566058566
310,colorado,-0.9528183102796675
311,colorado,-0.9528183102796675
312,colorado,-0.9528183102796675
313,colorado,-0.9528183102796675
314,georgia,-0.9717386561110075
315,georgia,-0.9717386561110075
316,georgia,-0.9717386561110075
317,oklahoma,-0.9801978923319155
318,oklahoma,-0.9801978923319155
319,oklahoma,-0.9801978923319155
320,oklahoma,-0.9801978923319155
321,kansas,-1.005557636912549
322,kansas,-1.005557636912549
323,kansas,-1.005557636912549
324,kansas,-1.005557636912549
325,nevada,-1.009571650085313
326,nevada,-1.009571650085313
327,nevada,-1.009571650085313
328,nevada,-1.009571650085313
329,louisiana,-1.0282754301026742
330,louisiana,-1.0282754301026742
331,kansas,-1.0487719560077338
332,kansas,-1.0487719560077338
333,kansas,-1.0487719560077338
334,kansas,-1.0487719560077338
335,florida,-1.0582460248067562
336,florida,-1.0582460248067562
337,florida,-1.0582460248067562
338,florida,-1.0582460248067562
339,pennsylvania,-1.1088612649273344
340,pennsylvania,-1.1088612649273344
341,pennsylvania,-1.1088612649273344
342,pennsylvania,-1.1088612649273344
343,kentucky,-1.122537137569772
344,kentucky,-1.122537137569772
345,kentucky,-1.122537137569772
346,colorado,-1.1395361205318366
347,colorado,-1.1395361205318366
348,minnesota,-1.200242140597993
349,minnesota,-1.200242140597993
350,minnesota,-1.200242140597993
351,minnesota,-1.200242140597993
352,north dakota,-1.2077672559586574
353,north dakota,-1.2077672559586574
354,nebraska,-1.2100122264255901
355,nebraska,-1.2100122264255901
356,nebraska,-1.2100122264255901
357,michigan,-1.2296445448925226
358,michigan,-1.2296445448925226
359,michigan,-1.2296445448925226
360,michigan,-1.2296445448925226
361,wisconsin,-1.253327483070379
362,wisconsin,-1.253327483070379
363,wisconsin,-1.253327483070379
364,wisconsin,-1.253327483070379
365,north dakota,-1.2679403772114597
366,north dakota,-1.2679403772114597
367,north dakota,-1.2679403772114597
368,nebraska,-1.2738010323046254
369,nebraska,-1.2738010323046254
370,nebraska,-1.2738010323046254
371,nebraska,-1.2738010323046254
372,new york,-1.2781111611686669
373,new york,-1.2781111611686669
374,new york,-1.2781111611686669
375,new york,-1.2781111611686669
376,colorado,-1.3032321355597674
377,colorado,-1.3032321355597674
378,colorado,-1.3032321355597674
379,colorado,-1.3032321355597674
380,colorado,-1.3209618737522462
381,colorado,-1.3209618737522462
382,colorado,-1.3209618737522462
383,colorado,-1.3209618737522462
384,arkansas,-1.3440550946679863
385,arkansas,-1.3440550946679863
386,florida,-1.3864520236347673
387,rhode island,-1.3999685882608048
388,rhode island,-1.3999685882608048
389,rhode island,-1.3999685882608048
390,rhode island,-1.3999685882608048
391,new york,-1.4079017648056649
392,new york,-1.4079017648056649
393,new york,-1.4079017648056649
394,new york,-1.4079017648056649
395,nevada,-1.409416197589941
396,nevada,-1.409416197589941
397,mississippi,-1.4113110767822974
398,florida,-1.4373972558722414
399,florida,-1.4373972558722414
400,florida,-1.4373972558722414
401,florida,-1.4373972558722414
402,massachusetts,-1.439513010946655
403,massachusetts,-1.439513010946655
404,massachusetts,-1.439513010946655
405,massachusetts,-1.439513010946655
406,california,-1.444356211921935
407,california,-1.444356211921935
408,california,-1.444356211921935
409,california,-1.444356211921935
410,new jersey,-1.4544628846400585
411,new jersey,-1.4544628846400585
412,new jersey,-1.4544628846400585
413,west virginia,-1.4852437791014452
414,west virginia,-1.4852437791014452
415,maryland,-1.5204630020160579
416,maryland,-1.5204630020160579
417,maryland,-1.5204630020160579
418,maryland,-1.5204630020160579
419,new york,-1.5283095703796121
420,new york,-1.5283095703796121
421,new york,-1.5283095703796121
422,new york,-1.5283095703796121
423,california,-1.531047144275263
424,california,-1.531047144275263
425,california,-1.531047144275263
426,california,-1.531047144275263
427,texas,-1.5432618576997186
428,texas,-1.5432618576997186
429,texas,-1.5432618576997186
430,texas,-1.5432618576997186
431,massachusetts,-1.552544512978173
432,massachusetts,-1.552544512978173
433,massachusetts,-1.552544512978173
434,massachusetts,-1.552544512978173
435,new jersey,-1.5629601444370564
436,new jersey,-1.5629601444370564
437,new jersey,-1.5629601444370564
438,new jersey,-1.5629601444370564
439,oregon,-1.5629948825683044
440,mississippi,-1.5804687296367774
441,mississippi,-1.5804687296367774
442,mississippi,-1.5804687296367774
443,west virginia,-1.5963975080381942
444,west virginia,-1.5963975080381942
445,west virginia,-1.5963975080381942
446,pennsylvania,-1.6096470907758444
447,pennsylvania,-1.6096470907758444
448,pennsylvania,-1.6096470907758444
449,pennsylvania,-1.6096470907758444
450,new jersey,-1.6136669772837848
451,new jersey,-1.6136669772837848
452,arkansas,-1.6231618448950513
453,arkansas,-1.6231618448950513
454,arkansas,-1.6231618448950513
455,arkansas,-1.6231618448950513
456,minnesota,-1.6261425157738998
457,minnesota,-1.6261425157738998
458,georgia,-1.626327413507859
459,georgia,-1.626327413507859
460,georgia,-1.626327413507859
461,georgia,-1.626327413507859
462,nebraska,-1.6376842445961017
463,nebraska,-1.6376842445961017
464,nebraska,-1.6376842445961017
465,nebraska,-1.6376842445961017
466,oklahoma,-1.6523061337080875
467,oklahoma,-1.6523061337080875
468,oklahoma,-1.6523061337080875
469,oklahoma,-1.6523061337080875
470,oregon,-1.6561724505766477
471,oregon,-1.6561724505766477
472,north dakota,-1.6671859765179562
473,north dakota,-1.6671859765179562
474,north dakota,-1.6671859765179562
475,montana,-1.6708768067492485
476,montana,-1.6708768067492485
477,nebraska,-1.6756593195022802
478,nebraska,-1.6756593195022802
479,nebraska,-1.6756593195022802
480,nebraska,-1.6756593195022802
481,hawaii,-1.6816446165871142
482,hawaii,-1.6816446165871142
483,hawaii,-1.6816446165871142
484,hawaii,-1.6816446165871142
485,idaho,-1.687972664894417
486,idaho,-1.687972664894417
487,idaho,-1.687972664894417
488,vermont,-1.6968776614592969
489,massachusetts,-1.6980036967449479
490,massachusetts,-1.6980036967449479
491,massachusetts,-1.6980036967449479
492,massachusetts,-1.6980036967449479
493,maryland,-1.7001675443407365
494,maryland,-1.7001675443407365
495,maryland,-1.7001675443407365
496,maryland,-1.7001675443407365
497,new hampshire,-1.7025834255870862
498,new hampshire,-1.7025834255870862
499,vermont,-1.7274323672188885
500,vermont,-1.7274323672188885
501,vermont,-1.7274323672188885
502,north dakota,-1.7300658056454097
503,north dakota,-1.7300658056454097
504,north dakota,-1.7300658056454097
505,north dakota,-1.7300658056454097
506,minnesota,-1.7532108305972542
507,minnesota,-1.7532108305972542
508,kentucky,-1.7579762204587581
509,kentucky,-1.7579762204587581
510,kentucky,-1.7579762204587581
511,kentucky,-1.7579762204587581
512,ohio,-1.8123671175627365
513,ohio,-1.8123671175627365
514,ohio,-1.8123671175627365
515,ohio,-1.8123671175627365
516,iowa,-1.8330833084448699
517,iowa,-1.8330833084448699
518,iowa,-1.8330833084448699
519,iowa,-1.8330833084448699
520,kentucky,-1.8334789249005823
521,kentucky,-1.8334789249005823
522,kentucky,-1.8334789249005823
523,arkansas,-1.8535149645807891
524,arkansas,-1.8535149645807891
525,arkansas,-1.8535149645807891
526,arkansas,-1.8535149645807891
527,arkansas,-1.8695507292328912
528,maryland,-1.8886827464219067
529,maryland,-1.8886827464219067
530,maryland,-1.8886827464219067
531,maryland,-1.8886827464219067
532,north dakota,-1.9084494631063649
533,north dakota,-1.9084494631063649
534,north dakota,-1.9084494631063649
535,north dakota,-1.9084494631063649
536,north dakota,-1.9314862147287926
537,north dakota,-1.9314862147287926
538,oregon,-1.9394036503562262
539,oregon,-1.9394036503562262
540,oregon,-1.9394036503562262
541,oregon,-1.9394036503562262
542,missouri,-1.968140391100249
543,missouri,-1.968140391100249
544,missouri,-1.968140391100249
545,missouri,-1.968140391100249
546,delaware,-1.968831698639633
547,vermont,-1.976230360801722
548,vermont,-1.976230360801722
549,north dakota,-1.9876919760599137
550,north dakota,-1.9876919760599137
551,north dakota,-1.9876919760599137
552,north dakota,-1.9876919760599137
553,iowa,-1.9880463038145422
554,iowa,-1.9880463038145422
555,iowa,-1.9880463038145422
556,iowa,-1.9880463038145422
557,oklahoma,-1.9896938937948576
558,oklahoma,-1.9896938937948576
559,oklahoma,-1.9896938937948576
560,oklahoma,-1.9903688075789105
561,oklahoma,-1.9903688075789105
562,oklahoma,-1.9903688075789105
563,oklahoma,-1.9903688075789105
564,pennsylvania,-1.9933673937083825
565,pennsylvania,-1.9933673937083825
566,pennsylvania,-1.9933673937083825
567,pennsylvania,-1.9933673937083825
568,oklahoma,-2.005151281098051
569,hawaii,-2.0090728940510516
570,hawaii,-2.0090728940510516
571,nebraska,-2.010208111762175
572,nebraska,-2.010208111762175
573,nebraska,-2.010208111762175
574,nebraska,-2.010208111762175
575,delaware,-2.0181721508719477
576,delaware,-2.0181721508719477
577,delaware,-2.0181721508719477
578,delaware,-2.0181721508719477
579,nevada,-2.0577754696754837
580,nevada,-2.0577754696754837
581,nevada,-2.0577754696754837
582,nevada,-2.0577754696754837
583,indiana,-2.0824095255516326
584,indiana,-2.0824095255516326
585,indiana,-2.0824095255516326
586,ohio,-2.0826590900678426
587,alaska,-2.092255303805331
588,iowa,-2.1067173198012554
589,iowa,-2.1067173198012554
590,iowa,-2.1067173198012554
591,iowa,-2.1067173198012554
592,indiana,-2.1153044518597426
593,pennsylvania,-2.123992474381488
594,pennsylvania,-2.123992474381488
595,connecticut,-2.160324228988536
596,connecticut,-2.160324228988536
597,connecticut,-2.160324228988536
598,connecticut,-2.160324228988536
599,north dakota,-2.214274542676918
600,north dakota,-2.214274542676918
601,vermont,-2.2231451061501133
602,indiana,-2.2284340023941738
603,indiana,-2.2284340023941738
604,indiana,-2.2284340023941738
605,indiana,-2.2284340023941738
606,mississippi,-2.235324544050407
607,wisconsin,-2.2767911172954527
608,wisconsin,-2.2767911172954527
609,wisconsin,-2.2767911172954527
610,wisconsin,-2.2767911172954527
611,texas,-2.285948430164993
612,texas,-2.285948430164993
613,texas,-2.285948430164993
614,texas,-2.285948430164993
615,texas,-2.2863472565159597
616,texas,-2.2863472565159597
617,texas,-2.2863472565159597
618,texas,-2.2863472565159597
619,tennessee,-2.3033814274614812
620,wisconsin,-2.309675772241441
621,wisconsin,-2.309675772241441
622,wisconsin,-2.309675772241441
623,wisconsin,-2.309675772241441
624,maine,-2.3288086016024465
625,maine,-2.3288086016024465
626,arkansas,-2.3340176925885174
627,arkansas,-2.3340176925885174
628,arkansas,-2.3340176925885174
629,arkansas,-2.3340176925885174
630,iowa,-2.3416029227083186
631,iowa,-2.3416029227083186
632,iowa,-2.3416029227083186
633,iowa,-2.3416029227083186
634,indiana,-2.3428973094634102
635,indiana,-2.3428973094634102
636,connecticut,-2.360104246548282
637,connecticut,-2.360104246548282
638,connecticut,-2.360104246548282
639,connecticut,-2.3818613190532645
640,connecticut,-2.3818613190532645
641,connecticut,-2.3818613190532645
642,connecticut,-2.3818613190532645
643,utah,-2.4072499794084763
644,nebraska,-2.461851445387282
645,nebraska,-2.461851445387282
646,nebraska,-2.461851445387282
647,virginia,-2.4894901477356015
648,new mexico,-2.553070054739514
649,south dakota,-2.565124703422832
650,south dakota,-2.565124703422832
651,south dakota,-2.565124703422832
652,montana,-2.5780152826718847
653,montana,-2.5780152826718847
654,montana,-2.5780152826718847
655,montana,-2.5780152826718847
656,rhode island,-2.584059152679366
657,oregon,-2.6020080786099484
658,oregon,-2.6020080786099484
659,oregon,-2.6020080786099484
660,virginia,-2.609670023398543
661,virginia,-2.612688104152326
662,virginia,-2.612688104152326
663,virginia,-2.612688104152326
664,virginia,-2.612688104152326
665,rhode island,-2.620370430124531
666,rhode island,-2.620370430124531
667,rhode island,-2.620370430124531
668,south carolina,-2.6245911507453528
669,south carolina,-2.6245911507453528
670,michigan,-2.7536241884058583
671,michigan,-2.7536241884058583
672,michigan,-2.7536241884058583
673,nebraska,-2.8370213861604086
674,montana,-2.913859826866897
675,montana,-2.913859826866897
676,montana,-2.913859826866897
677,montana,-2.913859826866897
678,virginia,-2.951384183305848
679,mississippi,-2.9955562062818473
680,mississippi,-2.9955562062818473
681,mississippi,-2.9955562062818473
682,mississippi,-3.0210458405066447
683,mississippi,-3.0210458405066447
684,mississippi,-3.0210458405066447
685,mississippi,-3.0210458405066447
686,montana,-3.0267846691184417
687,montana,-3.0267846691184417
688,montana,-3.0267846691184417
689,washington,-3.0642023411055987
690,washington,-3.0642023411055987
691,washington,-3.0642023411055987
692,washington,-3.0642023411055987
693,mississippi,-3.077524330978811
694,oregon,-3.095453681750385
695,oregon,-3.095453681750385
696,oregon,-3.095453681750385
697,oregon,-3.095453681750385
698,oregon,-3.0997466421079665
699,iowa,-3.135352457168466
700,colorado,-3.173232705735529
701,colorado,-3.173232705735529
702,michigan,-3.2449445657731744
703,mississippi,-3.251834415240296
704,mississippi,-3.251834415240296
705,mississippi,-3.251834415240296
706,michigan,-3.2586872703949226
707,michigan,-3.2586872703949226
708,michigan,-3.2586872703949226
709,michigan,-3.2586872703949226
710,virginia,-3.324387190802078
711,virginia,-3.324387190802078
712,virginia,-3.324387190802078
713,south dakota,-3.339605242995681
714,iowa,-3.35226911727964
715,new jersey,-3.370493370128429
716,new hampshire,-3.396254102405919
717,new hampshire,-3.396254102405919
718,new hampshire,-3.396254102405919
719,new mexico,-3.418427285610065
720,new hampshire,-3.4476658126244715
721,new hampshire,-3.4476658126244715
722,new hampshire,-3.4476658126244715
723,california,-3.4756862836276596
724,california,-3.4756862836276596
725,california,-3.4756862836276596
726,new jersey,-3.4799965859230895
727,new jersey,-3.4799965859230895
728,new jersey,-3.4799965859230895
729,alaska,-3.4837034267782627
730,alaska,-3.4837034267782627
731,utah,-3.515544119060273
732,north carolina,-3.5247338556042465
733,north carolina,-3.5247338556042465
734,new hampshire,-3.5330742997848645
735,new hampshire,-3.5330742997848645
736,new hampshire,-3.5330742997848645
737,new hampshire,-3.5330742997848645
738,new york,-3.570624660543835
739,rhode island,-3.6319375756893706
740,rhode island,-3.6319375756893706
741,rhode island,-3.6319375756893706
742,nevada,-3.6365771638651125
743,nevada,-3.6365771638651125
744,nevada,-3.6365771638651125
745,nevada,-3.653568955292009
746,south dakota,-3.6606107731805224
747,south dakota,-3.6606107731805224
748,maine,-3.8262830711573343
749,maine,-3.8262830711573343
750,colorado,-3.8919526559255218
751,colorado,-3.8919526559255218
752,idaho,-3.896177677581086
753,idaho,-3.896177677581086
754,idaho,-3.896177677581086
755,idaho,-3.896177677581086
756,virginia,-3.909834068158503
757,new york,-3.918205207098879
758,new york,-3.918205207098879
759,ohio,-3.9660342190395426
760,tennessee,-3.9710048701524983
761,new york,-3.977569302147252
762,south dakota,-3.9879192848522393
763,south dakota,-3.9879192848522393
764,south dakota,-4.028311971115961
765,south dakota,-4.028311971115961
766,hawaii,-4.033754642353927
767,hawaii,-4.033754642353927
768,hawaii,-4.033754642353927
769,hawaii,-4.033754642353927
770,pennsylvania,-4.0539617372995735
771,florida,-4.077528556360647
772,florida,-4.077528556360647
773,florida,-4.077528556360647
774,virginia,-4.083560898825411
775,virginia,-4.083560898825411
776,virginia,-4.083560898825411
777,nevada,-4.116640956588874
778,nevada,-4.116640956588874
779,virginia,-4.119808059955105
780,virginia,-4.119808059955105
781,virginia,-4.119808059955105
782,texas,-4.144797952935484
783,pennsylvania,-4.14534662371549
784,pennsylvania,-4.14534662371549
785,pennsylvania,-4.14534662371549
786,ohio,-4.154435484961944
787,ohio,-4.154435484961944
788,ohio,-4.154435484961944
789,south dakota,-4.155589572966512
790,montana,-4.157418235035507
791,florida,-4.200670355201623
792,florida,-4.200670355201623
793,florida,-4.200670355201623
794,florida,-4.200670355201623
795,nevada,-4.203550950584145
796,maryland,-4.2902463978557535
797,maryland,-4.2902463978557535
798,maryland,-4.2902463978557535
799,maryland,-4.2902463978557535
800,tennessee,-4.3336847997999115
801,montana,-4.363743661093672
802,montana,-4.363743661093672
803,montana,-4.363743661093672
804,idaho,-4.3640768322905
805,idaho,-4.3640768322905
806,idaho,-4.3640768322905
807,idaho,-4.3640768322905
808,florida,-4.365668948048523
809,utah,-4.395031233088339
810,utah,-4.395031233088339
811,louisiana,-4.4066044176218995
812,louisiana,-4.4066044176218995
813,louisiana,-4.4066044176218995
814,nevada,-4.410626474483863
815,nevada,-4.410626474483863
816,idaho,-4.416402809278459
817,texas,-4.433893528023944
818,texas,-4.433893528023944
819,texas,-4.433893528023944
820,louisiana,-4.44986172150783
821,nevada,-4.493514901295278
822,hawaii,-4.50440383637978
823,hawaii,-4.50440383637978
824,new jersey,-4.514523242103799
825,new jersey,-4.514523242103799
826,new jersey,-4.514523242103799
827,new hampshire,-4.523065504868242
828,new hampshire,-4.523065504868242
829,new hampshire,-4.523065504868242
830,new hampshire,-4.523065504868242
831,illinois,-4.524458456734514
832,illinois,-4.524458456734514
833,illinois,-4.524458456734514
834,new hampshire,-4.546602249791249
835,new jersey,-4.570434073480705
836,north carolina,-4.572560008040348
837,north carolina,-4.572560008040348
838,south carolina,-4.58093376381202
839,south carolina,-4.58093376381202
840,south carolina,-4.58093376381202
841,georgia,-4.585418988103136
842,new york,-4.594925867779665
843,maine,-4.5960930068845585
844,maine,-4.5960930068845585
845,maryland,-4.606397781918332
846,new jersey,-4.621315587191042
847,idaho,-4.625597403370911
848,idaho,-4.625597403370911
849,idaho,-4.625597403370911
850,idaho,-4.625597403370911
851,georgia,-4.635709564182939
852,georgia,-4.635709564182939
853,georgia,-4.635709564182939
854,georgia,-4.635709564182939
855,virginia,-4.639302663653169
856,virginia,-4.639302663653169
857,virginia,-4.639302663653169
858,maine,-4.6648655323857895
859,virginia,-4.678707297235782
860,delaware,-4.700132843975695
861,delaware,-4.700132843975695
862,south dakota,-4.705926206914583
863,hawaii,-4.711619861519253
864,hawaii,-4.711619861519253
865,hawaii,-4.711619861519253
866,new jersey,-4.720116812233719
867,new jersey,-4.720116812233719
868,new mexico,-4.725966735745239
869,new mexico,-4.725966735745239
870,new mexico,-4.725966735745239
871,new mexico,-4.725966735745239
872,georgia,-4.734773432324197
873,georgia,-4.734773432324197
874,georgia,-4.734773432324197
875,georgia,-4.765901999730218
876,georgia,-4.765901999730218
877,georgia,-4.765901999730218
878,georgia,-4.765901999730218
879,idaho,-4.777434558202195
880,hawaii,-4.789792780173698
881,hawaii,-4.789792780173698
882,illinois,-4.824072769959294
883,new hampshire,-4.831947621186345
884,new hampshire,-4.831947621186345
885,hawaii,-4.832540545791979
