State,G_score
alabama,-0.725181974429967
alabama,-1.0074662498822307
alabama,-0.725181974429967
alabama,-0.725181974429967
alabama,-0.9023719970175116
alabama,-0.9023719970175116
alabama,-0.9023719970175116
alabama,-0.9023719970175116
alabama,-0.9903132365067511
alabama,-1.1630585224754695
alabama,-0.9903132365067511
alabama,-0.9903132365067511
alabama,-0.7402593844894003
alabama,-0.7402593844894003
alabama,-0.7402593844894003
alabama,-0.7402593844894003
alabama,-0.9727818779062353
alabama,-0.9727818779062353
alabama,-0.9727818779062353
alabama,-0.9727818779062353
alabama,-0.5800780707022135
alabama,-0.6201082974855806
alabama,-0.5800780707022135
alabama,-0.6201082974855806
alabama,-0.5388533103708694
alabama,-0.5388533103708694
alabama,-0.583189263784033
alabama,-0.583189263784033
alabama,-0.5544309532752959
alabama,-0.5544309532752959
alabama,-0.5111064812969378
alabama,-0.5111064812969378
alabama,-0.5658431058381722
alabama,-0.5658431058381722
alabama,-0.5658431058381722
alabama,-0.5658431058381722
alabama,-2.9604419660070174
alabama,-2.95726186554331
alaska,-0.5931414361227512
alaska,-0.5931414361227512
alaska,-0.5931414361227512
alaska,-0.5931414361227512
alaska,-0.5260078484350307
alaska,-0.37635601724642975
alaska,-0.37635601724642975
alaska,-0.37635601724642975
alaska,-0.7842199065654963
alaska,-0.16039945471065542
alaska,-0.7842199065654963
alaska,-0.3479665170664968
alaska,-0.6243649684084964
alaska,-0.6243649684084964
alaska,-0.6243649684084964
alaska,-0.6243649684084964
alaska,-0.30065412907172434
alaska,-0.41549009205792886
alaska,-0.30065412907172434
alaska,-0.30065412907172434
alaska,-0.14074636290019782
alaska,-0.14074636290019782
alaska,-0.14074636290019782
alaska,-0.14074636290019782
alaska,-0.30952992885222447
alaska,-0.30952992885222447
alaska,-0.30952992885222447
alaska,-0.3967266829948056
alaska,-0.4791501091798461
alaska,-0.541412177831077
alaska,-0.695362011181458
alaska,-0.541412177831077
alaska,-0.37789433919574833
alaska,-0.37789433919574833
alaska,-0.5717676223469024
alaska,-0.5717676223469024
alaska,-0.7928549160114158
alaska,-0.7928549160114158
arizona,-0.4164837035544804
arizona,-0.4164837035544804
arizona,-0.4164837035544804
arizona,-0.5711581769409106
arizona,-1.7108843188463276
arizona,-1.6792876194563147
arizona,-1.6792876194563147
arizona,-1.6792876194563147
arizona,-3.243784961685768
arizona,-3.2503259699930247
arizona,-3.243784961685768
arizona,-3.243784961685768
arizona,-1.3370007962625403
arizona,-1.3370007962625403
arizona,-1.4062438285953884
arizona,-1.4062438285953884
arizona,-1.543120697899222
arizona,-1.618995344324631
arizona,-1.618995344324631
arizona,-1.618995344324631
arizona,-4.419630593556587
arizona,-4.419630593556587
arizona,-4.419630593556587
arizona,-4.419630593556587
arizona,-4.9852716344781625
arizona,-4.922893009529913
arizona,-4.922893009529913
arizona,-4.9852716344781625
arizona,-5.0854315693368966
arizona,-5.0854315693368966
arizona,-5.0854315693368966
arizona,-5.0854315693368966
arizona,-0.9561102059276828
arizona,-0.9561102059276828
arizona,-0.9561102059276828
arizona,-0.9561102059276828
arizona,-1.9122204118553638
arizona,-1.9122204118553638
arkansas,-0.29388784339874324
arkansas,-0.29388784339874324
arkansas,-0.29388784339874324
arkansas,-0.29388784339874324
arkansas,-0.21839463633777265
arkansas,-0.21839463633777265
arkansas,-0.21839463633777265
arkansas,-0.21839463633777265
arkansas,-0.04661004613474215
arkansas,-0.04661004613474215
arkansas,-0.04661004613474215
arkansas,-0.04661004613474215
arkansas,-0.38750740030549746
arkansas,-0.9892366646896563
arkansas,-0.9892366646896563
arkansas,-0.9892366646896563
arkansas,-0.5472778297255142
arkansas,-0.8133658295533032
arkansas,-0.5472778297255142
arkansas,-0.5472778297255142
arkansas,-0.6912996940994941
arkansas,-0.6912996940994941
arkansas,-0.5609633351865363
arkansas,-0.6912996940994941
arkansas,-0.38851468233080877
arkansas,-0.38851468233080877
arkansas,-0.38851468233080877
arkansas,-0.38851468233080877
arkansas,-0.4589562945964584
arkansas,-0.4589562945964584
arkansas,-0.34223276257338286
arkansas,-0.4589562945964584
arkansas,-0.9419624404386856
arkansas,-0.8836386283125344
arkansas,-0.8836386283125344
arkansas,-0.8836386283125344
arkansas,-1.6754446131705707
arkansas,-1.6754446131705707
california,-0.42793895602121385
california,-0.42793895602121385
california,-0.35022958618711025
california,-0.38557405215712104
california,-0.46501351155370146
california,-0.4461025071693787
california,-0.4461025071693787
california,-0.4461025071693787
california,-0.19576163290648957
california,-0.19576163290648957
california,-0.30334899875000204
