State,G_score
indiana,-0.29673397319556455
indiana,-0.5482160521217267
indiana,-0.5482160521217267
indiana,-1.0852807632764268
indiana,-0.5482160521217267
indiana,-0.1378204314714919
indiana,-0.1378204314714919
indiana,-0.1378204314714919
indiana,-0.1378204314714919
indiana,-1.268167022813847
indiana,-1.268167022813847
iowa,-0.23268297002700356
iowa,-0.23268297002700356
iowa,-0.23268297002700356
iowa,-0.2222308325217984
iowa,-0.2222308325217984
iowa,-0.7553812736246616
iowa,-0.2222308325217984
iowa,-0.9738822695497413
iowa,-0.22173531983743455
iowa,-0.7515658046582333
iowa,-0.22173531983743455
iowa,-1.4670327465103585
iowa,-1.341351196470633
kansas,-1.667071354645078
kansas,-1.909812806403558
kansas,-1.823686808912493
kansas,-0.9681982640712758
kansas,-0.744348923444685
kansas,-0.19557411489737014
kansas,-0.9681982640712758
kansas,-0.1961391556174741
kansas,-1.4893456641095828
kansas,-2.1000712513434556
kansas,-0.1961391556174741
kansas,-1.0675675027356335
kansas,-0.8862666340293642
kentucky,-0.9970383193307587
kentucky,-0.3173233921513517
kentucky,-0.3173233921513517
kentucky,-0.30819397778257346
kentucky,-0.30819397778257346
kentucky,-0.7797306318063831
kentucky,-0.30819397778257346
kentucky,-0.9597490852389501
kentucky,-0.7361283149200594
kentucky,-0.15498140710411243
kentucky,-0.15498140710411243
kentucky,-0.1435877014199978
kentucky,-0.1435877014199978
louisiana,-1.2350601459663912
louisiana,-1.0813203949454515
louisiana,-3.2530076612272714
louisiana,-1.275617541910226
louisiana,-1.7802480236038363
louisiana,-1.275617541910226
louisiana,-1.275617541910226
louisiana,-0.3269545791607642
louisiana,-0.7870548528542933
louisiana,-0.3269545791607642
louisiana,-0.3269545791607642
louisiana,-0.5025725333878596
louisiana,-0.5025725333878596
maine,-0.12783124858458642
maine,-0.12783124858458642
maine,-0.12783124858458642
maine,-0.1326433076770923
maine,-0.1326433076770923
maine,-1.1513427224356454
maine,-0.1326433076770923
maine,-1.3923579742374241
maine,-0.24239965696509855
maine,-0.24239965696509855
maine,-1.1672725047966792
maine,-0.5665217288319411
maine,-0.5665217288319411
maryland,-0.13900167311611375
maryland,-0.13900167311611375
maryland,-0.13900167311611375
maryland,-0.23099537844400964
maryland,-0.23099537844400964
maryland,-0.23099537844400964
maryland,-0.23099537844400964
maryland,-0.19794445850545142
maryland,-0.19794445850545142
maryland,-0.19794445850545142
maryland,-0.19794445850545142
maryland,-1.2828413673832721
maryland,-1.2828413673832721
massachusetts,-0.16010934332998752
massachusetts,-1.1692514083261394
massachusetts,-0.9460462661463166
massachusetts,-0.18931629477088355
massachusetts,-0.18931629477088355
massachusetts,-0.18931629477088355
massachusetts,-0.18931629477088355
massachusetts,-1.1692613588254794
massachusetts,-0.9440478963800017
massachusetts,-0.15413657253063814
massachusetts,-0.15413657253063814
massachusetts,-0.3491537499989116
massachusetts,-0.3491537499989116
michigan,-0.5432436001249579
michigan,-0.5432436001249579
michigan,-0.5432436001249579
michigan,-0.1258071652211773
michigan,-1.1519675110114196
michigan,-0.1258071652211773
michigan,-0.1258071652211773
michigan,-1.6363488185616086
michigan,-1.4526903794762898
michigan,-0.8956216146196152
michigan,-0.8956216146196152
michigan,-0.6520498735975845
michigan,-0.6520498735975845
minnesota,-0.17706529828062761
minnesota,-0.17706529828062761
minnesota,-0.17706529828062761
minnesota,-0.336168015007618
minnesota,-1.193526644083134
minnesota,-0.336168015007618
minnesota,-0.336168015007618
minnesota,-0.55547880928336
minnesota,-0.55547880928336
minnesota,-0.55547880928336
minnesota,-0.55547880928336
minnesota,-1.2538441525571034
minnesota,-1.2538441525571034
mississippi,-0.5438315636239046
mississippi,-0.5438315636239046
mississippi,-3.2063806243019752
mississippi,-1.2977008119911846
mississippi,-0.8034854055992151
mississippi,-0.8034854055992131
mississippi,-0.3657128369064196
mississippi,-1.2165658113284963
mississippi,-1.2165658113284963
mississippi,-1.2165658113284963
mississippi,-1.2165658113284963
mississippi,-0.356055538157518
mississippi,-0.356055538157518
missouri,-0.1475133284036638
missouri,-0.1475133284036638
missouri,-0.1475133284036638
missouri,-0.23177289226421585
missouri,-0.23177289226421585
missouri,-0.9606719860738683
missouri,-0.23177289226421585
missouri,-1.2327464858501735
missouri,-1.0262864172635726
missouri,-0.4254675773291806
missouri,-0.4254675773291806
missouri,-0.38285389640632833
missouri,-0.38285389640632833
montana,-0.2935128129663933
montana,-0.2935128129663933
montana,-0.2935128129663933
montana,-0.1284985355489712
montana,-1.1516487870457774
montana,-0.1284985355489712
montana,-0.1284985355489712
montana,-0.16165136276988598
montana,-0.16165136276988598
montana,-0.16165136276988598
montana,-0.16165136276988598
montana,-0.2714981395821001
montana,-0.2714981395821001
nebraska,-0.456767674135668
nebraska,-1.0468964941093746
nebraska,-0.456767674135668
nebraska,-0.7768097829973938
nebraska,-0.29088755333451904
nebraska,-0.29088755333451904
nebraska,-0.29088755333451904
nebraska,-1.0752166742061833
nebraska,-0.5871476356351729
nebraska,-0.5871476356351729
nebraska,-0.9738370115789685
nebraska,-1.4561359701210541
nebraska,-1.1057512645248662
nevada,-1.519438284444865
nevada,-2.6583011236289567
nevada,-1.519438284444865
nevada,-0.33410871416432103
nevada,-0.33410871416432103
nevada,-0.33410871416432103
nevada,-0.33410871416432103
nevada,-1.276801494950989
nevada,-1.276801494950989
nevada,-1.276801494950989
nevada,-1.276801494950989
nevada,-0.8550300335551536
nevada,-0.8550300335551536
new hampshire,-0.20703793658978117
new hampshire,-1.3864604649082026
new hampshire,-1.160658190469744
new hampshire,-0.1619007637473476
new hampshire,-0.1619007637473476
new hampshire,-0.1619007637473476
new hampshire,-0.1619007637473476
new hampshire,-0.7922507050417988
new hampshire,-0.7922507050417988
new hampshire,-0.7922507050417988
new hampshire,-2.328151030251868
new hampshire,-2.448296403534646
new hampshire,-0.3829010454441595
new jersey,-0.20807640383999002
new jersey,-0.20807640383999002
new jersey,-1.1606895896904095
new jersey,-0.22844441739229843
new jersey,-0.22844441739229843
new jersey,-1.1641553536169205
new jersey,-1.3902469772683332
new jersey,-0.19800370117934882
new jersey,-1.1591635309846808
new jersey,-0.19800370117934882
new jersey,-0.19800370117934882
new jersey,-0.2044688776393
new jersey,-0.2044688776393
new mexico,-0.40619974523806085
new mexico,-0.40619974523806085
new mexico,-0.40619974523806085
new mexico,-0.19789804538883932
new mexico,-0.19789804538883932
new mexico,-0.19789804538883932
new mexico,-0.19789804538883932
new mexico,-0.2591723904766943
new mexico,-0.2591723904766943
new mexico,-0.2591723904766943
new mexico,-0.2591723904766943
new mexico,-1.0400854540587563
new mexico,-1.5506978009661427
new york,-0.14394277541980813
new york,-0.14394277541980813
new york,-0.14394277541980813
new york,-0.1869370262583771
new york,-1.2617692525894768
new york,-0.1869370262583771
new york,-0.1869370262583771
new york,-1.894802514490519
new york,-1.7061300446392624
new york,-1.1757476470691708
new york,-1.3714298060480372
new york,-2.71636671021171
new york,-1.9250807347344596
north carolina,-0.13645827897622578
north carolina,-0.13645827897622578
north carolina,-0.13645827897622578
north carolina,-0.17561808031110895
north carolina,-0.17561808031110895
north carolina,-0.17561808031110895
north carolina,-0.17561808031110895
north carolina,-0.2231670425799479
north carolina,-0.2231670425799479
north carolina,-1.1634066662518083
north carolina,-0.2231670425799479
north carolina,-0.7771319130808952
north carolina,-0.7771319130808952
north dakota,-0.37707183717956627
north dakota,-0.28182430237412154
north dakota,-7.356966642436259
north dakota,-0.8548839948766157
north dakota,-7.387946212474229
north dakota,-0.788367692115622
north dakota,-0.788367692115622
north dakota,-0.5981495873607583
north dakota,-7.388755462354621
north dakota,-0.5981495873607583
north dakota,-0.7101219707018059
north dakota,-0.3955475932879752
north dakota,-0.3955475932879752
ohio,-1.9719275695485485
ohio,-2.2903842364189853
ohio,-2.177617762274555
ohio,-0.22271436095503291
ohio,-0.22271436095503291
ohio,-0.22271436095503291
ohio,-0.22271436095503291
ohio,-0.738143792706879
ohio,-0.738143792706879
ohio,-0.738143792706879
ohio,-0.738143792706879
ohio,-0.40084891196336075
ohio,-0.40084891196336075
oklahoma,-0.3687132580734998
oklahoma,-0.3687132580734998
oklahoma,-0.3687132580734998
oklahoma,-1.165229117469674
oklahoma,-0.9765485080003005
oklahoma,-0.6694927763346868
oklahoma,-0.6694927763346868
oklahoma,-0.30419101547429755
oklahoma,-0.30419101547429755
oklahoma,-0.30419101547429755
oklahoma,-0.30419101547429755
oklahoma,-0.4488000628646439
oklahoma,-0.4488000628646439
oregon,-0.349917419352242
oregon,-0.349917419352242
oregon,-0.349917419352242
oregon,-0.1563141071125247
oregon,-2.202640164974444
oregon,-0.1563141071125247
oregon,-0.1563141071125247
oregon,-0.22492471613707396
oregon,-0.22492471613707396
oregon,-0.22492471613707396
oregon,-0.22492471613707396
oregon,-0.1981945515574275
oregon,-0.1981945515574275
pennsylvania,-0.38407816656739063
pennsylvania,-1.0227291297517571
pennsylvania,-0.8148754093558501
pennsylvania,-0.430628183423129
pennsylvania,-0.430628183423129
pennsylvania,-0.8418025968276357
pennsylvania,-0.430628183423129
pennsylvania,-1.2888281474862182
pennsylvania,-1.1229242107472408
pennsylvania,-0.8680645273500593
pennsylvania,-0.8680645273500593
pennsylvania,-0.7728120663898685
pennsylvania,-0.7728120663898685
rhode island,-0.2927292970055406
rhode island,-0.2927292970055406
rhode island,-1.1777638888306072
rhode island,-0.23694742353764026
rhode island,-0.23694742353764026
rhode island,-0.23694742353764026
rhode island,-0.23694742353764026
rhode island,-0.18224658743572003
rhode island,-0.18224658743572003
rhode island,-2.2076193711323673
rhode island,-2.4276563011828225
rhode island,-1.2982131771910823
rhode island,-2.5433160080246475
south carolina,-0.17523417310864484
south carolina,-0.17523417310864484
south carolina,-0.17523417310864484
south carolina,-0.18393293335152108
south carolina,-1.1578289280746197
south carolina,-0.18393293335152108
south carolina,-0.18393293335152108
south carolina,-0.38258390401622716
south carolina,-0.38258390401622716
south carolina,-0.38258390401622716
south carolina,-0.38258390401622716
south carolina,-0.7980361955902794
south carolina,-0.7980361955902794
south dakota,-1.651049407584798
south dakota,-1.1802650046905665
south dakota,-1.1802650046905665
south dakota,-1.7298095049279136
south dakota,-1.0740537534312244
south dakota,-2.6509063494493645
south dakota,-1.729809504927916
south dakota,-2.4332647259266222
south dakota,-0.23948796933482144
south dakota,-0.23948796933482144
south dakota,-0.9641442616348338
south dakota,-1.186551385185761
south dakota,-0.27251496774302336
tennessee,-1.1635417380887165
tennessee,-0.11530792455126242
tennessee,-0.9400238553212656
tennessee,-1.2190764801790668
tennessee,-1.000366034397553
tennessee,-0.3714816801560613
tennessee,-1.2190764801790668
tennessee,-0.9505834835625085
tennessee,-0.1922704741718414
tennessee,-0.1922704741718414
tennessee,-0.1922704741718414
tennessee,-1.1059693572481866
tennessee,-1.4532914998815152
texas,-0.1375758817226789
texas,-0.1375758817226789
texas,-0.1375758817226789
texas,-1.5111888614293818
texas,-1.2856480507582149
texas,-0.31637908145423144
texas,-1.5111888614293818
texas,-1.0334540891130615
texas,-1.6282927129404339
texas,-1.0334540891130615
texas,-1.0334540891130615
texas,-1.1255695315363166
texas,-1.1255695315363166
utah,-0.8671647365689389
utah,-0.8671647365689389
utah,-0.8671647365689389
utah,-1.5177758410537556
utah,-1.5177758410537556
utah,-1.5177758410537556
utah,-1.5177758410537556
utah,-1.8020981247885282
utah,-1.8020981247885282
utah,-1.8020981247885282
utah,-2.8612755878371625
utah,-4.006300047815857
utah,-4.006300047815857
vermont,-1.1808782384739855
vermont,-0.23480885924749315
vermont,-0.9626418734813702
vermont,-0.18532516261949197
vermont,-0.18532516261949197
vermont,-0.9489677722132863
vermont,-0.18532516261949197
vermont,-1.2733975818968515
vermont,-1.0647523056574129
vermont,-0.521707046178503
vermont,-0.521707046178503
vermont,-0.5740341071192971
vermont,-0.5740341071192971
virginia,-0.19031056335430477
virginia,-0.19031056335430477
virginia,-0.19031056335430477
virginia,-0.18648649749663093
virginia,-2.206589882630481
virginia,-0.18648649749663093
virginia,-0.18648649749663093
virginia,-1.2218761550934454
virginia,-1.2218761550934454
virginia,-1.2218761550934454
virginia,-1.2218761550934454
virginia,-1.1271111777849148
virginia,-1.1271111777849148
washington,-0.4961173406097301
washington,-0.4961173406097301
washington,-0.4961173406097301
washington,-0.21426468714771227
washington,-0.21426468714771227
washington,-0.21426468714771227
washington,-0.21426468714771227
washington,-0.4213459593298549
washington,-0.4213459593298549
washington,-0.4213459593298549
washington,-0.4213459593298549
washington,-0.4780112748321973
washington,-0.4780112748321973
west virginia,-0.25650400654420125
west virginia,-0.7648727615268425
west virginia,-0.25650400654420125
west virginia,-0.9583557442422759
west virginia,-0.14654277658965967
west virginia,-0.7344852399927184
west virginia,-0.14654277658965967
west virginia,-1.1534125468909728
west virginia,-1.0820475918619836
west virginia,-0.7369609096932227
west virginia,-0.7369609096932227
west virginia,-3.2310443104419697
west virginia,-3.3723788029268835
wisconsin,-0.755196888024076
wisconsin,-0.23152491265183725
wisconsin,-0.23152491265183725
wisconsin,-0.1493299323220484
wisconsin,-0.7349263670272508
wisconsin,-0.1493299323220484
wisconsin,-0.1493299323220484
wisconsin,-0.9615238289357662
wisconsin,-0.7417861013053725
wisconsin,-0.17293057010403667
wisconsin,-0.17293057010403667
wisconsin,-0.4550523860657996
wisconsin,-0.4550523860657996
wyoming,-0.23624882345547812
wyoming,-0.7599015543690868
wyoming,-0.23624882345547812
wyoming,-0.964490411147734
wyoming,-0.1833584093519138
wyoming,-0.1833584093519138
wyoming,-0.9644904111477361
wyoming,-0.1452025500228543
wyoming,-0.7341434434289006
wyoming,-0.1452025500228543
wyoming,-0.1452025500228543
wyoming,-0.3357261532527398
wyoming,-0.3357261532527398
