State,YearQuarter,EPU_value_Quarterly
california,2012 Q4,253.13883612238234
california,2013 Q1,238.885612626121
california,2013 Q2,179.88259627798365
california,2013 Q3,130.02632938315978
california,2013 Q4,165.77949606153066
california,2014 Q1,164.94787721583333
california,2014 Q2,125.98254869974433
california,2014 Q3,82.75740314502836
california,2014 Q4,98.67383734038621
california,2015 Q1,117.75011444726344
california,2015 Q2,114.614419233525
california,2015 Q3,115.3944683031059
california,2015 Q4,72.82807121860874
california,2016 Q1,102.26447601517646
california,2016 Q2,133.82230649551016
california,2016 Q3,125.84960114928417
california,2016 Q4,196.586378987668
california,2017 Q1,281.3559977989947
california,2017 Q2,222.88328289636365
california,2017 Q3,198.927474867176
california,2017 Q4,123.6946413832802
california,2018 Q1,140.03733408685633
california,2018 Q2,154.922767284207
california,2018 Q3,144.35159068540932
california,2018 Q4,147.75695558158833
california,2019 Q1,187.6913438289163
california,2019 Q2,187.14595611585332
california,2019 Q3,242.97198968677665
california,2019 Q4,200.44307874750066
california,2020 Q1,367.127080390748
california,2020 Q2,886.578205783388
california,2020 Q3,660.3521595838197
california,2020 Q4,597.189608622051
california,2021 Q1,330.8658236314
california,2021 Q2,276.5240214606887
california,2021 Q3,311.57921322058104
california,2021 Q4,227.16836449051334
california,2022 Q1,288.55193921584265
california,2022 Q2,295.465141783183
california,2022 Q3,241.98564657765533
california,2022 Q4,281.9754843961327
california,2023 Q1,249.930325697664
california,2023 Q2,330.65189091489265
california,2023 Q3,179.61575437584133
california,2023 Q4,274.517324172831
california,2024 Q1,159.43206317241666
california,2024 Q2,251.32705369161332
california,2024 Q3,230.37118903772435
california,2024 Q4,326.33657986430234
colorado,2000 Q1,63.38207706568917
colorado,2000 Q2,71.27381006546337
colorado,2000 Q3,74.7427166146141
colorado,2000 Q4,196.17839314206535
colorado,2001 Q1,139.15345850813466
colorado,2001 Q2,114.25346170593129
colorado,2001 Q3,157.67792303206667
colorado,2001 Q4,276.287051841545
colorado,2002 Q1,97.5163659399056
colorado,2002 Q2,79.86621815837815
colorado,2002 Q3,129.89469019745476
colorado,2002 Q4,137.83856282766533
colorado,2003 Q1,262.0464162407
colorado,2003 Q2,175.79790684620366
colorado,2003 Q3,144.50196072652966
colorado,2003 Q4,132.35800431342798
colorado,2004 Q1,82.25847446895303
colorado,2004 Q2,91.73640004744975
colorado,2004 Q3,74.06998472385463
colorado,2004 Q4,100.3048296064902
colorado,2005 Q1,48.9827541422726
colorado,2005 Q2,64.02451242707757
colorado,2005 Q3,87.63018218169077
colorado,2005 Q4,111.09153137911345
colorado,2006 Q1,75.12546872922323
colorado,2006 Q2,89.94574529876381
colorado,2006 Q3,92.14128343355956
colorado,2006 Q4,54.06274776170327
colorado,2007 Q1,62.0615924535025
colorado,2007 Q2,50.91155299875553
colorado,2007 Q3,114.94035520060886
colorado,2007 Q4,97.3589447530381
colorado,2008 Q1,167.43005742524568
colorado,2008 Q2,92.50430042995659
colorado,2008 Q3,173.5243246141853
colorado,2008 Q4,365.288553918394
colorado,2009 Q1,306.8634988578003
colorado,2009 Q2,133.943925602469
colorado,2009 Q3,131.44502300213193
colorado,2009 Q4,122.74317002381603
colorado,2010 Q1,131.98439690551234
colorado,2010 Q2,120.33509853774467
colorado,2010 Q3,200.37569603470033
colorado,2010 Q4,282.6673498084733
colorado,2011 Q1,153.35817927795233
colorado,2011 Q2,102.05510518079377
colorado,2011 Q3,190.18469701926833
colorado,2011 Q4,156.28990203395935
colorado,2012 Q1,119.70942367767083
colorado,2012 Q2,116.80306802122332
colorado,2012 Q3,201.751327596682
colorado,2012 Q4,214.77265101082466
colorado,2013 Q1,127.77636733431002
colorado,2013 Q2,134.08345128600865
colorado,2013 Q3,71.26295511619114
colorado,2013 Q4,157.32213622987135
colorado,2014 Q1,106.1363547676152
colorado,2014 Q2,96.28454388856471
colorado,2014 Q3,114.66684075894636
colorado,2014 Q4,109.79586798324586
colorado,2015 Q1,94.52095842129211
colorado,2015 Q2,92.7658766618121
colorado,2015 Q3,111.54160156233371
colorado,2015 Q4,158.44227440542028
colorado,2016 Q1,118.8845175979166
colorado,2016 Q2,98.93513209635258
colorado,2016 Q3,224.41645460582563
colorado,2016 Q4,228.94839592580988
colorado,2017 Q1,196.7048000868945
colorado,2017 Q2,116.10595179820764
colorado,2017 Q3,144.73935828877532
colorado,2017 Q4,124.9440031256957
colorado,2018 Q1,113.12300132636119
colorado,2018 Q2,129.5176551256402
colorado,2018 Q3,112.90395679860232
colorado,2018 Q4,198.677888595246
colorado,2019 Q1,203.62231758830833
colorado,2019 Q2,137.27806720756033
colorado,2019 Q3,212.55406715065934
colorado,2019 Q4,194.17509488600265
colorado,2020 Q1,514.779088704256
colorado,2020 Q2,1277.112136781546
colorado,2020 Q3,721.8217849859533
colorado,2020 Q4,583.3568161229157
colorado,2021 Q1,381.33038137801464
colorado,2021 Q2,260.16877644606933
colorado,2021 Q3,242.637922462328
colorado,2021 Q4,327.660367105833
colorado,2022 Q1,270.09112215864565
colorado,2022 Q2,240.56918286184234
colorado,2022 Q3,217.50602848576168
colorado,2022 Q4,334.22911491717804
colorado,2023 Q1,504.99327792520995
colorado,2023 Q2,343.2061676021067
colorado,2023 Q3,225.2487025465907
colorado,2023 Q4,439.29152404697066
colorado,2024 Q1,207.9070749245178
colorado,2024 Q2,154.87777098430936
colorado,2024 Q3,292.3388988022917
colorado,2024 Q4,476.87404097198333
connecticut,2000 Q1,60.579522154562234
connecticut,2000 Q2,99.55095715325278
connecticut,2000 Q3,76.24912352389829
connecticut,2000 Q4,118.15227192743578
connecticut,2001 Q1,157.12063204878334
connecticut,2001 Q2,117.0318498208486
connecticut,2001 Q3,127.9888700825558
connecticut,2001 Q4,261.56914319151866
connecticut,2002 Q1,159.90884328272435
connecticut,2002 Q2,97.22173683029287
connecticut,2002 Q3,276.0822545923577
connecticut,2002 Q4,242.15792896343532
connecticut,2003 Q1,328.938332529953
connecticut,2003 Q2,191.995995366375
connecticut,2003 Q3,133.39581269689765
connecticut,2003 Q4,88.90733819349093
connecticut,2004 Q1,148.4825899076677
connecticut,2004 Q2,107.16925463213857
connecticut,2004 Q3,114.78519707741266
connecticut,2004 Q4,116.0369625520989
connecticut,2005 Q1,85.04798339969507
connecticut,2005 Q2,87.80207676417622
connecticut,2005 Q3,124.2086187326435
connecticut,2005 Q4,111.0843204015411
connecticut,2006 Q1,98.48109082776834
connecticut,2006 Q2,84.79486645464313
connecticut,2006 Q3,82.45085486552233
connecticut,2006 Q4,62.561498200076926
connecticut,2007 Q1,54.98350406975057
connecticut,2007 Q2,81.38550502088096
connecticut,2007 Q3,76.61297954438653
connecticut,2007 Q4,95.68463864360503
connecticut,2008 Q1,213.352274597751
connecticut,2008 Q2,182.30557624071102
connecticut,2008 Q3,178.30095236857434
connecticut,2008 Q4,360.950623562763
connecticut,2009 Q1,278.31105708429465
connecticut,2009 Q2,156.58558342774634
connecticut,2009 Q3,161.269871883011
connecticut,2009 Q4,158.559461458414
connecticut,2010 Q1,189.43539196180234
connecticut,2010 Q2,111.6230603625698
connecticut,2010 Q3,217.05088164433434
connecticut,2010 Q4,234.48024598312531
connecticut,2011 Q1,162.359149489023
connecticut,2011 Q2,136.998304343894
connecticut,2011 Q3,250.17219265013333
connecticut,2011 Q4,181.47962490312068
connecticut,2012 Q1,136.98269124716077
connecticut,2012 Q2,106.26537766888733
connecticut,2012 Q3,175.60220137196848
connecticut,2012 Q4,295.761062160829
connecticut,2013 Q1,201.95676804196432
connecticut,2013 Q2,110.09963789121777
connecticut,2013 Q3,151.1715930453997
connecticut,2013 Q4,141.82866355949918
connecticut,2014 Q1,140.71282327998566
connecticut,2014 Q2,90.91561210640867
connecticut,2014 Q3,117.81920067449504
connecticut,2014 Q4,75.5218682268161
connecticut,2015 Q1,97.19250841006487
connecticut,2015 Q2,91.77474750343777
connecticut,2015 Q3,91.05978680275366
connecticut,2015 Q4,90.9564765236211
connecticut,2016 Q1,146.54947763108066
connecticut,2016 Q2,215.50410923769834
connecticut,2016 Q3,131.6462027973684
connecticut,2016 Q4,198.239480083231
connecticut,2017 Q1,244.12209295173034
connecticut,2017 Q2,230.56034853581767
connecticut,2017 Q3,251.37751647950734
connecticut,2017 Q4,238.651777218094
connecticut,2018 Q1,187.97102358970469
connecticut,2018 Q2,161.71171339976965
connecticut,2018 Q3,94.56746549912526
connecticut,2018 Q4,168.465683543028
connecticut,2019 Q1,162.66553440835682
connecticut,2019 Q2,161.21921202046607
connecticut,2019 Q3,192.64900232766934
connecticut,2019 Q4,260.10494148104635
connecticut,2020 Q1,326.435911832907
connecticut,2020 Q2,820.7727841934651
connecticut,2020 Q3,425.6874873877164
connecticut,2020 Q4,429.2703160312367
connecticut,2021 Q1,302.0432378280544
connecticut,2021 Q2,268.4201753465886
connecticut,2021 Q3,178.51726291066583
connecticut,2021 Q4,187.964800334309
connecticut,2022 Q1,148.16288129918595
connecticut,2022 Q2,172.41120585232173
connecticut,2022 Q3,240.57387289230533
connecticut,2022 Q4,239.59094775869002
connecticut,2023 Q1,235.50034985564034
connecticut,2023 Q2,178.01405701606095
connecticut,2023 Q3,192.27200389322334
connecticut,2023 Q4,180.15296164707232
connecticut,2024 Q1,197.63748289059598
connecticut,2024 Q2,137.77050255225342
connecticut,2024 Q3,274.00311780392667
connecticut,2024 Q4,374.29450539407236
florida,2000 Q1,77.63007317563036
florida,2000 Q2,92.77929795660054
florida,2000 Q3,75.63399974038786
florida,2000 Q4,131.66143884177154
florida,2001 Q1,141.51674278906466
florida,2001 Q2,107.4579517279866
florida,2001 Q3,185.08438303662402
florida,2001 Q4,228.74696884286132
florida,2002 Q1,172.60373934863665
florida,2002 Q2,85.03216928154757
florida,2002 Q3,159.389883852878
florida,2002 Q4,150.47632711466645
florida,2003 Q1,231.16505811270235
florida,2003 Q2,139.83004906446467
florida,2003 Q3,107.10024588251652
florida,2003 Q4,83.94183087732793
florida,2004 Q1,83.40816324159707
florida,2004 Q2,86.88801080471335
florida,2004 Q3,75.96008490805593
florida,2004 Q4,99.05155170537093
florida,2005 Q1,74.34924945353247
florida,2005 Q2,79.36161920400883
florida,2005 Q3,105.500610966201
florida,2005 Q4,69.64756069007417
florida,2006 Q1,84.15633862827553
florida,2006 Q2,102.76254094655017
florida,2006 Q3,81.48399057356346
florida,2006 Q4,63.160228659679035
florida,2007 Q1,72.69310819175978
florida,2007 Q2,97.3889888363401
florida,2007 Q3,117.59329147671747
florida,2007 Q4,163.294703161969
florida,2008 Q1,208.22470572264035
florida,2008 Q2,169.83096717501465
florida,2008 Q3,204.25778501214901
florida,2008 Q4,237.19620221816731
florida,2009 Q1,240.9191843090757
florida,2009 Q2,166.514925236597
florida,2009 Q3,143.15423515788567
florida,2009 Q4,125.70867624565
florida,2010 Q1,161.21750301035502
florida,2010 Q2,148.00941333738433
florida,2010 Q3,263.5537538184353
florida,2010 Q4,211.81245479134267
florida,2011 Q1,188.51482432100332
florida,2011 Q2,163.36341584594467
florida,2011 Q3,293.89974360995865
florida,2011 Q4,170.90479966668033
florida,2012 Q1,144.07164266760728
florida,2012 Q2,144.22932323452233
florida,2012 Q3,210.213869513884
florida,2012 Q4,254.23370575683802
florida,2013 Q1,216.02671468689098
florida,2013 Q2,104.7365817044557
florida,2013 Q3,118.40948076445534
florida,2013 Q4,217.65627575896065
florida,2014 Q1,131.79838463807567
florida,2014 Q2,97.88147640278844
florida,2014 Q3,106.61909520237232
florida,2014 Q4,93.6841721961901
florida,2015 Q1,121.93508083431892
florida,2015 Q2,138.36442066561997
florida,2015 Q3,128.81251939427068
florida,2015 Q4,99.0228682310011
florida,2016 Q1,118.39721255993265
florida,2016 Q2,133.1483565985051
florida,2016 Q3,132.43819358813099
florida,2016 Q4,169.628068535156
florida,2017 Q1,183.54168518392203
florida,2017 Q2,196.78021164906366
florida,2017 Q3,121.88029576016034
florida,2017 Q4,98.61880217147507
florida,2018 Q1,106.120698011214
florida,2018 Q2,118.78847306359866
florida,2018 Q3,111.4039286494358
florida,2018 Q4,142.77788207869267
florida,2019 Q1,195.81184044124532
florida,2019 Q2,158.00535856041168
florida,2019 Q3,182.956088257166
florida,2019 Q4,110.24185690837369
florida,2020 Q1,257.834135246099
florida,2020 Q2,768.397964065537
florida,2020 Q3,488.483054488739
florida,2020 Q4,302.744340234652
florida,2021 Q1,220.4717455797937
florida,2021 Q2,174.44339797774697
florida,2021 Q3,146.37049055971465
florida,2021 Q4,151.66586238037334
florida,2022 Q1,127.27743953879201
florida,2022 Q2,175.3620245474617
florida,2022 Q3,134.7715956672662
florida,2022 Q4,130.35417019910452
florida,2023 Q1,132.232391836572
florida,2023 Q2,126.6236169060656
florida,2023 Q3,126.28374840440033
florida,2023 Q4,100.22279409545833
florida,2024 Q1,127.15102752583967
florida,2024 Q2,180.89471254433465
florida,2024 Q3,196.42440285794365
florida,2024 Q4,234.6854938087803
georgia,2000 Q1,112.52505008696998
georgia,2000 Q2,155.580886640234
georgia,2000 Q3,85.80262854260587
georgia,2000 Q4,224.07871411176566
georgia,2001 Q1,264.551674980202
georgia,2001 Q2,219.37386525142233
georgia,2001 Q3,313.53389623099366
georgia,2001 Q4,396.33871332878033
georgia,2002 Q1,211.78622385115466
georgia,2002 Q2,170.7362740402557
georgia,2002 Q3,276.6949670296877
georgia,2002 Q4,296.89112330194695
georgia,2003 Q1,428.7558869561817
georgia,2003 Q2,246.446346708979
georgia,2003 Q3,164.5436681657777
georgia,2003 Q4,161.00946299153466
georgia,2004 Q1,152.77295395116016
georgia,2004 Q2,119.40637528093036
georgia,2004 Q3,141.88760454212635
georgia,2004 Q4,149.785120361223
georgia,2005 Q1,101.39599674409352
georgia,2005 Q2,123.25161805610854
georgia,2005 Q3,174.000031834316
georgia,2005 Q4,106.9015084686929
georgia,2006 Q1,119.61984150300667
georgia,2006 Q2,132.2438634375945
georgia,2006 Q3,93.59010625598216
georgia,2006 Q4,84.03385106233829
georgia,2007 Q1,57.80095608985656
georgia,2007 Q2,61.7948369292097
georgia,2007 Q3,77.13550217264826
georgia,2007 Q4,80.22815336479503
georgia,2008 Q1,151.75904010132933
georgia,2008 Q2,99.61190689737032
georgia,2008 Q3,194.73989170474633
georgia,2008 Q4,257.97799365797664
georgia,2009 Q1,235.90618327326231
georgia,2009 Q2,162.78342485400267
georgia,2009 Q3,134.5169867320007
georgia,2009 Q4,152.77078216532976
georgia,2010 Q1,168.60251942985514
georgia,2010 Q2,117.89258689491203
georgia,2010 Q3,278.8222388821234
georgia,2010 Q4,252.11542648741533
georgia,2011 Q1,146.49258280105633
georgia,2011 Q2,149.28875161990598
georgia,2011 Q3,257.21136498396936
georgia,2011 Q4,165.6983298328157
georgia,2012 Q1,128.11703968476255
georgia,2012 Q2,150.02264801599867
georgia,2012 Q3,145.86462107023866
georgia,2012 Q4,168.10444285033302
georgia,2013 Q1,190.52225132705667
georgia,2013 Q2,76.38949315654388
georgia,2013 Q3,126.67838398562958
georgia,2013 Q4,166.2675199161064
georgia,2014 Q1,108.820757876644
georgia,2014 Q2,81.6848964474016
georgia,2014 Q3,85.77437202589999
georgia,2014 Q4,78.44881559254723
georgia,2015 Q1,114.72323023415534
georgia,2015 Q2,78.8730850481918
georgia,2015 Q3,109.90446511297428
georgia,2015 Q4,85.72524030477719
georgia,2016 Q1,74.16801795236303
georgia,2016 Q2,65.31625311913636
georgia,2016 Q3,102.12118307983337
georgia,2016 Q4,119.86536844135856
georgia,2017 Q1,168.30447296708408
georgia,2017 Q2,111.60480742178368
georgia,2017 Q3,106.74884131285967
georgia,2017 Q4,118.84372548768185
georgia,2018 Q1,141.46023342447612
georgia,2018 Q2,150.86539737039763
georgia,2018 Q3,89.45590370158443
georgia,2018 Q4,111.04520713605261
georgia,2019 Q1,107.54365304979679
georgia,2019 Q2,84.87563461849027
georgia,2019 Q3,176.1905955890047
georgia,2019 Q4,204.24885595706232
georgia,2020 Q1,388.607489604499
georgia,2020 Q2,762.030015601673
georgia,2020 Q3,346.808840096394
georgia,2020 Q4,406.1124408343564
georgia,2021 Q1,317.01465679904703
georgia,2021 Q2,105.40169279281514
georgia,2021 Q3,190.9436353374641
georgia,2021 Q4,113.2303575894854
georgia,2022 Q1,182.59485429334333
georgia,2022 Q2,171.18846998077404
georgia,2022 Q3,316.9816573844876
georgia,2022 Q4,413.09859794141795
georgia,2023 Q1,340.6274596587977
georgia,2023 Q2,357.6294783658116
georgia,2023 Q3,224.68747486825836
georgia,2023 Q4,276.9654618063827
georgia,2024 Q1,142.41956202219902
georgia,2024 Q2,102.7416023041172
georgia,2024 Q3,75.22450718577824
georgia,2024 Q4,199.65583193823534
idaho,2000 Q1,178.47737047672152
idaho,2000 Q2,122.49325687347998
idaho,2000 Q3,167.13064208579223
idaho,2000 Q4,208.03609233704105
idaho,2001 Q1,248.406676401442
idaho,2001 Q2,209.84393023640132
idaho,2001 Q3,235.04480915603662
idaho,2001 Q4,313.29489422812867
idaho,2002 Q1,371.13098477902264
idaho,2002 Q2,241.29213425687635
idaho,2002 Q3,200.45629900776967
idaho,2002 Q4,254.86214588163867
idaho,2003 Q1,308.99767031969867
idaho,2003 Q2,255.257120583121
idaho,2003 Q3,200.55226603298465
idaho,2003 Q4,101.14701519284004
idaho,2004 Q1,120.55755861483821
idaho,2004 Q2,137.7264771994228
idaho,2004 Q3,123.0156436836369
idaho,2004 Q4,136.128496161098
idaho,2005 Q1,212.1252746188533
idaho,2005 Q2,147.84887045877733
idaho,2005 Q3,101.56076604672229
idaho,2005 Q4,62.61446523278929
idaho,2006 Q1,58.77273698002977
idaho,2006 Q2,66.51795769146
idaho,2006 Q3,77.0946907637995
idaho,2006 Q4,79.152282906379
idaho,2007 Q1,64.36294341551952
idaho,2007 Q2,52.860767765365864
idaho,2007 Q3,79.35522493671498
idaho,2007 Q4,85.8195747857287
idaho,2008 Q1,138.36254197292502
idaho,2008 Q2,118.72134661346398
idaho,2008 Q3,163.5141000392583
idaho,2008 Q4,303.67382219112636
idaho,2009 Q1,363.72935425606903
idaho,2009 Q2,148.840809851705
idaho,2009 Q3,135.02668550469534
idaho,2009 Q4,155.57492685657934
idaho,2010 Q1,183.0165436765627
idaho,2010 Q2,143.04614155803566
idaho,2010 Q3,183.55372076186833
idaho,2010 Q4,184.578170653264
idaho,2011 Q1,164.9213422972173
idaho,2011 Q2,126.97007866227811
idaho,2011 Q3,328.75314019097533
idaho,2011 Q4,191.62509184356267
idaho,2012 Q1,170.000646032523
idaho,2012 Q2,165.24665572232865
