State,G_hcluster,hclust_score
massachusetts,0,-0.7566608975932345
missouri,0,-0.7567348977527624
missouri,0,-0.7567348977527624
missouri,0,-0.7567348977527624
missouri,0,-0.7567348977527624
illinois,0,-0.7590721204185447
illinois,0,-0.7590721204185447
rhode island,0,-0.7635233387636235
rhode island,0,-0.7635233387636235
wyoming,0,-0.7666806318115249
wyoming,0,-0.7666806318115249
connecticut,0,-0.7667391198068495
louisiana,0,-0.7683041593711004
louisiana,0,-0.7683041593711004
louisiana,0,-0.7683041593711004
illinois,0,-0.7696616097519922
illinois,0,-0.7696616097519922
illinois,0,-0.7696616097519922
illinois,0,-0.7696616097519922
indiana,0,-0.7706787652970354
indiana,0,-0.7706787652970354
maryland,0,-0.7710294951350792
maryland,0,-0.7710294951350792
maryland,0,-0.7710294951350792
maryland,0,-0.7710294951350792
new jersey,0,-0.7722629761131887
new jersey,0,-0.7722629761131887
west virginia,0,-0.7723422016552245
west virginia,0,-0.7723422016552245
louisiana,0,-0.7724934559364691
louisiana,0,-0.7724934559364691
illinois,0,-0.7751595913491212
georgia,1,-0.7788337855817781
south carolina,0,-0.7792964692579861
south carolina,0,-0.7792964692579861
south carolina,0,-0.7792964692579861
south carolina,0,-0.7792964692579861
west virginia,0,-0.78155427361699
west virginia,0,-0.78155427361699
idaho,0,-0.7830255395516862
idaho,0,-0.7830255395516862
idaho,0,-0.7830255395516862
oregon,0,-0.7838069550024636
oregon,0,-0.7838069550024636
oregon,0,-0.7838069550024636
south carolina,0,-0.7838253325669393
south carolina,0,-0.7838253325669393
colorado,0,-0.7839645385238423
colorado,0,-0.7839645385238423
colorado,0,-0.7839645385238423
wyoming,0,-0.7917043042765975
wyoming,0,-0.7917043042765975
kentucky,0,-0.7926919924043514
utah,0,-0.7938424436091259
minnesota,0,-0.7988888143593695
minnesota,0,-0.7988888143593695
minnesota,0,-0.7988888143593695
minnesota,0,-0.7988888143593695
illinois,0,-0.8007289665273856
illinois,0,-0.8007289665273856
wyoming,0,-0.8029420635882049
wyoming,0,-0.8029420635882049
wyoming,0,-0.8029420635882049
vermont,0,-0.8030392633139704
vermont,0,-0.8030392633139704
texas,0,-0.8071796403858841
texas,0,-0.8071796403858841
texas,0,-0.8071796403858841
texas,0,-0.8071796403858841
new jersey,0,-0.8072343668452696
wyoming,0,-0.8077554299425386
wyoming,0,-0.8077554299425386
colorado,0,-0.8084534073637598
minnesota,0,-0.8120549684306614
tennessee,0,-0.8134020032629056
tennessee,0,-0.8134020032629056
new hampshire,0,-0.8134805286548535
new hampshire,0,-0.8134805286548535
maine,0,-0.815415101656022
maine,0,-0.815415101656022
maine,0,-0.815415101656022
kansas,0,-0.8174370845317156
kansas,0,-0.8174370845317156
california,0,-0.819972349403133
tennessee,0,-0.8221541370469708
tennessee,0,-0.8221541370469708
wyoming,0,-0.8221901136565577
wyoming,0,-0.8221901136565577
texas,0,-0.822277308682388
texas,0,-0.822277308682388
texas,0,-0.822277308682388
texas,0,-0.822277308682388
nebraska,0,-0.8222916284595572
kansas,0,-0.8261464720732351
kansas,0,-0.8261464720732351
michigan,0,-0.8282862530528929
tennessee,0,-0.8340767803163143
tennessee,0,-0.8340767803163143
tennessee,0,-0.8340767803163143
connecticut,0,-0.8354282555804708
utah,0,-0.8358858317264788
louisiana,0,-0.8415123086131288
colorado,0,-0.8432914521685201
colorado,0,-0.8432914521685201
colorado,0,-0.8432914521685201
alaska,0,-0.8433387289725848
alaska,0,-0.8433387289725848
connecticut,0,-0.8513828379435526
connecticut,0,-0.8513828379435526
connecticut,0,-0.8513828379435526
louisiana,0,-0.8527925540303272
hawaii,0,-0.8566806199797518
utah,0,-0.8588955919646111
utah,0,-0.8588955919646111
utah,0,-0.8588955919646111
maryland,0,-0.8685532890905401
maryland,0,-0.8685532890905401
maryland,0,-0.8685532890905401
new jersey,0,-0.8692758493265752
new mexico,0,-0.873498218312073
new mexico,0,-0.873498218312073
new mexico,0,-0.873498218312073
alaska,0,-0.880281522132535
massachusetts,0,-0.8829205770077247
massachusetts,0,-0.8829205770077247
massachusetts,0,-0.8829205770077247
idaho,0,-0.8851609340508322
idaho,0,-0.8851609340508322
idaho,0,-0.8851609340508322
north dakota,0,-0.8857321658324495
north dakota,0,-0.8857321658324495
vermont,0,-0.8882963936482012
vermont,0,-0.8882963936482012
indiana,0,-0.8903623965463885
indiana,0,-0.8903623965463885
indiana,0,-0.8903623965463885
indiana,0,-0.8903623965463885
arkansas,0,-0.891934154796972
virginia,1,-0.8925340676449524
virginia,1,-0.8925340676449524
virginia,1,-0.8925340676449524
virginia,1,-0.8925340676449524
arkansas,0,-0.8999228537184343
arkansas,0,-0.8999228537184343
arkansas,0,-0.8999228537184343
michigan,0,-0.9010757413159276
michigan,0,-0.9010757413159276
new mexico,0,-0.9028156585464558
idaho,0,-0.9046319760590216
alaska,0,-0.9063693115902344
alaska,0,-0.9063693115902344
alaska,0,-0.9063693115902344
alaska,0,-0.9063693115902344
north carolina,0,-0.9114372391790703
north carolina,0,-0.9114372391790703
north carolina,0,-0.9114372391790703
north carolina,0,-0.9114372391790703
south dakota,0,-0.9147206864712679
south dakota,0,-0.9147206864712679
south dakota,0,-0.9147206864712679
utah,0,-0.9149857138952293
utah,0,-0.9149857138952293
wyoming,0,-0.9162165746771028
wyoming,0,-0.9162165746771028
wyoming,0,-0.9162165746771028
wyoming,0,-0.9162165746771028
north carolina,0,-0.9173398458721636
north carolina,0,-0.9173398458721636
north carolina,0,-0.9173398458721636
north carolina,0,-0.9173398458721636
maine,0,-0.9183041452852513
maine,0,-0.9183041452852513
illinois,0,-0.9209668339267539
illinois,0,-0.9209668339267539
connecticut,0,-0.9224297004859143
california,0,-0.928298417698883
california,0,-0.928298417698883
north carolina,0,-0.9283654216041433
north carolina,0,-0.9283654216041433
colorado,0,-0.9286651379019609
south carolina,0,-0.9323331678736935
california,0,-0.9377460664501599
california,0,-0.9377460664501599
maryland,0,-0.9483608532018022
maryland,0,-0.9483608532018022
alabama,0,-0.9493176314859428
alabama,0,-0.9493176314859428
alabama,0,-0.9493176314859428
alabama,0,-0.9493176314859428
connecticut,0,-0.951290387620564
connecticut,0,-0.951290387620564
connecticut,0,-0.951290387620564
north carolina,0,-0.9516542640643733
north carolina,0,-0.9516542640643733
maine,0,-0.951826547917001
maine,0,-0.951826547917001
maine,0,-0.951826547917001
maine,0,-0.951826547917001
rhode island,0,-0.9559653550035044
rhode island,0,-0.9559653550035044
rhode island,0,-0.9559653550035044
minnesota,0,-0.960121216758807
delaware,0,-0.961624302672208
delaware,0,-0.961624302672208
michigan,0,-0.9664985567914485
california,0,-0.9687873704588994
connecticut,0,-0.9688509903174638
connecticut,0,-0.9688509903174638
connecticut,0,-0.9688509903174638
connecticut,0,-0.9688509903174638
idaho,0,-0.9706046661194381
idaho,0,-0.9706046661194381
idaho,0,-0.9706046661194381
delaware,0,-0.9816913026532234
delaware,0,-0.9816913026532234
new york,0,-0.9821668957502196
new york,0,-0.9821668957502196
new york,0,-0.9821668957502196
indiana,0,-0.9824626656178461
indiana,0,-0.9824626656178461
indiana,0,-0.9824626656178461
indiana,0,-0.9824626656178461
florida,0,-0.983360574716127
florida,0,-0.983360574716127
florida,0,-0.983360574716127
kansas,0,-0.9844764967729138
kansas,0,-0.9844764967729138
oregon,0,-0.9862672893767862
kansas,0,-0.9880574588499033
kansas,0,-0.9880574588499033
massachusetts,0,-0.9911707481705715
massachusetts,0,-0.9911707481705715
massachusetts,0,-0.9911707481705715
massachusetts,0,-0.9911707481705715
kansas,0,-0.9917200103101734
new jersey,0,-0.9954593007062856
new jersey,0,-0.9954593007062856
vermont,0,-0.9980398360413547
vermont,0,-0.9980398360413547
maryland,0,-1.0024029914582355
maryland,0,-1.0024029914582355
maryland,0,-1.0024029914582355
massachusetts,0,-1.0049843480643255
new mexico,0,-1.011336378831579
new mexico,0,-1.011336378831579
new mexico,0,-1.011336378831579
new mexico,0,-1.011336378831579
washington,0,-1.0127006419634388
michigan,0,-1.0127962599022888
michigan,0,-1.0127962599022888
michigan,0,-1.0127962599022888
michigan,0,-1.0127962599022888
new jersey,0,-1.0148574942216366
new jersey,0,-1.0148574942216366
south carolina,0,-1.0172502115859612
south carolina,0,-1.0180405420464835
south carolina,0,-1.0180405420464835
south carolina,0,-1.0180405420464835
south carolina,0,-1.0180405420464835
south carolina,0,-1.0194499447296614
south carolina,0,-1.0194499447296614
south carolina,0,-1.0194499447296614
south carolina,0,-1.0194499447296614
maine,0,-1.0203130989141638
maine,0,-1.0203130989141638
maine,0,-1.0203130989141638
louisiana,0,-1.0226784413686993
louisiana,0,-1.0226784413686993
louisiana,0,-1.0226784413686993
hawaii,0,-1.022933296840513
rhode island,0,-1.0251017602509576
kansas,0,-1.025517559128007
kansas,0,-1.025517559128007
kansas,0,-1.025517559128007
connecticut,0,-1.0285375946923805
connecticut,0,-1.0285375946923805
connecticut,0,-1.0285375946923805
california,0,-1.0306616200019503
california,0,-1.0306616200019503
california,0,-1.0306616200019503
virginia,0,-1.0313917863321644
virginia,0,-1.0313917863321644
virginia,0,-1.0313917863321644
washington,0,-1.031774735321782
washington,0,-1.031774735321782
washington,0,-1.031774735321782
alaska,0,-1.0342098603134153
alaska,0,-1.0342098603134153
hawaii,0,-1.0451179397720103
new york,0,-1.0495788060027975
virginia,0,-1.0501264357821993
montana,0,-1.0511194863041966
new hampshire,0,-1.058416569277913
new hampshire,0,-1.058416569277913
kansas,0,-1.0585237067502296
alaska,0,-1.0673991020342048
montana,0,-1.0722689549079971
montana,0,-1.0722689549079971
montana,0,-1.0722689549079971
montana,0,-1.0722689549079971
oklahoma,0,-1.0732866167932211
oklahoma,0,-1.0732866167932211
wisconsin,0,-1.0825015240500855
louisiana,0,-1.0875822053265434
pennsylvania,0,-1.0891711582254853
pennsylvania,0,-1.0891711582254853
kansas,0,-1.0902523207874866
hawaii,0,-1.092053825713169
south dakota,0,-1.0931988646366528
montana,0,-1.0970009446040656
wisconsin,0,-1.1003663316304848
wisconsin,0,-1.1003663316304848
wisconsin,0,-1.1003663316304848
massachusetts,0,-1.1031802079494228
massachusetts,0,-1.1031802079494228
massachusetts,0,-1.1031802079494228
new jersey,0,-1.1049044907766514
new jersey,0,-1.1049044907766514
new jersey,0,-1.1049044907766514
pennsylvania,0,-1.106928329263199
pennsylvania,0,-1.106928329263199
nevada,0,-1.1098540744422256
minnesota,0,-1.112633768083154
minnesota,0,-1.112633768083154
minnesota,0,-1.112633768083154
minnesota,0,-1.112633768083154
new jersey,0,-1.1176849638115953
new jersey,0,-1.1176849638115953
new jersey,0,-1.1176849638115953
idaho,0,-1.1233119439313364
new hampshire,0,-1.1290784596690653
new hampshire,0,-1.1290784596690653
new hampshire,0,-1.1290784596690653
new hampshire,0,-1.1290784596690653
minnesota,0,-1.1314603723749284
minnesota,0,-1.1314603723749284
minnesota,0,-1.1314603723749284
alabama,0,-1.131973703298052
alabama,0,-1.131973703298052
rhode island,0,-1.135407869489894
rhode island,0,-1.135407869489894
rhode island,0,-1.135407869489894
michigan,0,-1.136876987041409
michigan,0,-1.136876987041409
michigan,0,-1.136876987041409
colorado,0,-1.1388306672627573
georgia,1,-1.1400470349513916
montana,0,-1.1453668433499602
montana,0,-1.1453668433499602
montana,0,-1.1453668433499602
new mexico,0,-1.1470069134105003
new mexico,0,-1.1470069134105003
new mexico,0,-1.1470069134105003
new mexico,0,-1.1470069134105003
washington,0,-1.147645501797097
washington,0,-1.147645501797097
maine,0,-1.1496096500365383
maine,0,-1.1496096500365383
massachusetts,0,-1.1506475224945663
massachusetts,0,-1.1506475224945663
missouri,0,-1.1518194441857756
new hampshire,0,-1.1520671271584313
new hampshire,0,-1.1520671271584313
idaho,0,-1.1543933585665533
idaho,0,-1.1543933585665533
idaho,0,-1.1543933585665533
